Individual,Site,Loc,Depth,V1,V2,V3,V4,Clusters,Taxa,Q.Clust1,Q.Clust2,Q.Clust3,Q.Clust4
KP0654_AC_SB20,SB20,SB,20,-1.3898963,-2.63883970,-2.12844509, 1.161381285,Clust3,Clust2,0.000010,0.066890,0.718947,0.214153
KP0660_AC_SB20,SB20,SB,20,-2.1414535,-4.50037224,-2.17982874, 2.872171822,Clust3,Clust2,0.000010,0.000010,0.899174,0.100806
KP0661_AC_SB20,SB20,SB,20,-1.3004769,-2.67078215,-1.83825376,-2.529348206,Clust3,Clust2,0.000010,0.210929,0.789051,0.000010
KP0662_AC_SB20,SB20,SB,20,-1.7299065,-2.64042019,-1.90212700, 2.059540465,Clust3,Clust2,0.038232,0.008336,0.953422,0.000010
KP0665_AC_SB20,SB20,SB,20,-3.1297495,-2.94989953,-1.12421264, 2.287649623,Clust3,Clust2,0.000010,0.118815,0.707384,0.173791
KP0667_AC_SB20,SB20,SB,20,-3.1706867,-3.27231172,-1.26103716, 1.662427101,Clust3,Clust2,0.000010,0.000010,0.757523,0.242457
KP0668_AC_SB20,SB20,SB,20,-1.9050562,-3.71856532,-1.43881806, 1.248925812,Clust3,Clust2,0.000010,0.000010,0.806525,0.193455
KP0669_AC_SB20,SB20,SB,20,-0.8491282,-3.22532035,-1.55590140, 1.498014790,Clust3,Clust2,0.033309,0.000010,0.966671,0.000010
KP0678_AC_SB20,SB20,SB,20,20.1998267, 0.09769636,-0.29475082, 0.422769807,Clust1,Clust1,0.999970,0.000010,0.000010,0.000010
KP0679_AC_SB20,SB20,SB,20,-1.1904839,-4.09412305,-3.58417991, 2.971802662,Clust3,Clust2,0.010003,0.000010,0.989977,0.000010
KP0686_AC_SB20,SB20,SB,20,-1.5259492,-2.88746331, 0.21959844, 1.493860549,Clust3,Clust2,0.042616,0.148314,0.636876,0.172195
KP0688_AC_SB20,SB20,SB,20,-1.7004881,-4.35144113,-1.16243211, 1.110443033,Clust3,Clust2,0.000010,0.000010,0.979185,0.020795
KP0690_AC_SB20,SB20,SB,20,19.8850743,-0.24385325, 1.13017032, 0.143566276,Clust1,Clust1,0.999969,0.000010,0.000010,0.000011
KP0691_AC_SB20,SB20,SB,20,-1.8840047,-3.98212010,-1.81535512, 3.537040351,Clust3,Clust2,0.000010,0.000010,0.999970,0.000010
KP0696_AC_SB20,SB20,SB,20,19.8647847, 0.82163661, 0.51931259,-0.098738256,Clust1,Clust1,0.999970,0.000010,0.000010,0.000010
KP0698_AC_SB20,SB20,SB,20,-2.5549529,-3.88132762,-0.88686263, 1.205767365,Clust3,Clust2,0.000010,0.000010,0.817391,0.182589
KP0703_AC_SB20,SB20,SB,20,-1.0839672,-3.27121264,-2.92598364, 2.037335822,Clust3,Clust2,0.000010,0.127118,0.872862,0.000010
KP0704_AC_SB20,SB20,SB,20,-1.6287927,-4.43580698,-3.88672939,-2.666139900,Clust3,Clust2,0.000010,0.010940,0.982917,0.006133
KP0708_AC_SB20,SB20,SB,20,-2.3678235,-3.39713780,-2.17890542, 0.888187304,Clust3,Clust2,0.000010,0.000010,0.999970,0.000010
KP0711_AC_SB20,SB20,SB,20,-1.8601711,-3.74276318,-0.73727869, 1.710617291,Clust3,Clust2,0.039076,0.019299,0.789058,0.152567
KP0712_AC_SB20,SB20,SB,20,-1.7008683,-1.27689754,-0.59296377, 0.906689549,Clust3,Clust2,0.000010,0.070228,0.929752,0.000010
KP0714_AC_SB20,SB20,SB,20,-1.4902518,-3.90657999,-2.36296359,-1.328858898,Clust3,Clust2,0.000010,0.000010,0.880738,0.119242
KP0717_AC_SB20,SB20,SB,20,-1.5071217,-3.15081891,-1.37883132,-1.120062142,Clust3,Clust2,0.000010,0.000010,0.934327,0.065653
KP0720_AC_SB20,SB20,SB,20,-1.8208165,-2.45360102,-3.25652504, 1.580364285,Clust3,Clust2,0.000010,0.000010,0.999970,0.000010
KP0724_AC_SB20,SB20,SB,20,-1.3739419,-1.62711229,-1.17315416,-1.944571055,Clust3,Clust2,0.000010,0.000010,0.913605,0.086375
KP0727_AC_SB20,SB20,SB,20,-1.5685211,-3.72395248,-1.17680403, 1.246212126,Clust3,Clust2,0.000010,0.273975,0.583452,0.142563
KP0730_AC_SB20,SB20,SB,20,-2.8595947,-2.97179805,-1.80075508, 1.602936485,Clust3,Clust2,0.000010,0.159885,0.540674,0.299431
KP0734_AC_SB20,SB20,SB,20,-1.3915120,-3.73983912,-0.94965844,-3.305992748,Clust3,Clust2,0.000010,0.076858,0.807696,0.115436
KP0742_AC_WP10,WP10,WP,10/12,-2.2358592, 3.70073701, 0.48841030, 1.447769138,Clust2,Clust2,0.000010,0.955513,0.000010,0.044467
KP0746_AC_WP10,WP10,WP,10/12,-2.1219341, 3.12188504, 0.34877158,-0.180952114,Clust2,Clust2,0.000010,0.752990,0.000010,0.246990
KP0747_AC_WP20,WP20,WP,20,-2.9539957, 3.75604527,-0.25793155,-0.023600436,Clust2,Clust2,0.000010,0.999970,0.000010,0.000010
KP0748_AC_WP10,WP10,WP,10/12,-2.4230486, 2.97869209,-0.40075645,-0.683198004,Clust2,Clust2,0.000010,0.906215,0.000010,0.093765
KP0749_AC_WP20,WP20,WP,20,-2.9004562, 3.28894743,-0.27590804, 0.063052197,Clust2,Clust2,0.000010,0.999970,0.000010,0.000010
KP0751_AC_WP10,WP10,WP,10/12,-2.5806551, 3.28398708,-1.20151486, 0.397019667,Clust2,Clust2,0.000010,0.966210,0.000010,0.033770
KP0753_AC_WP10,WP10,WP,10/12,-2.9628065, 2.17556625, 1.31294912, 1.344603764,Clust2,Clust2,0.000010,0.894454,0.000010,0.105526
KP0757_AC_WP10,WP10,WP,10/12,-2.6960258, 3.48749059,-0.17842927, 0.889556171,Clust2,Clust2,0.000010,0.918985,0.080995,0.000010
KP0758_AC_WP10,WP10,WP,10/12,-3.2186068, 2.09114818,-0.92898599, 0.569110654,Clust2,Clust2,0.000010,0.999970,0.000010,0.000010
KP0760_AC_WP10,WP10,WP,10/12,-2.8947097, 3.94618606, 0.72936094, 1.345008690,Clust2,Clust2,0.000010,0.864845,0.070026,0.065119
KP0761_AC_WP10,WP10,WP,10/12,-2.4045394, 3.73936072,-1.39804435,-1.717389512,Clust2,Clust2,0.000010,0.999970,0.000010,0.000010
KP0767_AC_WP10,WP10,WP,10/12,-2.2544651, 3.19451449,-0.46486078,-0.049549777,Clust2,Clust2,0.000010,0.975869,0.000010,0.024111
KP0769_AC_WP10,WP10,WP,10/12,20.8573868, 0.84405429, 1.06449435, 0.791664087,Clust1,Clust1,0.999970,0.000010,0.000010,0.000010
KP0771_AC_WP10,WP10,WP,10/12,-3.0940273, 2.90775209,-0.83433288, 0.112410346,Clust2,Clust2,0.000010,0.999970,0.000010,0.000010
KP0773_AC_WP10,WP10,WP,10/12,-2.8603731, 3.65769215, 0.21089541, 0.232450108,Clust2,Clust2,0.000010,0.955353,0.000010,0.044627
KP0777_AC_WP10,WP10,WP,10/12,-1.7936320, 2.20201088,-1.36899462, 0.483382537,Clust2,Clust2,0.000010,0.849888,0.000010,0.150092
KP0779_AC_WP10,WP10,WP,10/12,-2.2783470, 2.02435121,-0.04549078, 2.704527382,Clust2,Clust2,0.021502,0.847990,0.000010,0.130498
KP0787_AC_WP10,WP10,WP,10/12,-1.7601191, 2.08620641, 0.81333864,-0.376169223,Clust2,Clust2,0.000010,0.827357,0.000010,0.172623
KP0792_AC_WP10,WP10,WP,10/12,-2.3002886, 3.55577350, 0.20778757,-3.779253361,Clust2,Clust2,0.000010,0.908964,0.000010,0.091016
KP0793_AC_WP10,WP10,WP,10/12,-2.4129049, 2.58482175, 0.18072913, 0.474340022,Clust2,Clust2,0.000010,0.993794,0.000010,0.006186
KP0794_AC_WP10,WP10,WP,10/12,-3.6408804, 3.22240186,-0.14316813, 0.891494295,Clust2,Clust2,0.000010,0.874690,0.107164,0.018136
KP0797_AC_WP10,WP10,WP,10/12,-3.2415918, 3.21434595,-0.90265757,-2.842991450,Clust2,Clust2,0.000010,0.999970,0.000010,0.000010
KP0799_AC_WP10,WP10,WP,10/12,-2.3135288, 3.17512853,-1.49747544, 1.099658101,Clust2,Clust2,0.000010,0.920818,0.000010,0.079162
KP0802_AC_WP10,WP10,WP,10/12,-3.3729157, 3.34772059,-0.67658730, 0.548525931,Clust2,Clust2,0.000010,0.999968,0.000010,0.000012
KP0808_AC_WP10,WP10,WP,10/12,-2.5600861, 2.45390197, 0.44788880, 0.362353252,Clust2,Clust2,0.008133,0.991847,0.000010,0.000010
KP0811_AC_WP10,WP10,WP,10/12,-3.3929628, 3.62189392, 0.26812584, 2.446866214,Clust2,Clust2,0.000010,0.999970,0.000010,0.000010
KP0812_AC_WP10,WP10,WP,10/12,-3.2551428, 3.02389176,-1.63296413, 0.791977798,Clust2,Clust2,0.000010,0.950650,0.000010,0.049330
KP0815_AC_WP10,WP10,WP,10/12,-3.3342800, 2.76816513,-2.16248582,-3.298438511,Clust2,Clust2,0.000014,0.941811,0.000010,0.058165
KP0822_AC_WP10,WP10,WP,10/12,-2.7989467, 3.33689962, 0.17158039,-0.217685290,Clust2,Clust2,0.000010,0.999970,0.000010,0.000010
KP0823_AC_WP10,WP10,WP,10/12,-3.2667889, 2.46289238, 1.02930980,-0.279881562,Clust2,Clust2,0.000010,0.663686,0.142710,0.193594
KP0828_AC_WP10,WP10,WP,10/12,-1.5987483, 2.52848215,-0.30299304, 2.353712890,Clust2,Clust2,0.000010,0.884816,0.049694,0.065481
KP0830_AC_WP10,WP10,WP,10/12,-3.4800275, 2.33302748, 1.17941382, 1.207730568,Clust2,Clust2,0.003667,0.943440,0.000010,0.052884
KP0835_AC_WP10,WP10,WP,10/12,-2.2930471, 3.91993278,-1.67726469,-0.283265845,Clust2,Clust2,0.017698,0.982282,0.000010,0.000010
KP0837_AC_WP10,WP10,WP,10/12,-1.8772060,-3.54832205,-1.73432762, 1.572302292,Clust3,Clust2,0.000010,0.227133,0.568366,0.204491
KP0844_UN_NANA,WP10,WP,10/12,-3.1412719, 3.76042996, 1.02336454, 0.635447297,Clust2,Clust2,0.000010,0.987960,0.000010,0.012020
KP0857_AC_WP10,WP10,WP,10/12,-2.6910181, 3.17180039, 0.73178327, 1.949319772,Clust2,Clust2,0.000010,0.900939,0.099041,0.000010
KP0861_AC_WP10,WP10,WP,10/12,-2.8987610, 2.67784854, 0.57059234, 1.191699046,Clust2,Clust2,0.013977,0.847651,0.000010,0.138362
KP0866_AC_WP10,WP10,WP,10/12,-2.3072453, 1.95002926, 0.40935891,-0.222992519,Clust2,Clust2,0.000010,0.790160,0.000010,0.209820
KP0871_AC_WP10,WP10,WP,10/12,-2.6718951, 3.44213362, 0.24165896,-0.250398399,Clust2,Clust2,0.000010,0.999970,0.000010,0.000010
KP0879_AC_WP10,WP10,WP,10/12,-3.4048398, 2.78168746,-0.64926357,-0.274184313,Clust2,Clust2,0.000010,0.999970,0.000010,0.000010
KP0880_HU_WP10,WP10,WP,10/12,-3.0459882, 4.40057079,-0.01090768, 0.643372513,Clust2,Clust2,0.000010,0.999970,0.000010,0.000010
KP0881_AC_WP10,WP10,WP,10/12,-2.9255305, 1.67150266, 0.05863292,-0.156845955,Clust2,Clust2,0.011558,0.846578,0.000010,0.141854
KP0882_AC_WP10,WP10,WP,10/12,-2.0362428, 4.97219079, 0.00347286, 1.679510811,Clust2,Clust2,0.000010,0.999970,0.000010,0.000010
KP0883_AC_WP10,WP10,WP,10/12,-2.3437411, 3.91414859, 0.93811937,-0.060148566,Clust2,Clust2,0.000010,0.999970,0.000010,0.000010
KP0884_AC_WP10,WP10,WP,10/12,-3.0863738, 2.17999010, 1.34933597, 1.425447592,Clust2,Clust2,0.000010,0.984122,0.000010,0.015858
KP0887_AC_WP10,WP10,WP,10/12,-2.0202803, 3.00665364,-0.15591872,-0.388421125,Clust2,Clust2,0.000010,0.861834,0.121096,0.017060
KP0895_AC_WP10,WP10,WP,10/12,-3.1119446, 2.66676399,-0.82427554,-0.392175549,Clust2,Clust2,0.015049,0.984931,0.000010,0.000010
KP0897_AC_WP10,WP10,WP,10/12,-2.0078085, 2.50183815, 0.14945185, 0.265208849,Clust2,Clust2,0.000010,0.900746,0.000010,0.099234
KP0898_AC_WP10,WP10,WP,10/12,-3.3370559, 3.25401704,-0.69356332, 0.027701162,Clust2,Clust2,0.000010,0.911974,0.065184,0.022832
KP0909_AC_WP10,WP10,WP,10/12,-2.0586634, 2.54078031,-1.61168501, 0.450136994,Clust2,Clust2,0.000010,0.999970,0.000010,0.000010
KP0912_AC_WP10,WP10,WP,10/12,-2.6624232, 3.95670222,-0.38059257,-0.630070817,Clust2,Clust2,0.006148,0.954050,0.000010,0.039791
KP0913_AC_WP10,WP10,WP,10/12,-2.3119452, 2.45499321,-0.11334089, 2.250904314,Clust2,Clust2,0.000010,0.999970,0.000010,0.000010
KP0915_AC_WP10,WP10,WP,10/12,-2.8258664, 3.76987356,-0.39646783, 1.126370075,Clust2,Clust2,0.000010,0.999970,0.000010,0.000010
KP0916_AC_WP10,WP10,WP,10/12,-2.3775310, 2.73979819, 0.72769495, 0.986820821,Clust2,Clust2,0.017844,0.903446,0.000010,0.078699
KP0917_AC_WP10,WP10,WP,10/12,-3.2564356, 3.70252141,-0.92086737, 0.647741429,Clust2,Clust2,0.006606,0.916391,0.076993,0.000010
KP0918_AC_WP10,WP10,WP,10/12,-2.8108742, 3.10458787, 0.85257908, 0.388060154,Clust2,Clust2,0.000010,0.924661,0.000010,0.075319
KP0919_AC_WP10,WP10,WP,10/12,-2.8372723, 2.41054526,-0.85126447, 0.240183325,Clust2,Clust2,0.000010,0.926431,0.000010,0.073549
KP0926_AC_WP10,WP10,WP,10/12,-2.8498528, 4.11176273, 0.40386988, 1.772627348,Clust2,Clust2,0.000010,0.999970,0.000010,0.000010
KP0928_AC_WP10,WP10,WP,10/12,-2.8924837, 2.02308892,-0.83281212,-0.267665420,Clust2,Clust2,0.023482,0.876856,0.099652,0.000010
KP0930_AC_WP10,WP10,WP,10/12,-1.6915801, 2.56869913,-0.65802506,-3.287842200,Clust2,Clust2,0.000010,0.999970,0.000010,0.000010
KP0931_AC_WP10,WP10,WP,10/12,-2.6437390, 2.55390078, 1.74208197, 2.100630903,Clust2,Clust2,0.000010,0.893247,0.106733,0.000010
KP0932_AC_WP10,WP10,WP,10/12,-1.3167152, 2.14337872,-1.19207836,-3.648372825,Clust2,Clust2,0.000010,0.999970,0.000010,0.000010
KP0933_AC_WP10,WP10,WP,10/12,-2.4742414, 3.10751851,-0.88022053, 0.834407096,Clust2,Clust2,0.026296,0.929169,0.044525,0.000010
KP0934_AC_WP10,WP10,WP,10/12,-2.1510882, 3.60115969,-0.01403838, 2.100882479,Clust2,Clust2,0.000010,0.971784,0.000010,0.028196
KP0936_AC_WP10,WP10,WP,10/12,-2.7723650, 2.65881896, 0.31984124, 2.245490853,Clust2,Clust2,0.000010,0.893270,0.041463,0.065257
KP0937_AC_WP10,WP10,WP,10/12,-2.7626412, 2.78003773, 0.24764513,-0.440216057,Clust2,Clust2,0.012783,0.987197,0.000010,0.000010
KP0938_HU_WP10,WP10,WP,10/12,22.0392469, 0.31720752, 0.17112179, 2.084318176,Clust1,Clust1,0.999970,0.000010,0.000010,0.000010
KP0940_AC_WP10,WP10,WP,10/12,-3.4822309, 3.41603962,-0.43764785, 0.586371437,Clust2,Clust2,0.000010,0.874001,0.000010,0.125979
KP0942_AC_WP10,WP10,WP,10/12,-3.8144395, 3.84434050,-1.78856330,-2.030062043,Clust2,Clust2,0.000010,0.999970,0.000010,0.000010
KP0945_AC_WP10,WP10,WP,10/12,-2.6131097, 2.77273005, 1.08442459, 1.738737890,Clust2,Clust2,0.000010,0.999970,0.000010,0.000010
KP0947_AC_WP10,WP10,WP,10/12,-2.7310229, 3.14062181,-0.52322106,-2.440632076,Clust2,Clust2,0.000010,0.905159,0.000010,0.094821
KP0950_AC_WP05,WP05,WP,5,-2.3856804, 1.86521448,-0.13803932, 0.399988464,Clust2,Clust2,0.009425,0.942910,0.047655,0.000010
KP0953_AC_WP10,WP10,WP,10/12,-3.1564258, 4.91456285,-0.26900274, 0.182380639,Clust2,Clust2,0.000010,0.999970,0.000010,0.000010
KP0962_AC_WP05,WP05,WP,5,-3.0320268, 2.83268796,-1.68822085,-3.021461249,Clust2,Clust2,0.000010,0.999970,0.000010,0.000010
KP0965_AC_WP05,WP05,WP,5,-3.1984742, 2.58936433,-1.86816350, 0.578257327,Clust2,Clust2,0.000010,0.866003,0.105753,0.028234
KP0966_AC_WP05,WP05,WP,5,-2.2269902, 1.98407143,-1.55616225, 0.692254489,Clust2,Clust2,0.000010,0.787795,0.212185,0.000010
KP0967_HU_WP05,WP05,WP,5,-2.0337100, 2.01418162,-1.54258168, 1.029023158,Clust2,Clust2,0.000010,0.999970,0.000010,0.000010
KP0974_AC_WP05,WP05,WP,5,-1.7866459, 3.12603534,-0.95722346, 2.780431400,Clust2,Clust2,0.017102,0.916772,0.066116,0.000010
KP0977_AC_WP05,WP05,WP,5,-2.4084276, 2.54809416,-0.94028681,-3.279683187,Clust2,Clust2,0.000010,0.855619,0.002440,0.141931
KP0978_AC_WP05,WP05,WP,5,-2.9872016, 3.10529286,-0.71584910,-3.414890677,Clust2,Clust2,0.011804,0.808683,0.069136,0.110378
KP0981_AC_WP05,WP05,WP,5,-2.1381817, 2.30418303,-0.28808592, 0.865250277,Clust2,Clust2,0.000010,0.936259,0.061684,0.002048
KP0982_AC_WP05,WP05,WP,5,-2.3996322, 2.72554189,-0.16189725, 0.103291720,Clust2,Clust2,0.000010,0.797954,0.000010,0.202026
KP0992_AC_CA10,CA10,CA,10/12,-2.2914949,-3.57419110, 4.26044018,-2.795733883,Clust4,Clust2,0.000010,0.000010,0.000010,0.999970
KP0993_AC_CA10,CA10,CA,10/12,-1.8323011,-2.24692593, 2.37996342, 1.547724916,Clust4,Clust2,0.036131,0.048902,0.000010,0.914957
KP0999_AC_CA10,CA10,CA,10/12,-2.7023771,-3.62302666, 3.01626202,-0.184692858,Clust4,Clust2,0.004427,0.000010,0.000010,0.995553
KP1002_AC_WP10,WP10,WP,10/12,-2.4383140,-2.42487013, 1.03181841,-2.934283745,Clust4,Clust2,0.000010,0.102763,0.312182,0.585045
KP1009_AC_CA10,CA10,CA,10/12,-2.3173452,-3.52627402, 4.44937593, 0.152624571,Clust4,Clust2,0.000010,0.050658,0.000010,0.949322
KP1011_AC_CA10,CA10,CA,10/12,-1.9998517,-3.46512608, 5.62147416,-1.058915126,Clust4,Clust2,0.000010,0.001528,0.000010,0.998452
KP1012_AC_CA10,CA10,CA,10/12,-1.7733993,-3.10557116, 3.61622410, 1.580120108,Clust4,Clust2,0.000010,0.000010,0.116927,0.883053
KP1015_AC_CA10,CA10,CA,10/12,-2.1784934,-2.15394164, 4.20419057,-0.089156620,Clust4,Clust2,0.000010,0.022430,0.000010,0.977550
KP1019_AC_CA10,CA10,CA,10/12,-2.4617734,-2.88523127, 2.58311492, 0.011050115,Clust4,Clust2,0.000010,0.128256,0.226991,0.644743
KP1021_AC_CA10,CA10,CA,10/12,-2.7221899,-2.22621782, 4.23860202,-0.094398572,Clust4,Clust2,0.000010,0.079270,0.077606,0.843113
KP1022_AC_CA10,CA10,CA,10/12,-3.1252432,-2.61185281, 3.70747640, 0.252561985,Clust4,Clust2,0.000010,0.000010,0.000010,0.999970
KP1028_AC_CA10,CA10,CA,10/12,-2.1346641,-2.09503968, 4.32172113, 1.482229378,Clust4,Clust2,0.026451,0.081524,0.000010,0.892015
KP1029_AC_CA10,CA10,CA,10/12,-2.4360653,-2.13831152, 1.74042389, 0.059700320,Clust4,Clust2,0.024509,0.004994,0.000010,0.970487
KP1030_AC_CA10,CA10,CA,10/12,-3.4004842,-2.71037894, 4.22253245, 0.642848077,Clust4,Clust2,0.000010,0.000010,0.000010,0.999970
KP1032_AC_CA10,CA10,CA,10/12,-2.8210379,-2.25228437, 3.56169995, 1.120253804,Clust4,Clust2,0.000014,0.000010,0.000010,0.999966
KP1045_AC_CA10,CA10,CA,10/12,18.7826041, 0.03306876, 0.15299034,-0.104925710,Clust1,Clust1,0.999970,0.000010,0.000010,0.000010
KP1046_AC_CA10,CA10,CA,10/12,-2.5387109,-2.11248758, 4.43028959, 0.819302127,Clust4,Clust2,0.000010,0.000010,0.000010,0.999970
KP1047_AC_CA10,CA10,CA,10/12,-2.0048275,-2.63464985, 4.55017925,-0.341056352,Clust4,Clust2,0.000012,0.000010,0.000010,0.999968
KP1052_AC_CA10,CA10,CA,10/12,-1.9478176,-1.77874138, 3.77811702,-0.230084997,Clust4,Clust2,0.006740,0.052745,0.000010,0.940505
KP1053_AC_CA10,CA10,CA,10/12,-2.0350402,-2.04167440, 3.64357897,-2.523246597,Clust4,Clust2,0.010260,0.103600,0.000010,0.886130
KP1062_AC_CA20,CA20,CA,20,-2.4920480,-2.02767564, 1.69979471, 0.235596991,Clust4,Clust2,0.000010,0.000010,0.363938,0.636042
KP1066_AC_CA20,CA20,CA,20,-2.2835918,-1.23304409, 4.12992944, 1.628687929,Clust4,Clust2,0.000010,0.000010,0.173593,0.826387
KP1067_AC_CA20,CA20,CA,20,-2.3144170,-2.19012146, 2.75139640,-0.075855140,Clust4,Clust2,0.000010,0.061443,0.000010,0.938537
KP1069_AC_CA20,CA20,CA,20,-2.1595177,-1.48730888, 4.92051857, 2.073064222,Clust4,Clust2,0.000010,0.000010,0.000010,0.999970
KP1070_AC_CA20,CA20,CA,20,-2.0716255,-1.83150891, 4.72248990,-2.447493706,Clust4,Clust2,0.000010,0.077911,0.075552,0.846527
KP1076_AC_CA20,CA20,CA,20,-2.1948035,-1.81038698, 3.82973618,-0.545144599,Clust4,Clust2,0.025457,0.000010,0.000010,0.974523
KP1077_AC_CA20,CA20,CA,20,-2.4904433,-2.39989511, 3.82237627, 0.356771835,Clust4,Clust2,0.000010,0.000010,0.130277,0.869703
KP1081_AC_CA20,CA20,CA,20,-0.9958717,-2.81048303, 5.23086414, 0.314128858,Clust4,Clust2,0.000010,0.000010,0.000010,0.999970
KP1088_AC_CA20,CA20,CA,20,-1.9872503,-2.35626635, 4.08460599, 0.046548019,Clust4,Clust2,0.008561,0.016121,0.000010,0.975308
KP1089_AC_CA20,CA20,CA,20,-2.5822052,-2.75055520, 2.72914382, 0.892374703,Clust4,Clust2,0.000010,0.000028,0.000010,0.999952
KP1097_AC_CA20,CA20,CA,20,-2.6097622,-2.93501321, 4.47496788,-0.335111990,Clust4,Clust2,0.016548,0.000010,0.000010,0.983432
KP1104_AC_CA20,CA20,CA,20,-1.6644285,-1.32832636, 5.82615776, 0.767360483,Clust4,Clust2,0.000010,0.006850,0.000010,0.993130
KP1107_AC_CA20,CA20,CA,20,-2.4786422,-1.83678131, 4.28342945, 0.808892792,Clust4,Clust2,0.000010,0.125432,0.000010,0.874548
KP1115_AC_CA20,CA20,CA,20,-2.6068417,-2.04734197, 4.10420490, 0.210165302,Clust4,Clust2,0.013361,0.033336,0.000010,0.953293
KP1120_AC_CA20,CA20,CA,20,-2.9157667,-2.87939829, 3.71688546, 0.411023987,Clust4,Clust2,0.000010,0.123271,0.000010,0.876709
KP1121_AC_CA20,CA20,CA,20,20.7094885,-0.06129761, 0.18307599, 0.041667997,Clust1,Clust1,0.999970,0.000010,0.000010,0.000010
KP1125_AC_CA20,CA20,CA,20,-2.5462661,-3.61306702, 4.72568804, 0.407525747,Clust4,Clust2,0.000010,0.000010,0.000010,0.999970
KP1128_AC_CA20,CA20,CA,20,-2.1557122,-2.90162835, 6.24498583, 0.909109153,Clust4,Clust2,0.000010,0.000010,0.000010,0.999970
KP1132_AC_CA20,CA20,CA,20,19.5242814, 0.66174703, 0.48450672, 1.163615673,Clust1,Clust1,0.999961,0.000019,0.000010,0.000010
KP1134_AC_CA20,CA20,CA,20,-2.7389684,-2.73926251, 4.08180644,-4.135214554,Clust4,Clust2,0.000010,0.117924,0.000010,0.882056
KP1135_AC_CA20,CA20,CA,20,-1.6774837,-2.07200575, 3.98751938,-0.859522752,Clust4,Clust2,0.000010,0.000010,0.000010,0.999970
KP1137_AC_CA20,CA20,CA,20,-3.5099485,-2.13184365, 3.28534058, 0.342378752,Clust4,Clust2,0.000010,0.000010,0.000010,0.999970
KP1139_LM_CA20,CA20,CA,20,-3.1973570,-2.81622777, 3.48616888, 0.311813842,Clust4,Clust2,0.000010,0.037255,0.050188,0.912547
KP1140_AC_CA20,CA20,CA,20,-1.8268838,-2.99681042, 3.24861050,-0.301399468,Clust4,Clust2,0.000010,0.000010,0.000010,0.999970
KP1141_AC_CA20,CA20,CA,20,-1.2815866,-1.85205119, 3.18007805,-0.092745518,Clust4,Clust2,0.000010,0.125639,0.069205,0.805146
KP1143_AC_CA20,CA20,CA,20,-1.4260367,-1.90157675, 4.29385911,-3.319687029,Clust4,Clust2,0.000010,0.000010,0.101909,0.898071
KP1147_AC_CA20,CA20,CA,20,15.4185191, 0.36256486,-0.11749881,-0.430849181,Clust1,Clust1,0.983977,0.000010,0.000010,0.016003
KP1148_AC_CA20,CA20,CA,20,-2.5249486,-2.51240892, 5.53114740,-4.096453403,Clust4,Clust2,0.000010,0.000010,0.000010,0.999970
KP1149_AC_CA20,CA20,CA,20,-1.8593925,-2.61024262, 3.45528559, 0.271430166,Clust4,Clust2,0.020850,0.125617,0.006852,0.846681
KP1150_AC_CA20,CA20,CA,20,-3.1020520,-2.34053530, 5.63313079,-1.447077144,Clust4,Clust2,0.000010,0.000010,0.000010,0.999970
KP1151_AC_CA20,CA20,CA,20,-2.3395512,-1.80143968, 3.59997373,-0.631086045,Clust4,Clust2,0.000010,0.065974,0.000010,0.934006
KP1156_UN_CA20,CA20,CA,20,-2.7430967,-2.53937213, 4.99280966,-1.505527760,Clust4,Clust2,0.000010,0.000010,0.000010,0.999970
KX0743_AC_WP10,WP10,WP,10/12,-3.0727389, 2.33864000,-0.86420321,-2.585641843,Clust2,Clust2,0.000010,0.999970,0.000010,0.000010
