,Individual,Sample,Species,Site,Depth,x,y,z,Clusters
355,KP0296_AC_WP20,KP0296,AC,WP20,20,2.75766347578705,-47.495922717757,-19.9488862773975,AA2
360,KP0301_AC_WP20,KP0301,AC,WP20,20,2.62057734065954,-47.1949324648843,-20.2125463176297,AA2
363,KP0304_AC_WP20,KP0304,AC,WP20,20,2.37728688767132,-47.2402548817217,-20.1767288709067,AA2
364,KP0305_AC_WP20,KP0305,AC,WP20,20,0.425308813182752,-45.5895568863725,-19.2595066952034,AA2
373,KP0314_AC_WP20,KP0314,AC,WP20,20,2.65407847588206,-47.6412413157176,-20.1794426238483,AA2
376,KP0317_AC_WP20,KP0317,AC,WP20,20,3.26383534800916,-47.7710270058623,-20.3668093349482,AA2
382,KP0323_AC_WP20,KP0323,AC,WP20,20,9.69303391241621,-45.9889553744388,-19.179863418281,AA2
385,KP0326_AC_WP20,KP0326,AC,WP20,20,9.49813626714145,-45.2749695233057,-19.2368169839882,AA2
388,KP0329_AC_WP20,KP0329,AC,WP20,20,9.17835085264887,-45.2395086501785,-19.6582406453676,AA2
391,KP0332_AC_WP20,KP0332,AC,WP20,20,8.83522219464736,-46.0630653320407,-19.8127660155255,AA2
394,KP0335_AC_WP20,KP0335,AC,WP20,20,8.60512326908056,-45.6794768598161,-19.5044730684082,AA2
399,KP0340_AC_WP20,KP0340,AC,WP20,20,8.35742074160797,-46.079441665966,-19.8057822647098,AA2
405,KP0346_AC_WP20,KP0346,AC,WP20,20,7.92508379276891,-46.3843046954788,-20.1513417845313,AA2
413,KP0354_AC_WP20,KP0354,AC,WP20,20,6.80139567119771,-46.685036325381,-20.0198459073953,AA2
414,KP0355_AC_WP20,KP0355,AC,WP20,20,6.885676754427,-45.7992125376323,-19.9623491881346,AA2
419,KP0360_AC_WP20,KP0360,AC,WP20,20,6.04432686374185,-45.9524328465356,-19.6055668109279,AA2
424,KP0365_AC_WP20,KP0365,AC,WP20,20,5.85686963017149,-46.285130488201,-19.3692131989215,AA2
427,KP0368_AC_WP20,KP0368,AC,WP20,20,6.08520236351916,-46.625996530853,-19.4193210645841,AA2
431,KP0372_AC_WP20,KP0372,AC,WP20,20,5.56679649590376,-45.9443022917988,-19.6303008047592,AA2
433,KP0374_AC_WP20,KP0374,AC,WP20,20,7.28660285445732,-47.8566490956702,-20.1415426950269,AA2
442,KP0383_AC_WP20,KP0383,AC,WP20,20,9.13824338236422,-47.7510368390968,-20.2380528886991,AA2
464,KP0405_AC_WP20,KP0405,AC,WP20,20,12.8814539236605,-46.3622804955681,-20.4735602128982,AA2
604,KP0407_AC_CA05,KP0407,AC,CA05,05,17828,3.68070218445822,-4.92611450055974,AA2
605,KP0408_AC_CA05,KP0408,AC,CA05,05,17829.6223530842,0.676375275240102,-5.02348728717768,AA2
606,KP0409_AC_CA05,KP0409,AC,CA05,05,17836.8806755874,1.86495828197124,-4.90689311531003,AA2
619,KP0424_AC_CA05,KP0424,AC,CA05,05,17838.5483654991,1.6913385654386,-4.99388272252852,AA2
635,KP0441_AC_CA05,KP0441,AC,CA05,05,17846.4687933703,0.00432881524604123,-4.97233160880588,AA2
465,KP0450_AC_WP20,KP0450,AC,WP20,20,12.7752787662342,-46.5740010336407,-20.291335933302,AA2
469,KP0454_AC_WP20,KP0454,AC,WP20,20,11.8830024852612,-45.7207709775447,-20.3823812076612,AA2
472,KP0457_AC_WP20,KP0457,AC,WP20,20,11.1457925145484,-46.1576718754747,-20.5537972696165,AA2
477,KP0462_AC_WP20,KP0462,AC,WP20,20,10.1309810351897,-45.9439545456163,-19.7932104562152,AA2
479,KP0464_AC_WP20,KP0464,AC,WP20,20,9.91212277412611,-45.7168216572422,-19.6040477758767,AA2
483,KP0468_AC_WP20,KP0468,AC,WP20,20,10.8880955060351,-46.3872353972062,-19.8538908905294,AA2
485,KP0470_AC_WP20,KP0470,AC,WP20,20,11.2113460388785,-47.2417720101227,-20.0316438276398,AA2
486,KP0471_AC_WP20,KP0471,AC,WP20,20,11.427833223882,-47.4465270242936,-20.2535650053586,AA2
492,KP0477_AC_WP20,KP0477,AC,WP20,20,14.3654547399131,-47.8305032713496,-20.1881971266281,AA2
494,KP0479_AC_WP20,KP0479,AC,WP20,20,14.6921104862008,-48.2064363697377,-20.2194338551697,AA2
496,KP0481_AC_WP20,KP0481,AC,WP20,20,15.0148004123179,-48.1000400452901,-20.5157424910668,AA2
499,KP0484_AC_WP20,KP0484,AC,WP20,20,15.6044188430132,-47.5406238129602,-20.176349358684,AA2
500,KP0485_AC_WP20,KP0485,AC,WP20,20,19.7331112140244,-46.9941068373821,-19.6538950450175,AA2
502,KP0487_AC_WP20,KP0487,AC,WP20,20,19.5191928957426,-46.7565948205629,-19.8316135870251,AA2
504,KP0489_AC_WP20,KP0489,AC,WP20,20,19.0674741795021,-46.9189352297953,-19.9404616858059,AA2
505,KP0490_AC_WP20,KP0490,AC,WP20,20,18.7541554473494,-46.9324808372334,-20.0247553874803,AA2
506,KP0491_AC_WP20,KP0491,AC,WP20,20,18.7805748776918,-46.791173703424,-20.1033026924701,AA2
509,KP0494_AC_WP20,KP0494,AC,WP20,20,18.9871191440683,-46.540667734766,-20.3012947661903,AA2
517,KP0505_AC_WP20,KP0505,AC,WP20,20,18.3363402742547,-46.25725240233,-20.1381986295942,AA2
520,KP0508_AC_WP20,KP0508,AC,WP20,20,18.1511559455174,-46.7550908586095,-20.1736621624005,AA2
524,KP0512_AC_WP20,KP0512,AC,WP20,20,17.5071877982509,-46.9703198037554,-19.7210364728828,AA2
528,KP0516_AC_WP20,KP0516,AC,WP20,20,17.4955535472086,-46.8098752710029,-19.9548366741812,AA2
533,KP0521_AC_WP20,KP0521,AC,WP20,20,17.7226366080656,-46.2104345059379,-19.9626057986283,AA2
535,KP0523_AC_WP20,KP0523,AC,WP20,20,17.1687565949867,-46.1123292929084,-20.0415934104576,AA2
542,KP0530_AC_WP20,KP0530,AC,WP20,20,17.0205917796008,-46.8168940612774,-19.7977719631353,AA2
544,KP0532_AC_WP20,KP0532,AC,WP20,20,16.7654967490618,-46.3578509645393,-19.748693940593,AA2
545,KP0533_AC_WP20,KP0533,AC,WP20,20,16.3018896049444,-46.5476416177023,-19.652794708532,AA2
547,KP0535_AC_WP20,KP0535,AC,WP20,20,16.1587445205055,-46.4542856038327,-19.7444593749435,AA2
548,KP0536_AC_WP20,KP0536,AC,WP20,20,16.6911662182045,-46.2084042073167,-20.00109517469,AA2
549,KP0537_AC_WP20,KP0537,AC,WP20,20,16.5405630442237,-46.262879144846,-19.9869260061697,AA2
557,KP0545_AC_WP20,KP0545,AC,WP20,20,16.1301693887849,-47.6411142071333,-19.811724044303,AA2
558,KP0546_AC_WP20,KP0546,AC,WP20,20,16.1894760174965,-47.7463429419532,-19.5656590696798,AA2
567,KP0554_AC_WP20,KP0554,AC,WP20,20,17.6212222380734,-48.2901292862154,-19.9297411001267,AA2
581,KP0568_AC_WP20,KP0568,AC,WP20,20,23.4534261939754,-46.0435667198352,-19.8806165781445,AA2
584,KP0571_AC_WP20,KP0571,AC,WP20,20,22.7529694270643,-45.5802117295096,-19.8124126256354,AA2
585,KP0572_AC_WP20,KP0572,AC,WP20,20,22.4675496896337,-46.3476797630136,-20.2796837069481,AA2
592,KP0579_AC_WP20,KP0579,AC,WP20,20,20.0093245328312,-46.6631643701439,-20.3967592489084,AA2
13,KP0625_AC_SB20,KP0625,AC,SB20,20,31510.5966232317,-44.8177907051043,-19.732851654995,AA2
14,KP0626_AC_SB20,KP0626,AC,SB20,20,31510.021413713,-43.2900010900822,-19.6452755625441,AA2
24,KP0636_AC_SB20,KP0636,AC,SB20,20,31518.7271650686,-41.3817061372218,-19.8235408374771,AA2
26,KP0638_AC_SB20,KP0638,AC,SB20,20,31518.4158304928,-41.3062897682205,-20.1043192937864,AA2
28,KP0640_AC_SB20,KP0640,AC,SB20,20,31518.6238038574,-41.0295381043684,-20.295971636949,AA2
31,KP0643_AC_SB20,KP0643,AC,SB20,20,31517.1019714615,-43.6408646732013,-20.1655451473629,AA2
33,KP0645_AC_SB20,KP0645,AC,SB20,20,31515.6167662826,-43.4483173225498,-19.7311189201105,AA2
34,KP0646_AC_SB20,KP0646,AC,SB20,20,31517.8428906665,-41.7788578367447,-20.0604893561319,AA2
35,KP0647_AC_SB20,KP0647,AC,SB20,20,31515.2812947623,-44.1877789375503,-19.7041747386694,AA2
36,KP0648_AC_SB20,KP0648,AC,SB20,20,31517.6805207577,-41.752854550974,-20.1658268886854,AA2
37,KP0649_AC_SB20,KP0649,AC,SB20,20,31514.7599216928,-43.7530096247612,-19.9688992193252,AA2
40,KP0652_AC_SB20,KP0652,AC,SB20,20,31516.2486687117,-42.1662833531719,-19.9962857212554,AA2
42,KP0654_AC_SB20,KP0654,AC,SB20,20,31516.007691399,-42.4415507655732,-19.9080011921599,AA2
48,KP0660_AC_SB20,KP0660,AC,SB20,20,31516.1398699971,-41.7621267869752,-20.1352809475929,AA2
49,KP0661_AC_SB20,KP0661,AC,SB20,20,31522.3901561007,-41.3876268034148,-20.3257072117473,AA2
50,KP0662_AC_SB20,KP0662,AC,SB20,20,31515.0497105841,-41.916474979015,-19.4538342391538,AA2
53,KP0665_AC_SB20,KP0665,AC,SB20,20,31521.5604506106,-40.9359703152249,-19.9503669733647,AA2
55,KP0667_AC_SB20,KP0667,AC,SB20,20,31521.4120990811,-41.2410894274324,-19.9116157397811,AA2
56,KP0668_AC_SB20,KP0668,AC,SB20,20,31514.2474906693,-43.0402995547515,-20.0176422444952,AA2
57,KP0669_AC_SB20,KP0669,AC,SB20,20,31521.3184448412,-41.1495345160403,-19.8920894915974,AA2
65,KP0679_AC_SB20,KP0679,AC,SB20,20,31526.097475472,-37.9216667873518,-19.9220207222944,AA2
72,KP0686_AC_SB20,KP0686,AC,SB20,20,31519.7951461203,-40.0004013855604,-19.9861369604237,AA2
74,KP0688_AC_SB20,KP0688,AC,SB20,20,31519.7947897593,-40.759497045737,-19.8586482627836,AA2
77,KP0691_AC_SB20,KP0691,AC,SB20,20,31525.4045930299,-39.0786182971038,-19.8589937131927,AA2
84,KP0698_AC_SB20,KP0698,AC,SB20,20,31519.7188218896,-41.4258544962934,-19.9523781115575,AA2
88,KP0703_AC_SB20,KP0703,AC,SB20,20,31524.6155028506,-38.8860776964392,-20.21741849184,AA2
89,KP0704_AC_SB20,KP0704,AC,SB20,20,31527.0729607858,-39.2427863558747,-20.0353765235851,AA2
93,KP0708_AC_SB20,KP0708,AC,SB20,20,31526.6512106538,-39.4890062193947,-20.0642951537374,AA2
96,KP0711_AC_SB20,KP0711,AC,SB20,20,31523.8466231788,-38.4976626997118,-19.9754857045641,AA2
97,KP0712_AC_SB20,KP0712,AC,SB20,20,31525.8641493909,-39.3859157577761,-20.0295715904017,AA2
98,KP0714_AC_SB20,KP0714,AC,SB20,20,31525.6062888942,-40.1948399619619,-20.1261184079178,AA2
101,KP0717_AC_SB20,KP0717,AC,SB20,20,31532.9644185726,-37.6470562321957,-19.4034867542525,AA2
104,KP0720_AC_SB20,KP0720,AC,SB20,20,31532.8414060483,-36.9335241215891,-19.5833088761566,AA2
108,KP0724_AC_SB20,KP0724,AC,SB20,20,31531.9374032378,-37.1026133658078,-19.8421651490736,AA2
111,KP0727_AC_SB20,KP0727,AC,SB20,20,31531.5531489998,-38.6534629346749,-19.8215010696951,AA2
114,KP0730_AC_SB20,KP0730,AC,SB20,20,31531.675296816,-37.6569605795294,-19.9343180820253,AA2
118,KP0734_AC_SB20,KP0734,AC,SB20,20,31530.8674578975,-37.3373387237624,-19.6188783450439,AA2
232,KP0742_AC_WP10,KP0742,AC,WP10,10,5.0747331774554,-28.3059200557495,-10.398516971997,AA2
236,KP0746_AC_WP10,KP0746,AC,WP10,10,4.96287156265344,-27.716838638443,-10.6887538923619,AA2
238,KP0748_AC_WP10,KP0748,AC,WP10,10,3.67943419348146,-28.2681027964011,-10.4206540862708,AA2
241,KP0751_AC_WP10,KP0751,AC,WP10,10,4.5908449111052,-29.4911007006976,-10.7196738750321,AA2
243,KP0753_AC_WP10,KP0753,AC,WP10,10,3.48202383154435,-29.8557894745244,-10.9114267894058,AA2
247,KP0757_AC_WP10,KP0757,AC,WP10,10,2.60343722119311,-30,-9.95535119708641,AA2
248,KP0758_AC_WP10,KP0758,AC,WP10,10,1.71630939980194,-27.5630621854961,-10.0132497289107,AA2
250,KP0760_AC_WP10,KP0760,AC,WP10,10,1.456369768255,-27.5997755674896,-9.76020580150762,AA2
257,KP0767_AC_WP10,KP0767,AC,WP10,10,0.866780522761896,-28.1467520175941,-9.43785488284962,AA2
261,KP0771_AC_WP10,KP0771,AC,WP10,10,0.463082630455279,-28.1593513277149,-9.71655645785491,AA2
263,KP0773_AC_WP10,KP0773,AC,WP10,10,0,-28.4618839018615,-9.9547778565205,AA2
266,KP0777_AC_WP10,KP0777,AC,WP10,10,2.04240055045394,-29.2490117093305,-10.4810278159696,AA2
268,KP0779_AC_WP10,KP0779,AC,WP10,10,1.74389083607185,-29.4644901494363,-10.5929043906299,AA2
276,KP0787_AC_WP10,KP0787,AC,WP10,10,11.1395809539724,-27.5907292539588,-9.95046088415845,AA2
281,KP0792_AC_WP10,KP0792,AC,WP10,10,10.0805203453732,-26.7885756762953,-9.71026228808496,AA2
282,KP0793_AC_WP10,KP0793,AC,WP10,10,10.6626166808808,-28.0740593799687,-10.343643085912,AA2
283,KP0794_AC_WP10,KP0794,AC,WP10,10,10.1011178867941,-27.1886128997833,-9.82846718197005,AA2
286,KP0797_AC_WP10,KP0797,AC,WP10,10,10.3853140083446,-28.1013315141233,-10.3568998234455,AA2
288,KP0799_AC_WP10,KP0799,AC,WP10,10,10.2623763931385,-27.968119503735,-10.0435920189691,AA2
292,KP0802_AC_WP10,KP0802,AC,WP10,10,9.82155565891523,-27.5252804818561,-9.92310995878672,AA2
298,KP0808_AC_WP10,KP0808,AC,WP10,10,9.5306340353723,-27.1607596517808,-9.93549605060683,AA2
301,KP0811_AC_WP10,KP0811,AC,WP10,10,9.37512434573274,-27.9735608051123,-10.1165597583423,AA2
302,KP0812_AC_WP10,KP0812,AC,WP10,10,9.24648047557281,-27.6979672997451,-10.0705404502657,AA2
305,KP0815_AC_WP10,KP0815,AC,WP10,10,9.46943178206881,-28.6775108436057,-10.3728894148553,AA2
311,KP0823_AC_WP10,KP0823,AC,WP10,10,15.436493572591,-27.633925577017,-9.98305541399296,AA2
318,KP0835_AC_WP10,KP0835,AC,WP10,10,14.9888361120958,-28.3597682659523,-10.4031481122984,AA2
319,KP0837_AC_WP10,KP0837,AC,WP10,10,14.4776274201592,-28.6069709541952,-9.96296685933981,AA2
328,KP0857_AC_WP10,KP0857,AC,WP10,10,13.1305267261521,-27.7179661660494,-10.021238525039,AA2
330,KP0861_AC_WP10,KP0861,AC,WP10,10,12.8388434208105,-28.0478181874906,-9.98622822487462,AA2
332,KP0879_AC_WP10,KP0879,AC,WP10,10,20.596405325979,-27.1008358666367,-10.0971340238752,AA2
333,KP0881_AC_WP10,KP0881,AC,WP10,10,20.0210025685331,-27.1293818007569,-10.0656861693762,AA2
334,KP0883_AC_WP10,KP0883,AC,WP10,10,19.8149470192708,-26.9659336315174,-9.8224993061751,AA2
336,KP0887_AC_WP10,KP0887,AC,WP10,10,19.4020420692655,-26.9078266882736,-9.99200043091156,AA2
340,KP0895_AC_WP10,KP0895,AC,WP10,10,17.9365409930173,-27.5467018411861,-9.73755666988258,AA2
341,KP0897_AC_WP10,KP0897,AC,WP10,10,17.9984355106834,-27.1207377935317,-9.3768600723514,AA2
191,KP0950_AC_WP05,KP0950,AC,WP05,05,1.65262424301993,0.462670610585408,-4.92712602750216,AA2
201,KP0962_AC_WP05,KP0962,AC,WP05,05,0.342478154720119,0.947639943441208,-4.86585004397219,AA2
204,KP0965_AC_WP05,KP0965,AC,WP05,05,1.49629303124057,0.166902307357514,-4.86675573061743,AA2
213,KP0974_AC_WP05,KP0974,AC,WP05,05,9.31723256366048,2.63289532225671,-4.94999717483489,AA2
216,KP0977_AC_WP05,KP0977,AC,WP05,05,9.05173865897491,2.90087349181796,-5.11705613680776,AA2
217,KP0978_AC_WP05,KP0978,AC,WP05,05,12.1045385018251,1.71534926198632,-5.39330047312017,AA2
220,KP0981_AC_WP05,KP0981,AC,WP05,05,15.7934118952198,3.46087743651954,-5.07237691176433,AA2
221,KP0982_AC_WP05,KP0982,AC,WP05,05,16.4095520691252,3.22301001016752,-5.13023397875901,AA2
638,KP0992_AC_CA10,KP0992,AC,CA10,10,17828.7796798529,-26.6479530068655,-10.0280640130305,AA2
671,KP0993_AC_CA10,KP0993,AC,CA10,10,17828.1753496008,-27.569689063928,-10.3313009152744,AA2
674,KP0999_AC_CA10,KP0999,AC,CA10,10,17834.2143493947,-28.8316389383111,-10.1448327911937,AA2
679,KP1009_AC_CA10,KP1009,AC,CA10,10,17832.9631454686,-28.6948965137361,-9.81802379058715,AA2
680,KP1011_AC_CA10,KP1011,AC,CA10,10,17831.5795016526,-28.0770341005312,-9.98811129176569,AA2
648,KP1012_AC_CA10,KP1012,AC,CA10,10,17837.3809746822,-27.2063803166329,-9.88283096612968,AA2
682,KP1015_AC_CA10,KP1015,AC,CA10,10,17831.2739416287,-27.6901552416744,-10.0591709887152,AA2
684,KP1019_AC_CA10,KP1019,AC,CA10,10,17838.4212606052,-29.371073541881,-10.2490722285947,AA2
685,KP1021_AC_CA10,KP1021,AC,CA10,10,17835.4555792996,-27.9579106871453,-9.95193156223861,AA2
653,KP1022_AC_CA10,KP1022,AC,CA10,10,17836.8904125712,-27.0140495646124,-10.2340772840727,AA2
656,KP1028_AC_CA10,KP1028,AC,CA10,10,17845.9468514033,-28.165653118525,-10.1138788662566,AA2
689,KP1029_AC_CA10,KP1029,AC,CA10,10,17843.1198093408,-28.9476449663724,-10.1880472569081,AA2
657,KP1030_AC_CA10,KP1030,AC,CA10,10,17845.5778696446,-28.3877796349585,-10.1107393811904,AA2
658,KP1032_AC_CA10,KP1032,AC,CA10,10,17842.9114522281,-27.8880777184967,-10.0882227433883,AA2
665,KP1046_AC_CA10,KP1046,AC,CA10,10,17847.9828797314,-28.1608294333134,-9.95523812656511,AA2
698,KP1047_AC_CA10,KP1047,AC,CA10,10,17848.6666137737,-28.9736257200307,-9.9835474038155,AA2
668,KP1052_AC_CA10,KP1052,AC,CA10,10,17846.4718105793,-28.3316331506284,-10.0545708897635,AA2
701,KP1053_AC_CA10,KP1053,AC,CA10,10,17847.3572129736,-29.8732697175182,-10.045158119431,AA2
713,KP1062_AC_CA20,KP1062,AC,CA20,20,17833.3282800693,-44.6923662753841,-20.0432471184086,AA2
712,KP1066_AC_CA20,KP1066,AC,CA20,20,17832.0158084535,-45.0941040047058,-20.2039551131874,AA2
709,KP1067_AC_CA20,KP1067,AC,CA20,20,17833.7736546759,-46.0804766387402,-20.4685348308852,AA2
736,KP1069_AC_CA20,KP1069,AC,CA20,20,17832.8919484269,-45.6384343672956,-20.1272300458411,AA2
715,KP1070_AC_CA20,KP1070,AC,CA20,20,17831.6209269478,-44.9905346733967,-20.0358667046596,AA2
800,KP1076_AC_CA20,KP1076,AC,CA20,20,17831.1661180959,-44.6778394923094,-20.3880514579947,AA2
740,KP1077_AC_CA20,KP1077,AC,CA20,20,17832.2127667407,-45.4918576603442,-19.9498096126884,AA2
807,KP1081_AC_CA20,KP1081,AC,CA20,20,17831.7341708991,-46.0068459063696,-20.5372212287076,AA2
716,KP1088_AC_CA20,KP1088,AC,CA20,20,17835.3765411017,-45.1494202825867,-19.0440051918411,AA2
744,KP1089_AC_CA20,KP1089,AC,CA20,20,17830.581010409,-47.155,-19.8004628796766,AA2
811,KP1097_AC_CA20,KP1097,AC,CA20,20,17828.0667262982,-45.3864926249113,-20.0047646553524,AA2
723,KP1104_AC_CA20,KP1104,AC,CA20,20,17840.0210224193,-45.4594021848345,-19.6616425252815,AA2
748,KP1107_AC_CA20,KP1107,AC,CA20,20,17836.6087932728,-44.3428275302254,-19.7653766191199,AA2
751,KP1115_AC_CA20,KP1115,AC,CA20,20,17834.4829204733,-44.8481222846865,-19.9935056094107,AA2
731,KP1120_AC_CA20,KP1120,AC,CA20,20,17844.8121040329,-45.2341176756599,-19.7896369757031,AA2
756,KP1125_AC_CA20,KP1125,AC,CA20,20,17840.1210254165,-44.9088108404393,-19.6921677732827,AA2
776,KP1128_AC_CA20,KP1128,AC,CA20,20,17853.9060345739,-42.6354531826587,-19.9363197821619,AA2
767,KP1134_AC_CA20,KP1134,AC,CA20,20,17852.409370457,-43.8260448820123,-20.5606516614802,AA2
761,KP1135_AC_CA20,KP1135,AC,CA20,20,17846.3541260361,-44.1072904606374,-19.5474741600817,AA2
