Individual,Species,Population,Loc,Site,Depth,PC1,PC2,PC3,PC4,PC5,PC6,Clusters,Taxa,taxaQ.Clust1,taxaQ.Clust2,taxaQ.Clust3,Q.Clust1,Q.Clust2,Q.Clust3,Q.Clust4
KP0551_LM_WP20,AL,LM_WP20,WP,WP20,20,-11.15652824,-2.0178174,-8.031939e-02, 0.1885224750,-1.286276e+00, 2.763295e-02,Clust4,Clust2,0.000010,0.999980,0.000010,0.000010,0.000010,0.000010,0.999970
KP0552_AC_WP20,AA,AC_WP20,WP,WP20,20,  0.33079348, 8.4377147,-9.331123e-02, 1.7006304509, 3.745413e-02,-4.605476e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0554_AC_WP20,AA,AC_WP20,WP,WP20,20,  3.33777959,-2.4148147,-3.050733e-01, 0.0592207213, 8.348720e-02,-1.085138e+00,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0558_LM_WP20,AL,LM_WP20,WP,WP20,20,-11.22107262,-2.0358933,-9.896971e-02, 0.1482398491,-1.093626e+00, 7.818488e-02,Clust4,Clust2,0.000010,0.999980,0.000010,0.000010,0.000010,0.000010,0.999970
KP0559_AC_WP20,AA,AC_WP20,WP,WP20,20,  2.52951356,-1.6469767, 3.087707e+00, 0.1368401273, 5.902832e-03,-1.805937e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0563_AC_WP20,AA,AC_WP20,WP,WP20,20,  3.34093087,-2.3106826, 3.617803e+00, 0.1798991006,-3.561712e-02, 6.038733e-02,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0568_AC_WP20,AA,AC_WP20,WP,WP20,20,  3.36563530,-2.3182530,-1.229058e-01, 0.0216875958,-2.050391e-02,-8.333131e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0569_AC_WP20,AA,AC_WP20,WP,WP20,20,  3.26523718,-2.0423814, 3.905733e+00, 0.0912199264, 4.323790e-02,-1.637632e-01,Clust1,Clust1,0.995404,0.000010,0.004586,0.995404,0.000010,0.004574,0.000012
KP0570_LM_WP20,AL,LM_WP20,WP,WP20,20,-11.31032612,-2.1710876,-3.672321e-02, 0.1492618301,-1.436223e+00, 1.770549e-02,Clust4,Clust2,0.000010,0.999980,0.000010,0.000010,0.000010,0.000010,0.999970
KP0571_AC_WP20,AA,AC_WP20,WP,WP20,20,  3.40304612,-2.3965078,-8.184161e-01,-0.0291275487, 2.087504e-02,-7.892375e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0572_AC_WP20,AA,AC_WP20,WP,WP20,20,  3.48156841,-2.4390857,-4.547421e-01,-0.0094062656, 5.170017e-02,-8.589411e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0575_AC_WP20,AA,AC_WP20,WP,WP20,20,  3.34031748,-2.0659046, 3.488183e+00, 0.1141107816,-7.876459e-02,-2.920637e-03,Clust1,Clust1,0.999977,0.000010,0.000013,0.999970,0.000010,0.000010,0.000010
KP0576_AC_WP20,AA,AC_WP20,WP,WP20,20,  3.33182562,-2.1258890, 3.566751e+00, 0.1345979844,-6.933126e-02, 1.004053e-02,Clust1,Clust1,0.999978,0.000010,0.000012,0.999965,0.000010,0.000010,0.000015
KP0579_AC_WP20,AA,AC_WP20,WP,WP20,20,  2.56919520,-2.0349031,-4.807457e-01, 0.0722166325,-4.776440e-02,-7.114197e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0581_AC_WP20,AA,AC_WP20,WP,WP20,20,  3.27222096,-2.1138762, 3.947878e+00, 0.1802408749,-8.311108e-02, 2.736456e-01,Clust1,Clust1,0.999977,0.000010,0.000013,0.999970,0.000010,0.000010,0.000010
KP0582_AC_WP20,AA,AC_WP20,WP,WP20,20,  0.30041125, 8.5247878,-8.429372e-02, 0.6469548297, 7.448180e-03,-8.128893e-03,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0584_AC_WP20,AA,AC_WP20,WP,WP20,20,  3.17905275,-2.1268178, 3.652392e+00, 0.1572936933,-6.195044e-02, 1.042750e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0585_LM_WP20,AL,LM_WP20,WP,WP20,20,-10.90668106,-2.4923300, 1.073203e-02, 0.0446656581,-1.110307e+00, 7.875540e-03,Clust4,Clust2,0.017883,0.982107,0.000010,0.006773,0.081596,0.000010,0.911621
KP0588_LM_WP20,AL,LM_WP20,WP,WP20,20,-11.21333430,-1.9934332, 1.984829e-02,-0.2590064920, 1.817189e+00,-1.082972e-02,Clust2,Clust2,0.000010,0.999980,0.000010,0.000010,0.993284,0.000010,0.006696
KP0590_AC_WP20,AA,AC_WP20,WP,WP20,20,  3.31707111,-2.0945221, 4.002242e+00, 0.1396449910, 4.114100e-03,-8.938053e-02,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0593_AC_SB20,AA,AC_SB20,SB,SB20,20,  2.73351306,-2.1526661,-1.802934e-01, 0.0303120170,-6.942653e-02, 5.659522e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0596_AC_SB20,AA,AC_SB20,SB,SB20,20,  3.29738661,-2.3637309,-1.856370e-01, 0.0389262409,-2.786457e-02, 1.295308e+00,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0599_LM_SB20,AL,LM_SB20,SB,SB20,20,-11.43772076,-2.1329401,-6.750520e-02, 0.1402488410,-8.460388e-01,-1.594764e-02,Clust4,Clust2,0.000010,0.999980,0.000010,0.000010,0.000010,0.000010,0.999970
KP0600_AC_SB20,AA,AC_SB20,SB,SB20,20,  3.39233248,-2.3739599,-2.488124e-01, 0.0262169601,-1.704602e-02, 1.827270e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0604_AC_SB20,AA,AC_SB20,SB,SB20,20,  3.55675107,-2.4459048,-4.495554e-01,-0.0023376261,-3.206787e-04, 2.064711e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0605_AC_SB20,AL,AC_SB20,SB,SB20,20,-11.30721581,-1.9470974,-2.945147e-02, 0.0621556234,-1.029409e+00, 4.029436e-03,Clust4,Clust2,0.000010,0.999980,0.000010,0.000010,0.000010,0.000010,0.999970
KP0607_AC_SB20,AA,AC_SB20,SB,SB20,20,  3.19210848,-2.0681691, 3.403684e+00, 0.1222927921, 9.826257e-03, 2.558901e-01,Clust1,Clust1,0.995191,0.000010,0.004799,0.995181,0.000010,0.004799,0.000010
KP0608_AC_SB20,AA,AC_SB20,SB,SB20,20,  3.47628159,-2.4257674,-3.734412e-01, 0.0145150969, 1.264252e-02,-5.375620e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0609_AC_SB20,AL,AC_SB20,SB,SB20,20,-10.97557385,-1.9644682,-6.995238e-02, 0.0858151593,-1.252925e+00, 3.264231e-02,Clust4,Clust2,0.000010,0.999980,0.000010,0.000010,0.000010,0.000010,0.999970
KP0611_LM_SB20,AA,LM_SB20,SB,SB20,20,  3.05774999,-2.3558957,-3.018051e-01,-0.0165279522, 3.096216e-02, 1.242263e+00,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0613_LM_SB20,AL,LM_SB20,SB,SB20,20,-11.35300986,-2.0047805,-9.994109e-05, 0.0582940316,-1.085173e+00, 3.515871e-02,Clust4,Clust2,0.000010,0.999980,0.000010,0.000010,0.000010,0.000010,0.999970
KP0614_LM_SB20,AL,LM_SB20,SB,SB20,20,-11.14533597,-2.0186729, 1.218860e-01, 0.0564197870,-8.540150e-01, 2.412640e-02,Clust4,Clust2,0.000010,0.999980,0.000010,0.000010,0.018385,0.000010,0.981595
KP0616_LM_SB20,AL,LM_SB20,SB,SB20,20,-10.81718528,-1.9071920,-8.468388e-03,-0.0335463625,-9.891976e-01,-3.473010e-02,Clust4,Clust2,0.000010,0.999975,0.000015,0.000010,0.029336,0.000010,0.970644
KP0617_LM_SB20,AL,LM_SB20,SB,SB20,20,-11.50265718,-2.1411307, 9.522351e-03, 0.0914677498,-1.231730e+00,-2.740531e-02,Clust4,Clust2,0.000010,0.999980,0.000010,0.000010,0.039993,0.000010,0.959987
KP0618_LM_SB20,AL,LM_SB20,SB,SB20,20,-11.26299627,-2.1126875, 5.366583e-02,-0.1318110048, 2.501360e+00,-8.016773e-02,Clust2,Clust2,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010
KP0620_LM_SB20,AL,LM_SB20,SB,SB20,20,-11.26132609,-2.0097925,-1.235761e-01, 0.1715143832,-1.221724e+00, 7.412991e-02,Clust4,Clust2,0.000010,0.999975,0.000015,0.000010,0.042791,0.000010,0.957189
KP0625_AC_SB20,AA,AC_SB20,SB,SB20,20,  3.42081472,-2.5444317,-6.617708e-01, 0.0008205649,-1.633264e-02, 6.233401e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0626_AC_SB20,AA,AC_SB20,SB,SB20,20,  3.17190860,-2.4682954,-1.249541e-01, 0.0061579578,-7.857506e-02, 1.098311e+00,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0629_LM_SB20,AL,LM_SB20,SB,SB20,20,-11.49629300,-2.0893771,-9.153352e-03,-0.1045946844,-1.069238e+00, 2.730366e-02,Clust4,Clust2,0.000010,0.999980,0.000010,0.000010,0.000010,0.000010,0.999970
KP0631_LM_SB20,AL,LM_SB20,SB,SB20,20, -9.82787351,-0.3691993, 2.209842e-02, 0.2123676038,-1.157628e+00,-2.303481e-01,Clust4,Clust2,0.000010,0.899700,0.100290,0.000010,0.000010,0.102268,0.897712
KP0634_LM_SB20,AL,LM_SB20,SB,SB20,20,-11.02226750,-2.0182326,-2.801516e-02, 0.0145167724,-1.176861e+00, 1.469449e-01,Clust4,Clust2,0.000010,0.999980,0.000010,0.000010,0.000010,0.000010,0.999970
KP0636_AC_SB20,AA,AC_SB20,SB,SB20,20,  2.98556919,-2.1716348, 1.657517e-01,-0.0004231494,-1.102699e-01, 6.031006e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0638_AC_SB20,AA,AC_SB20,SB,SB20,20,  2.68626646,-1.9840065, 1.181694e-01, 0.0399397432,-6.552339e-02, 5.747493e-01,Clust1,Clust1,0.999971,0.000010,0.000019,0.999970,0.000010,0.000010,0.000010
KP0639_LM_SB20,AH,LM_SB20,SB,SB20,20,  0.30717149, 8.2968799,-1.222679e-01, 1.4243315250, 6.952561e-02, 6.800847e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0640_AC_SB20,AA,AC_SB20,SB,SB20,20,  3.39039142,-2.3857511,-2.517801e-01,-0.0284549998, 7.993298e-03, 6.060789e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0643_AC_SB20,AA,AC_SB20,SB,SB20,20,  3.07176024,-2.2613422,-5.531270e-01,-0.0182709575, 5.105222e-02, 8.881886e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0645_AC_SB20,AA,AC_SB20,SB,SB20,20,  3.38137241,-2.2903601,-3.777673e-01,-0.0384342229,-1.843042e-02, 2.426056e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0646_AC_SB20,AA,AC_SB20,SB,SB20,20,  3.48596734,-2.4771551,-5.120864e-01,-0.0242128054,-4.787006e-02, 3.766249e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0647_AC_SB20,AA,AC_SB20,SB,SB20,20,  3.56390543,-2.5782781,-3.108230e-01, 0.0112906804,-6.314501e-03, 4.149280e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0648_AC_SB20,AA,AC_SB20,SB,SB20,20,  2.79931525,-2.2551576,-3.750267e-01,-0.0375343452, 6.690337e-03, 1.982475e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0649_AC_SB20,AA,AC_SB20,SB,SB20,20,  3.46625945,-2.3951238,-1.776759e-01, 0.0163395335, 8.233718e-02, 8.971769e-01,Clust1,Clust1,0.999977,0.000010,0.000013,0.999970,0.000010,0.000010,0.000010
KP0650_LM_SB20,AL,LM_SB20,SB,SB20,20,-11.06072255,-1.9032251, 2.171774e-03, 0.3217231788,-8.765155e-01,-1.686574e-02,Clust4,Clust2,0.000010,0.999980,0.000010,0.000010,0.029662,0.000010,0.970318
KP0652_AC_SB20,AA,AC_SB20,SB,SB20,20,  3.51990859,-2.5737004,-3.886214e-01, 0.0036984006,-4.223982e-02, 7.021989e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0654_AC_SB20,AA,AC_SB20,SB,SB20,20,  2.62635987,-1.9063166,-2.403869e-01,-0.0012915570,-4.672062e-02, 4.464731e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0657_LM_SB20,AL,LM_SB20,SB,SB20,20,-11.24059816,-2.0550866,-4.831707e-03, 0.1488939947,-1.374137e+00, 2.529164e-02,Clust4,Clust2,0.000010,0.999980,0.000010,0.000010,0.000010,0.000010,0.999970
KP0660_AC_SB20,AA,AC_SB20,SB,SB20,20,  3.52911632,-2.5133210,-4.228310e-01, 0.0231658231, 5.866189e-03, 4.813978e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0661_AC_SB20,AA,AC_SB20,SB,SB20,20,  3.50565851,-2.4060235,-3.520640e-01, 0.0165150990,-1.976254e-02,-1.958786e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0662_AC_SB20,AA,AC_SB20,SB,SB20,20,  3.49846743,-2.4476481,-3.460893e-01,-0.0051519311, 2.150695e-02,-1.371041e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0664_LM_SB20,AL,LM_SB20,SB,SB20,20,-11.17464966,-1.9986671,-5.706338e-02,-0.2703407626, 2.409943e+00,-5.254303e-02,Clust2,Clust2,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010
KP0665_AC_SB20,AA,AC_SB20,SB,SB20,20,  3.17569822,-2.2626142,-4.476685e-01,-0.0438338748, 2.515726e-02, 2.090985e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0666_LM_SB20,AL,LM_SB20,SB,SB20,20,-10.38707353,-1.7416992, 6.030989e-02,-0.0160304735, 2.572060e+00,-5.121663e-02,Clust2,Clust2,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010
KP0667_AC_SB20,AA,AC_SB20,SB,SB20,20,  3.48605843,-2.4782381,-3.836463e-01, 0.0262305402,-1.312319e-02, 5.247820e-01,Clust1,Clust1,0.998081,0.001909,0.000010,0.998072,0.000010,0.000010,0.001908
KP0668_AC_SB20,AA,AC_SB20,SB,SB20,20,  3.49562026,-2.4528661,-2.191424e-02, 0.0345148340, 1.352194e-02, 4.508189e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0669_AC_SB20,AA,AC_SB20,SB,SB20,20,  3.37491291,-2.5474855,-3.592847e-01, 0.0303494298,-6.522850e-02,-5.192213e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0670_LM_SB20,AL,LM_SB20,SB,SB20,20,-11.12727461,-2.0288837,-1.652918e-02,-0.1553487423, 6.568927e-01, 5.607115e-02,Clust4,Clust2,0.000010,0.999980,0.000010,0.000010,0.470857,0.000010,0.529123
KP0671_AC_SB20,AL,AC_SB20,SB,SB20,20,-10.80313220,-1.9649029, 1.975208e-02, 0.1532527811,-1.369037e+00,-1.739773e-03,Clust4,Clust2,0.000010,0.999980,0.000010,0.000010,0.000010,0.000010,0.999970
KP0676_LM_SB20,AL,LM_SB20,SB,SB20,20,-10.66216471,-1.8425322,-1.745203e-03,-0.0849722526, 2.312554e+00,-5.460069e-02,Clust2,Clust2,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010
KP0677_LM_SB20,AL,LM_SB20,SB,SB20,20,-11.24179615,-1.9758884,-6.010001e-02, 0.0424869971,-1.284503e+00,-2.826002e-02,Clust4,Clust2,0.000010,0.999980,0.000010,0.000010,0.000010,0.000010,0.999970
KP0678_AC_SB20,AA,AC_SB20,SB,SB20,20,  3.33210592,-2.1573159, 3.060868e+00, 0.1366023623,-1.257565e-05, 4.680027e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0679_AC_SB20,AA,AC_SB20,SB,SB20,20,  3.34426923,-2.2241674,-3.082860e-02,-0.0327750380,-3.393476e-02, 3.963798e-01,Clust1,Clust1,0.999979,0.000010,0.000011,0.999970,0.000010,0.000010,0.000010
KP0680_LM_SB20,AL,LM_SB20,SB,SB20,20,-10.52422754,-1.9825066,-8.026861e-02, 0.1862489006,-1.467210e+00,-1.251856e-01,Clust4,Clust2,0.000010,0.999980,0.000010,0.000010,0.000010,0.000010,0.999970
KP0682_LM_SB20,AL,LM_SB20,SB,SB20,20,-10.88557071,-1.9650665,-5.704780e-02,-0.1616235743,-1.140156e+00,-9.628219e-02,Clust4,Clust2,0.000010,0.999980,0.000010,0.000010,0.049357,0.000010,0.950623
KP0686_AC_SB20,AA,AC_SB20,SB,SB20,20,  3.34791736,-2.3652029, 1.628227e-01, 0.0149160186,-2.899961e-02, 5.405555e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0688_AC_SB20,AA,AC_SB20,SB,SB20,20,  3.34409922,-2.3164585, 4.793863e-03,-0.0251098572,-6.742978e-02, 1.120075e+00,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0690_AC_SB20,AA,AC_SB20,SB,SB20,20,  3.11542124,-2.1155017, 3.448472e+00, 0.1398388446,-1.362315e-02, 2.613755e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0691_AC_SB20,AA,AC_SB20,SB,SB20,20,  3.49097463,-2.4147433,-2.013006e-01,-0.0125592162, 2.435643e-03, 8.192019e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0694_LM_SB20,AL,LM_SB20,SB,SB20,20,-10.61575132,-1.9107424, 8.107082e-02, 0.1642096182,-1.001486e+00,-6.878681e-02,Clust4,Clust2,0.000010,0.999980,0.000010,0.000010,0.000010,0.000010,0.999970
KP0696_AC_SB20,AA,AC_SB20,SB,SB20,20,  3.30361976,-2.1562852, 2.690694e+00, 0.0927743922, 3.118204e-02, 1.289142e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0698_AC_SB20,AA,AC_SB20,SB,SB20,20,  3.49701166,-2.4145813,-1.675582e-01,-0.0130798679,-2.293468e-03, 8.025041e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999968,0.000010,0.000012,0.000010
KP0703_AC_SB20,AA,AC_SB20,SB,SB20,20,  3.29142858,-2.2127369, 1.194569e-01, 0.0447840354,-2.440065e-02, 2.833529e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0704_AC_SB20,AA,AC_SB20,SB,SB20,20,  3.41395102,-2.3795897,-2.697359e-01,-0.0048886523,-4.132060e-02, 4.737225e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0706_LM_SB20,AL,LM_SB20,SB,SB20,20,-11.28056437,-2.1388661,-1.775642e-03, 0.0713417023,-1.036304e+00, 6.569074e-02,Clust4,Clust2,0.000010,0.999980,0.000010,0.000010,0.000010,0.000010,0.999970
KP0707_LM_SB20,AL,LM_SB20,SB,SB20,20,-11.18771409,-2.1248116,-8.441224e-02, 0.0498358592,-1.100256e+00, 6.469302e-02,Clust4,Clust2,0.000010,0.999980,0.000010,0.000010,0.000010,0.000010,0.999970
KP0708_AC_SB20,AA,AC_SB20,SB,SB20,20,  3.21305248,-2.3969072,-4.671729e-01,-0.0151146298, 6.381733e-02, 1.547225e-01,Clust1,Clust1,0.999979,0.000010,0.000011,0.999970,0.000010,0.000010,0.000010
KP0711_AC_SB20,AA,AC_SB20,SB,SB20,20,  3.19408657,-2.3128355,-1.115844e-01, 0.0149338781, 4.969331e-02, 8.053383e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0712_AC_SB20,AA,AC_SB20,SB,SB20,20,  2.08944278,-1.6552232,-6.095894e-01,-0.0212416935, 4.118067e-03, 1.050234e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0714_AC_SB20,AA,AC_SB20,SB,SB20,20,  3.24832490,-2.3062404,-2.455951e-01,-0.0260944788, 6.634905e-02, 6.620778e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0716_LM_SB20,AL,LM_SB20,SB,SB20,20,-10.99911533,-2.1130956,-1.787790e-02,-0.0022103971, 2.273522e+00, 6.693021e-02,Clust2,Clust2,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010
KP0717_AC_SB20,AA,AC_SB20,SB,SB20,20,  3.06291810,-2.3656182,-5.808044e-01,-0.0090129470,-4.975160e-02, 1.085430e+00,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0718_LM_SB20,AL,LM_SB20,SB,SB20,20,-11.33691178,-1.9414284,-1.275930e-03, 0.0895709485,-9.477948e-01,-8.368772e-02,Clust4,Clust2,0.000010,0.999980,0.000010,0.000010,0.000010,0.000010,0.999970
KP0720_AC_SB20,AA,AC_SB20,SB,SB20,20,  3.13744802,-2.4579801,-3.281679e-01, 0.0367462061, 2.563843e-02, 2.229341e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0723_NA_NANA,AL,NA_NANA,SB,NANA,20,-11.34449596,-2.0589204,-9.156082e-02, 0.1119027719,-1.104422e+00, 3.300717e-02,Clust4,Clust2,0.000010,0.999980,0.000010,0.000010,0.000010,0.000010,0.999970
KP0724_AC_SB20,AA,AC_SB20,SB,SB20,20,  2.34760244,-1.9986474,-5.195238e-01, 0.0038307821,-5.834593e-04,-2.005371e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0727_AC_SB20,AA,AC_SB20,SB,SB20,20,  3.37272564,-2.4006098,-7.618330e-02, 0.0310553379, 3.164973e-02, 1.013016e+00,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0730_AC_SB20,AA,AC_SB20,SB,SB20,20,  3.42214691,-2.5296194,-4.432864e-01,-0.0303504609,-5.459426e-02,-3.412956e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0731_LM_SB20,AL,LM_SB20,SB,SB20,20,-11.46590839,-1.9956200, 3.324780e-02,-0.0995590225, 1.819383e+00, 8.598713e-02,Clust2,Clust2,0.000010,0.999980,0.000010,0.000010,0.950244,0.000010,0.049736
KP0732_LM_SB20,AL,LM_SB20,SB,SB20,20,-11.25790573,-1.9468111,-6.574482e-02, 0.1927345583,-1.053357e+00, 1.192952e-01,Clust4,Clust2,0.000010,0.999975,0.000015,0.000010,0.000010,0.000010,0.999970
KP0734_AC_SB20,AA,AC_SB20,SB,SB20,20,  3.34734103,-2.4129645,-3.398499e-01,-0.0061654310,-2.811166e-02, 1.073616e+00,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0739_HU_WP10,AH,HU_WP10,WP,WP10,10-12,  0.44323121, 8.4328343,-5.550277e-02, 1.0834183773, 2.979243e-02,-2.397835e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0742_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  2.56157157,-2.0556931,-2.842658e-01, 0.0164128344, 4.412410e-02,-3.993196e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0744_HU_WP10,AH,HU_WP10,WP,WP10,10-12,  0.42157845, 7.8428970, 2.801237e-02,-1.2518720979, 5.284509e-02, 9.364730e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0746_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  3.43239355,-2.3912493,-4.449470e-01,-0.0232075055, 1.049822e-02,-1.078231e+00,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0747_AC_WP20,AA,AC_WP20,WP,WP20,20,  3.46152284,-2.4039742,-3.270893e-01, 0.0031311616,-2.367806e-02,-7.841263e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0748_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  3.54580418,-2.5034229,-6.803573e-02, 0.0230964450,-4.010178e-02,-5.067325e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0749_AC_WP20,AA,AC_WP20,WP,WP20,20,  3.43854336,-2.4036552,-1.506724e-01, 0.0102108546,-1.579263e-02,-3.026090e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0751_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  2.96913774,-2.2880314,-5.538175e-01,-0.0333940489, 6.283791e-02,-8.364240e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0753_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  3.48830597,-2.4713787,-3.431983e-01,-0.0081431797, 2.988357e-02,-3.846733e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0757_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  3.35779346,-2.3638830,-3.034155e-01,-0.0179077728, 6.465697e-02,-8.626689e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0758_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  3.43793161,-2.3954082,-3.723789e-01,-0.0043576456,-1.338576e-02,-3.655410e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0760_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  3.34044300,-2.2591847,-5.966869e-01,-0.0676170459,-2.265826e-02,-8.495468e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
