Individual,Species,Population,Loc,Site,Depth,PC1,PC2,PC3,PC4,PC5,PC6,Clusters,Taxa,taxaQ.Clust1,taxaQ.Clust2,taxaQ.Clust3,Q.Clust1,Q.Clust2,Q.Clust3,Q.Clust4
KP1166_LM_CA20,AL,LM_CA20,CA,CA20,20,-11.33847163,-2.0199356, 3.443389e-02,-0.1290269032,-9.548904e-01,-2.400275e-02,Clust4,Clust2,0.000010,0.999980,0.000010,0.000010,0.076371,0.000010,0.923609
KP1167_LM_CA20,AL,LM_CA20,CA,CA20,20,-11.06164286,-2.1764613, 7.591282e-02,-0.2494059417, 2.113982e+00, 7.531336e-04,Clust2,Clust2,0.000010,0.999980,0.000010,0.000010,0.857813,0.000010,0.142167
KX0075_HU_SB10,AH,HU_SB10,SB,SB10,10-12,  0.31089019, 8.3316916,-7.721158e-02, 1.3313906742, 1.091854e-01,-9.063191e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KX0330_LM_WP20,AL,LM_WP20,WP,WP20,20,-10.88964552,-1.9410298, 2.177721e-02,-0.0445691700, 2.072924e+00,-8.099070e-03,Clust2,Clust2,0.000010,0.999980,0.000010,0.000010,0.868805,0.000012,0.131173
KX0743_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  3.45168438,-2.5505578,-2.846866e-01, 0.0111913008,-3.031207e-02, 2.621179e-02,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KY0578_AC_WP20,AL,AC_WP20,WP,WP20,20,-10.97405601,-1.9560699, 9.543630e-03, 0.1511189905,-1.571082e+00, 5.364905e-04,Clust4,Clust2,0.000010,0.999980,0.000010,0.000010,0.000010,0.000010,0.999970
NR4407_G1_CS50,AG,G1_CS50,SQ,CS50,50,-10.29821977,-1.8107260, 1.116547e-01,-0.1065769525, 1.332912e+00,-1.737084e-01,Clust2,Clust2,0.000010,0.985927,0.014063,0.000010,0.799264,0.000010,0.200716
NR4671_L1_CS50,AL,L1_CS50,SQ,CS50,50,-11.25996471,-1.9368448, 2.331925e-02,-0.2203067843, 2.127952e+00,-9.601787e-02,Clust2,Clust2,0.000010,0.999980,0.000010,0.000010,0.978681,0.000010,0.021299
NR5050_L2_CS15,AL,L2_CS15,SQ,CS15,15,-10.79001063,-1.8947916, 3.158445e-02, 0.1163833890,-1.270593e+00,-2.135291e-02,Clust4,Clust2,0.000010,0.999975,0.000015,0.000010,0.073560,0.000010,0.926420
NR5053_L2_CS15,AL,L2_CS15,SQ,CS15,15,-11.17534598,-1.9087087,-6.113021e-02, 0.0252487531,-9.703594e-01, 2.473681e-02,Clust4,Clust2,0.000010,0.999980,0.000010,0.000010,0.000010,0.000010,0.999970
NR5242_L1_CK50,AL,L1_CK50,WP,CK50,50,-10.92120993,-1.9291952, 7.214687e-03,-0.2899285459, 2.765969e+00, 4.020626e-02,Clust2,Clust2,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010
NR5533_L2_CR15,AL,L2_CR15,NA,CR15,15,-11.24056905,-2.1035177,-4.237329e-02, 0.1645753991,-1.233363e+00,-2.461819e-03,Clust4,Clust2,0.000010,0.999980,0.000010,0.000010,0.000010,0.000010,0.999970
NR5534_L1_CR15,AL,L1_CR15,NA,CR15,15,-10.39925424,-2.1202613,-1.091800e-01,-0.1722191816, 2.260654e+00, 9.724610e-02,Clust2,Clust2,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010
NR6262_G2_BR50,AG,G2_BR50,NA,BR50,50,-10.41757390,-1.9065229, 1.084234e-01, 0.0130872412, 9.397008e-01,-2.697477e-01,Clust2,Clust2,0.000010,0.999980,0.000010,0.000010,0.732679,0.000010,0.267301
