,het,het_frac,num_loci
KP0489_AC_WP20,182,0.127898805340829,1423
KP0490_AC_WP20,161,0.117090909090909,1375
KP0491_AC_WP20,179,0.123533471359558,1449
KP0494_AC_WP20,168,0.119914346895075,1401
KP0505_AC_WP20,122,0.129649309245484,941
KP0508_AC_WP20,186,0.133047210300429,1398
KP0512_AC_WP20,186,0.128719723183391,1445
KP0516_AC_WP20,194,0.133977900552486,1448
KP0521_AC_WP20,171,0.124002900652647,1379
KP0523_AC_WP20,189,0.130705394190871,1446
KP0530_AC_WP20,175,0.121527777777778,1440
KP0532_AC_WP20,176,0.122819260293091,1433
KP0533_AC_WP20,187,0.133001422475107,1406
KP0535_AC_WP20,183,0.129055007052186,1418
KP0536_AC_WP20,168,0.12253829321663,1371
KP0537_AC_WP20,197,0.135768435561682,1451
KP0545_AC_WP20,189,0.133098591549296,1420
KP0546_AC_WP20,181,0.125433125433125,1443
KP0554_AC_WP20,177,0.124823695345557,1418
KP0568_AC_WP20,184,0.129213483146067,1424
KP0571_AC_WP20,165,0.114662960389159,1439
KP0572_AC_WP20,179,0.124305555555556,1440
KP0579_AC_WP20,127,0.113291703835861,1121
KP0593_AC_SB20,149,0.124166666666667,1200
KP0596_AC_SB20,184,0.131241084165478,1402
KP0600_AC_SB20,166,0.115357887421821,1439
KP0604_AC_SB20,194,0.134535367545076,1442
KP0608_AC_SB20,168,0.11682892906815,1438
KP0611_LM_SB20,173,0.126925898752751,1363
KP0625_AC_SB20,159,0.111893033075299,1421
KP0626_AC_SB20,180,0.136054421768707,1323
KP0636_AC_SB20,182,0.14064914992272,1294
KP0638_AC_SB20,130,0.10989010989011,1183
KP0640_AC_SB20,179,0.123875432525952,1445
KP0643_AC_SB20,167,0.122703894195445,1361
KP0645_AC_SB20,174,0.12116991643454,1436
KP0646_AC_SB20,177,0.122576177285319,1444
KP0647_AC_SB20,194,0.135097493036212,1436
KP0648_AC_SB20,178,0.135567402894136,1313
KP0649_AC_SB20,189,0.130344827586207,1450
KP0652_AC_SB20,176,0.122990915443746,1431
KP0654_AC_SB20,137,0.122540250447227,1118
KP0660_AC_SB20,179,0.123875432525952,1445
KP0661_AC_SB20,179,0.124478442280946,1438
KP0662_AC_SB20,208,0.144444444444444,1440
KP0665_AC_SB20,172,0.1198606271777,1435
KP0667_AC_SB20,186,0.128630705394191,1446
KP0668_AC_SB20,189,0.131891137473831,1433
KP0669_AC_SB20,181,0.128917378917379,1404
KP0679_AC_SB20,187,0.129951355107714,1439
KP0686_AC_SB20,196,0.13696715583508,1431
KP0688_AC_SB20,194,0.138078291814947,1405
KP0691_AC_SB20,170,0.117973629424011,1441
KP0698_AC_SB20,198,0.136929460580913,1446
KP0703_AC_SB20,176,0.126618705035971,1390
KP0704_AC_SB20,176,0.122819260293091,1433
KP0708_AC_SB20,182,0.131313131313131,1386
KP0711_AC_SB20,144,0.10564930300807,1363
KP0712_AC_SB20,100,0.1085776330076,921
KP0714_AC_SB20,191,0.134129213483146,1424
KP0717_AC_SB20,173,0.128816083395383,1343
KP0720_AC_SB20,152,0.118935837245696,1278
KP0724_AC_SB20,122,0.123107971745711,991
KP0727_AC_SB20,202,0.142554693013409,1417
KP0730_AC_SB20,171,0.12258064516129,1395
KP0734_AC_SB20,186,0.131914893617021,1410
KP0742_AC_WP10,135,0.115384615384615,1170
KP0746_AC_WP10,172,0.119610570236439,1438
KP0747_AC_WP20,189,0.130705394190871,1446
KP0748_AC_WP10,190,0.132496513249651,1434
KP0749_AC_WP20,188,0.130464954892436,1441
KP0751_AC_WP10,167,0.121190130624093,1378
KP0753_AC_WP10,175,0.121443442054129,1441
KP0757_AC_WP10,184,0.132089016511127,1393
KP0758_AC_WP10,203,0.140290255701451,1447
KP0760_AC_WP10,184,0.127955493741307,1438
KP0761_AC_WP10,205,0.142460041695622,1439
KP0767_AC_WP10,131,0.130218687872763,1006
KP0771_AC_WP10,174,0.124820659971306,1394
KP0773_AC_WP10,171,0.12275664034458,1393
KP0777_AC_WP10,165,0.136363636363636,1210
KP0779_AC_WP10,172,0.119196119196119,1443
KP0787_AC_WP10,118,0.123173277661795,958
KP0792_AC_WP10,180,0.126227208976157,1426
KP0793_AC_WP10,142,0.132093023255814,1075
KP0794_AC_WP10,169,0.117279666897988,1441
KP0797_AC_WP10,166,0.117981520966596,1407
KP0799_AC_WP10,161,0.123941493456505,1299
KP0802_AC_WP10,166,0.125852918877938,1319
KP0808_AC_WP10,165,0.130641330166271,1263
KP0811_AC_WP10,167,0.122613803230543,1362
KP0812_AC_WP10,172,0.120532585844429,1427
KP0815_AC_WP10,145,0.108858858858859,1332
KP0822_AC_WP10,194,0.136140350877193,1425
KP0823_AC_WP10,187,0.12869924294563,1453
KP0828_AC_WP10,180,0.131964809384164,1364
KP0830_AC_WP10,194,0.134909596662031,1438
KP0835_AC_WP10,170,0.117891816920943,1442
KP0837_AC_WP10,156,0.114369501466276,1364
KP0844_UN_NANA,188,0.130103806228374,1445
KP0857_AC_WP10,179,0.123533471359558,1449
KP0861_AC_WP10,151,0.128292268479184,1177
KP0866_AC_WP10,126,0.127144298688194,991
KP0871_AC_WP10,193,0.134120917303683,1439
KP0879_AC_WP10,153,0.119066147859922,1285
KP0880_HU_WP10,166,0.117897727272727,1408
KP0881_AC_WP10,185,0.128205128205128,1443
KP0882_AC_WP10,175,0.123500352858151,1417
KP0883_AC_WP10,169,0.117198335644938,1442
KP0884_AC_WP10,175,0.121866295264624,1436
KP0887_AC_WP10,200,0.138312586445367,1446
KP0895_AC_WP10,166,0.125567322239032,1322
KP0897_AC_WP10,124,0.124497991967871,996
KP0898_AC_WP10,180,0.124826629680999,1442
KP0909_AC_WP10,155,0.132591958939264,1169
KP0912_AC_WP10,166,0.114878892733564,1445
KP0913_AC_WP10,169,0.121757925072046,1388
KP0915_AC_WP10,177,0.122237569060773,1448
KP0916_AC_WP10,172,0.121212121212121,1419
KP0917_AC_WP10,189,0.13281799016163,1423
KP0918_AC_WP10,122,0.10912343470483,1118
KP0919_AC_WP10,178,0.130021913805698,1369
KP0926_AC_WP10,169,0.117117117117117,1443
KP0928_AC_WP10,142,0.115166261151663,1233
KP0930_AC_WP10,124,0.116104868913858,1068
KP0931_AC_WP10,181,0.126220362622036,1434
KP0932_AC_WP10,105,0.103857566765579,1011
KP0933_AC_WP10,177,0.123949579831933,1428
KP0934_AC_WP10,169,0.118347338935574,1428
KP0936_AC_WP10,179,0.13499245852187,1326
KP0937_AC_WP10,174,0.122191011235955,1424
KP0940_AC_WP10,162,0.111955770559779,1447
KP0942_AC_WP10,200,0.138312586445367,1446
KP0945_AC_WP10,147,0.110776186887717,1327
KP0947_AC_WP10,202,0.13921433494142,1451
KP0950_AC_WP05,154,0.114498141263941,1345
KP0953_AC_WP10,182,0.128349788434415,1418
KP0962_AC_WP05,204,0.140592694693315,1451
KP0965_AC_WP05,158,0.112215909090909,1408
KP0966_AC_WP05,122,0.11317254174397,1078
KP0967_HU_WP05,143,0.113312202852615,1262
KP0974_AC_WP05,173,0.123483226266952,1401
KP0977_AC_WP05,193,0.134027777777778,1440
KP0978_AC_WP05,179,0.123875432525952,1445
KP0981_AC_WP05,165,0.126825518831668,1301
KP0982_AC_WP05,126,0.111013215859031,1135
KP0992_AC_CA10,193,0.133656509695291,1444
KP0993_AC_CA10,157,0.127435064935065,1232
KP0999_AC_CA10,251,0.17382271468144,1444
KP1002_AC_WP10,189,0.132352941176471,1428
KP1009_AC_CA10,186,0.129797627355199,1433
KP1011_AC_CA10,163,0.112724757952974,1446
KP1012_AC_CA10,189,0.131891137473831,1433
KP1015_AC_CA10,199,0.13752591568763,1447
KP1019_AC_CA10,170,0.128593040847201,1322
KP1021_AC_CA10,173,0.126277372262774,1370
KP1022_AC_CA10,191,0.134035087719298,1425
KP1028_AC_CA10,203,0.140776699029126,1442
KP1029_AC_CA10,178,0.122589531680441,1452
KP1030_AC_CA10,203,0.140679140679141,1443
KP1032_AC_CA10,204,0.1419624217119,1437
KP1046_AC_CA10,187,0.128965517241379,1450
KP1047_AC_CA10,162,0.121896162528217,1329
KP1052_AC_CA10,180,0.132743362831858,1356
KP1053_AC_CA10,132,0.111017661900757,1189
KP1062_AC_CA20,177,0.122916666666667,1440
KP1066_AC_CA20,119,0.115533980582524,1030
KP1067_AC_CA20,150,0.108225108225108,1386
KP1069_AC_CA20,186,0.129166666666667,1440
KP1070_AC_CA20,205,0.144774011299435,1416
KP1076_AC_CA20,163,0.122740963855422,1328
KP1077_AC_CA20,208,0.143349414197105,1451
KP1081_AC_CA20,193,0.133934767522554,1441
KP1088_AC_CA20,194,0.134349030470914,1444
KP1089_AC_CA20,141,0.106575963718821,1323
KP1097_AC_CA20,180,0.133234641006662,1351
KP1104_AC_CA20,187,0.129411764705882,1445
KP1107_AC_CA20,181,0.128917378917379,1404
KP1115_AC_CA20,183,0.127972027972028,1430
KP1120_AC_CA20,189,0.130434782608696,1449
KP1125_AC_CA20,185,0.129370629370629,1430
KP1128_AC_CA20,204,0.142657342657343,1430
KP1134_AC_CA20,168,0.118060435699227,1423
KP1135_AC_CA20,179,0.132494448556625,1351
KP1137_AC_CA20,172,0.129909365558912,1324
KP1139_LM_CA20,167,0.116295264623955,1436
KP1140_AC_CA20,120,0.117073170731707,1025
KP1141_AC_CA20,145,0.128091872791519,1132
KP1143_AC_CA20,175,0.127087872185911,1377
KP1148_AC_CA20,203,0.140484429065744,1445
KP1149_AC_CA20,148,0.122821576763485,1205
KP1150_AC_CA20,189,0.131799163179916,1434
KP1151_AC_CA20,154,0.131962296486718,1167
KP1156_UN_CA20,189,0.134615384615385,1404
KX0743_AC_WP10,190,0.132036136205698,1439
