Individual Sample Species Site Loc Depth x y z clone clone_group Clusters
KP0408_AC_CA05 KP0408 AC CA05 CA 5 17829.6111553761 0.629934191643346 -4.73855666049819 ac.mlg non-clone AA2
KP0409_AC_CA05 KP0409 AC CA05 CA 5 17836.8719625261 1.8076562336713 -4.68182593321678 ac.mlg non-clone AA2
KP0410_HU_CA05 KP0410 HU CA05 CA 5 17835.0216603951 1.59845306310072 -4.77684035755296 hu.mlg non-clone AH1
KP0413_HU_CA05 KP0413 HU CA05 CA 5 17833.0483691017 1.33434020260551 -4.72062421051156 hu.mlg non-clone AH1
KP0414_HU_CA05 KP0414 HU CA05 CA 5 17833.1005652579 1.22704132723341 -4.75503488329291 hu.mlg non-clone AH1
KP0417_HU_CA05 KP0417 HU CA05 CA 5 17834.5990756151 0.532025612957158 -4.67154124690392 hu.mlg 39_AH1 AH1
KP0418_HU_CA05 KP0418 HU CA05 CA 5 17834.6660501283 0.475320098046551 -4.72633582380913 hu.mlg 57_AH1 AH1
KP0421_HU_CA05 KP0421 HU CA05 CA 5 17836.4939006879 0.907427886777053 -4.96178393853934 clone 53_AH1 AH1
KP0423_HU_CA05 KP0423 HU CA05 CA 5 17839.3312828905 1.3620678324865 -5.13647317843242 hu.mlg non-clone AH1
KP0424_AC_CA05 KP0424 AC CA05 CA 5 17838.5353169584 1.65522497561197 -4.85187685377052 ac.mlg non-clone AA2
KP0425_HU_CA05 KP0425 HU CA05 CA 5 17838.0570632414 1.16272632119321 -5.06008547785712 clone 53_AH1 AH1
KP0426_HU_CA05 KP0426 HU CA05 CA 5 17837.0066865533 0.109065204777019 -4.92862095193933 hu.mlg non-clone AH1
KP0428_HU_CA05 KP0428 HU CA05 CA 5 17839.519032796 0.474298619501973 -5.29694902659126 clone 55_AH1 AH1
KP0427_HU_CA05 KP0427 HU CA05 CA 5 17839.5299699735 0.500974746247317 -5.35886630744387 hu.mlg 55_AH1 AH1
KP0432_HU_CA05 KP0432 HU CA05 CA 5 17843.0888886048 1.14326802863614 -5.1305232167596 hu.mlg non-clone AH1
KP0434_HU_CA05 KP0434 HU CA05 CA 5 17842.2307421926 0.930632675188224 -5.04158575364498 hu.mlg non-clone AH1
KP0435_HU_CA05 KP0435 HU CA05 CA 5 17842.0066271976 0.49200359799112 -4.98866056816992 hu.mlg non-clone AH1
KP0436_HU_CA05 KP0436 HU CA05 CA 5 17851.8736292177 1.48954061229658 -5.09177140164242 hu.mlg non-clone AH3
KP0437_HU_CA05 KP0437 HU CA05 CA 5 17851.9233961154 0.858447778106086 -5.52392817404613 hu.mlg non-clone AH3
KP0438_HU_CA05 KP0438 HU CA05 CA 5 17848.3552436958 1.20769085061206 -5.38916235528678 hu.mlg 53_AH1 AH1
KP0439_HU_CA05 KP0439 HU CA05 CA 5 17848.4111237461 0.911907506983364 -5.4188604491202 hu.mlg non-clone AH1
KP0441_AC_CA05 KP0441 AC CA05 CA 5 17846.4479679648 0.0108521768536681 -5.36727442467402 ac.mlg non-clone AA2
KP0442_HU_CA05 KP0442 HU CA05 CA 5 17850.0860755794 0.462797141103265 -5.34887815510368 clone 39_AH1 AH1
KP0992_AC_CA10 KP0992 AC CA10 CA 10 17828.7445138648 -27.0313723103355 -10.6178265161688 ac.mlg 93_AA2 AA2
KP0994_AC_CA10 KP0994 AC CA10 CA 10 17828.5614015643 -27.071062501754 -10.5103637623196 clone 93_AA2 AA2
KP0998_AC_CA10 KP0998 AC CA10 CA 10 17828.5188277079 -26.8251453937599 -10.5287432546698 clone 93_AA2 AA2
KP1012_AC_CA10 KP1012 AC CA10 CA 10 17837.3362616326 -27.3647293018127 -9.99657890987472 ac.mlg 268_AA2 AA2
KP1014_AC_CA10 KP1014 AC CA10 CA 10 17837.2640288467 -27.4680999360349 -10.0231746651427 clone 268_AA2 AA2
KP1016_AC_CA10 KP1016 AC CA10 CA 10 17837.1831724305 -27.4190750643 -10.0794059089794 clone 268_AA2 AA2
KP1022_AC_CA10 KP1022 AC CA10 CA 10 17836.8610145335 -27.1860120093011 -10.3750186081115 ac.mlg non-clone AA2
KP1026_AC_CA10 KP1026 AC CA10 CA 10 17845.9791609441 -28.2360759896653 -9.6042833563457 clone 248_AA2 AA2
KP1028_AC_CA10 KP1028 AC CA10 CA 10 17845.9238355848 -28.1005109654341 -9.7515704208018 ac.mlg 248_AA2 AA2
KP1030_AC_CA10 KP1030 AC CA10 CA 10 17845.561132701 -28.3321884861259 -9.76799380176567 ac.mlg non-clone AA2
KP1032_AC_CA10 KP1032 AC CA10 CA 10 17842.8854699068 -27.9022286880277 -9.89430262100768 ac.mlg 261_AA2 AA2
KP1046_AC_CA10 KP1046 AC CA10 CA 10 17847.9471874296 -28.0421959399671 -9.48092655015614 ac.mlg 249_AA2 AA2
KP1048_AC_CA10 KP1048 AC CA10 CA 10 17847.4208375387 -28.5082781741165 -9.6498707522704 clone 249_AA2 AA2
KP1052_AC_CA10 KP1052 AC CA10 CA 10 17846.4488501652 -28.25260295101 -9.66281987706999 ac.mlg non-clone AA2
KP0993_AC_CA10 KP0993 AC CA10 CA 10 17828.181973556 -27.969208940482 -10.950656673697 ac.mlg non-clone AA2
KP0999_AC_CA10 KP0999 AC CA10 CA 10 17834.2321811147 -29.0726598380167 -10.4270247027373 ac.mlg non-clone AA2
KP1009_AC_CA10 KP1009 AC CA10 CA 10 17832.9617152386 -28.9679444346644 -10.1701881940094 ac.mlg 263_AA2 AA2
KP1011_AC_CA10 KP1011 AC CA10 CA 10 17831.5740039611 -28.3867778509144 -10.4184959275861 ac.mlg non-clone AA2
KP1013_AC_CA10 KP1013 AC CA10 CA 10 17831.3829939528 -28.1709863413412 -10.4931741514154 clone 59_AA2 AA2
KP1015_AC_CA10 KP1015 AC CA10 CA 10 17831.2628956415 -28.0081592238124 -10.5076655083793 ac.mlg 59_AA2 AA2
KP1019_AC_CA10 KP1019 AC CA10 CA 10 17838.4510114798 -29.5022896139174 -10.2972333426987 ac.mlg non-clone AA2
KP1021_AC_CA10 KP1021 AC CA10 CA 10 17835.4377724967 -28.1664178203037 -10.1690742388993 ac.mlg non-clone AA2
KP1027_AC_CA10 KP1027 AC CA10 CA 10 17843.2988468834 -29.9607483007839 -9.82283816153111 clone 261_AA2 AA2
KP1029_AC_CA10 KP1029 AC CA10 CA 10 17843.1264496327 -28.9562024621751 -9.97873290011457 ac.mlg non-clone AA2
KP1043_LM_CA10 KP1043 LM CA10 CA 10 17850.1997386673 -29.5855902019983 -9.69441681710364 lm.mlg non-clone AL1
KP1045_AC_CA10 KP1045 AC CA10 CA 10 17848.7674449565 -29.0971911506955 -9.63676966023729 ac.mlg non-clone AA1
KP1047_AC_CA10 KP1047 AC CA10 CA 10 17848.6523056203 -28.8369211816578 -9.46861364563782 ac.mlg 258_AA2 AA2
KP1051_AC_CA10 KP1051 AC CA10 CA 10 17848.4637755735 -29.0594553249979 -9.6810311035171 clone 258_AA2 AA2
KP1053_AC_CA10 KP1053 AC CA10 CA 10 17847.3720941673 -29.770573610948 -9.59914115121207 ac.mlg non-clone AA2
KP1058_LM_CA20 KP1058 LM CA20 CA 20 17833.0332694823 -45.7362617704497 -18.9139932772538 clone 80_AL1 AL1
KP1061_LM_CA20 KP1061 LM CA20 CA 20 17833.8664631867 -46.2351830435579 -18.8299679622146 lm.mlg 5_AL2 AL2
KP1065_LM_CA20 KP1065 LM CA20 CA 20 17833.692328464 -46.1959699926911 -18.697740673915 lm.mlg non-clone AL1
KP1067_AC_CA20 KP1067 AC CA20 CA 20 17833.680066099 -46.5663972163321 -18.7927949051172 ac.mlg non-clone AA2
KP1059_LM_CA20 KP1059 LM CA20 CA 20 17834.110225953 -46.385641016765 -18.8120481503011 clone 5_AL2 AL2
KP1066_AC_CA20 KP1066 AC CA20 CA 20 17831.9006380192 -45.5857749731158 -18.8633110782541 ac.mlg non-clone AA2
KP1062_AC_CA20 KP1062 AC CA20 CA 20 17833.1959724871 -45.1561820998023 -19.0809360163315 ac.mlg non-clone AA2
KP1068_AC_CA20 KP1068 AC CA20 CA 20 17831.655626195 -45.6251167708001 -18.8537665432388 clone 247_AA2 AA2
KP1070_AC_CA20 KP1070 AC CA20 CA 20 17831.5187164104 -45.4115854974441 -18.7265425231131 ac.mlg 247_AA2 AA2
KP1088_AC_CA20 KP1088 AC CA20 CA 20 17835.3564827156 -45.0365037442289 -18.2320374413794 ac.mlg 65_AA2 AA2
KP1094_LM_CA20 KP1094 LM CA20 CA 20 17835.4509137961 -46.0237826044153 -18.6633856234892 lm.mlg non-clone AL1
KP1104_AC_CA20 KP1104 AC CA20 CA 20 17839.9277408539 -45.6108173317199 -19.1389743924781 ac.mlg 101_AA2 AA2
KP1106_AC_CA20 KP1106 AC CA20 CA 20 17839.9172232085 -45.1541457674646 -19.0385188972862 clone 101_AA2 AA2
KP1116_AC_CA20 KP1116 AC CA20 CA 20 17846.2111561842 -44.97127422508 -20.4899578364668 hu.mlg non-clone AH1
KP1118_LM_CA20 KP1118 LM CA20 CA 20 17845.4841104989 -45.4083792034525 -19.9139929272174 lm.mlg non-clone AL2
KP1120_AC_CA20 KP1120 AC CA20 CA 20 17844.6606158346 -45.4747625398933 -19.9154939157482 ac.mlg non-clone AA2
KP1124_AC_CA20 KP1124 AC CA20 CA 20 17852.7023023442 -44.4474888710777 -22.2419697561719 lm.mlg 12_AL2 AL2
KP1069_AC_CA20 KP1069 AC CA20 CA 20 17832.8112545379 -46.0134884561425 -18.623223008388 ac.mlg 98_AA2 AA2
KP1071_AC_CA20 KP1071 AC CA20 CA 20 17832.9115430029 -45.9140048931663 -18.6409139138856 clone 98_AA2 AA2
KP1077_AC_CA20 KP1077 AC CA20 CA 20 17832.1452630666 -45.7979933994491 -18.4674419031381 ac.mlg non-clone AA2
KP1089_AC_CA20 KP1089 AC CA20 CA 20 17830.6392747532 -47.155 -17.3092070451044 ac.mlg non-clone AA2
KP1101_LM_CA20 KP1101 LM CA20 CA 20 17838.1264263038 -45.1221104409092 -19.6215114851097 lm.mlg non-clone AL1
KP1103_LM_CA20 KP1103 LM CA20 CA 20 17837.4034381397 -45.0465913268675 -19.0086887548413 lm.mlg non-clone AL2
KP1107_AC_CA20 KP1107 AC CA20 CA 20 17836.4608732878 -44.7086389278622 -19.3991878999013 ac.mlg non-clone AA2
KP1109_AC_CA20 KP1109 AC CA20 CA 20 17835.5016129039 -44.9521414224814 -18.3334839567973 clone 65_AA2 AA2
KP1115_AC_CA20 KP1115 AC CA20 CA 20 17834.3571711776 -45.2629743671275 -19.092837593894 ac.mlg non-clone AA2
KP1119_LM_CA20 KP1119 LM CA20 CA 20 17841.7722345522 -45.4593779505485 -20.274936440013 lm.mlg non-clone AL2
KP1121_AC_CA20 KP1121 AC CA20 CA 20 17841.3959573645 -45.3888933244152 -19.8854283077048 ac.mlg non-clone AA1
KP1123_LM_CA20 KP1123 LM CA20 CA 20 17840.8725988932 -44.7413525705974 -19.8132330664994 lm.mlg non-clone AL1
KP1125_AC_CA20 KP1125 AC CA20 CA 20 17839.9909142018 -45.1526196535968 -19.4554348794254 ac.mlg non-clone AA2
KP1129_AC_CA20 KP1129 AC CA20 CA 20 17839.313280289 -45.1139006407037 -19.3316276661343 clone 101_AA2 AA2
KP1133_LM_CA20 KP1133 LM CA20 CA 20 17846.5244785373 -44.6279475657687 -21.0240850715574 lm.mlg non-clone AL2
KP1135_AC_CA20 KP1135 AC CA20 CA 20 17846.1483269884 -44.3795596543267 -20.4572138435909 ac.mlg non-clone AA2
KP1137_AC_CA20 KP1137 AC CA20 CA 20 17845.9861628744 -43.6833211040549 -20.6039854134785 ac.mlg non-clone AA2
KP1141_AC_CA20 KP1141 AC CA20 CA 20 17844.2271208887 -44.4933940621021 -20.7307933201645 ac.mlg non-clone AA2
KP1126_LM_CA20 KP1126 LM CA20 CA 20 17853.1587088164 -44.0619370762267 -22.9273003244518 lm.mlg non-clone AL1
KP1134_AC_CA20 KP1134 AC CA20 CA 20 17852.0463548708 -44.6448101717386 -22.1644111259167 ac.mlg non-clone AA2
KP1139_LM_CA20 KP1139 LM CA20 CA 20 17851.7474942781 -44.8718494694261 -21.9461884086824 ac.mlg non-clone AA2
KP1147_AC_CA20 KP1147 AC CA20 CA 20 17850.4355224953 -44.5561767428393 -21.1506903394327 ac.mlg non-clone AA1
KP1149_AC_CA20 KP1149 AC CA20 CA 20 17850.4329994811 -44.4715974437917 -21.2297848495172 ac.mlg non-clone AA2
KP1151_AC_CA20 KP1151 AC CA20 CA 20 17850.1592054349 -44.21968287156 -21.2382253544687 ac.mlg non-clone AA2
KP1128_AC_CA20 KP1128 AC CA20 CA 20 17853.5228142364 -43.2999281315505 -22.4066145062281 ac.mlg non-clone AA2
KP1132_AC_CA20 KP1132 AC CA20 CA 20 17853.3378146044 -43.1143793744949 -22.5873301279688 ac.mlg non-clone AA1
KP1140_AC_CA20 KP1140 AC CA20 CA 20 17851.813414196 -43.0805061643883 -22.3498345184567 ac.mlg non-clone AA2
KP1144_LM_CA20 KP1144 LM CA20 CA 20 17849.834209338 -43.9596218952291 -21.9180399841721 lm.mlg non-clone AL2
KP1146_LM_CA20 KP1146 LM CA20 CA 20 17849.5910789376 -44.2921098919507 -21.4839943542567 clone 103_AA2 AA2
KP1148_AC_CA20 KP1148 AC CA20 CA 20 17849.4850681362 -44.1978315870104 -21.433082386252 ac.mlg 103_AA2 AA2
KP1150_AC_CA20 KP1150 AC CA20 CA 20 17849.3800283122 -44.0874006021717 -21.324279178825 ac.mlg non-clone AA2
KP1162_AC_CA20 KP1162 AC CA20 CA 20 17849.4491552466 -44.2942935529617 -21.2913670120751 hu.mlg non-clone AH1
KP1164_LM_CA20 KP1164 LM CA20 CA 20 17848.7335664918 -44.707582768331 -20.7193481936395 lm.mlg non-clone AL2
KP1165_AC_CA20 KP1165 AC CA20 CA 20 17848.3251636792 -44.4210512883844 -21.1444751842609 clone 104_AA2 AA2
KP1166_LM_CA20 KP1166 LM CA20 CA 20 17847.8765172443 -45.0548394267809 -20.9977959653616 lm.mlg non-clone AL2
KP1074_AC_CA20 KP1074 AC CA20 CA 20 17831.8645140834 -45.694320383085 -18.708001270234 hu.mlg non-clone AH1
KP1076_AC_CA20 KP1076 AC CA20 CA 20 17831.0134301377 -45.3229375941715 -19.1333481387346 ac.mlg non-clone AA2
KP1084_AC_CA20 KP1084 AC CA20 CA 20 17828.507815054 -45.4356114264167 -18.3557669447747 hu.mlg 35_AH1 AH1
KP1079_AC_CA20 KP1079 AC CA20 CA 20 17831.6752952683 -46.5878854171128 -18.5824667123871 clone 102_AA2 AA2
KP1081_AC_CA20 KP1081 AC CA20 CA 20 17831.6430194631 -46.5413026281969 -18.6533506218182 ac.mlg 102_AA2 AA2
KP1093_LM_CA20 KP1093 LM CA20 CA 20 17828.0212044974 -45.9934200408613 -17.964378113082 lm.mlg non-clone AL1
KP1095_HU_CA20 KP1095 HU CA20 CA 20 17828 -46.0832774536521 -17.6464541822591 lm.mlg non-clone AL2
KP1097_AC_CA20 KP1097 AC CA20 CA 20 17828.0151860903 -45.7419162582732 -18.089165579528 ac.mlg non-clone AA2
KP1167_LM_CA20 KP1167 LM CA20 CA 20 17847.493286014 -44.9640976373801 -21.0338849924251 lm.mlg non-clone AL1
KP1143_AC_CA20 KP1143 AC CA20 CA 20 17843.6591260399 -44.3147754592502 -20.4284523052029 ac.mlg non-clone AA2
KP0130_AC_SB05 KP0130 AC SB05 SB 5 31512.1738298772 12.0702454590905 -6.06426425438681 hu.mlg non-clone AH2
KP0131_HU_SB05 KP0131 HU SB05 SB 5 31509 13.1013009769311 -5.98067278146416 ac.mlg non-clone AA2
KP0132_HU_SB05 KP0132 HU SB05 SB 5 31509.5870149044 11.7351504690502 -6.14630063793423 hu.mlg non-clone AH2
KP0134_HU_SB05 KP0134 HU SB05 SB 5 31509.6010370999 11.6195988768957 -6.42369460555938 hu.mlg non-clone AH1
KP0135_HU_SB05 KP0135 HU SB05 SB 5 31520.1193612433 7.28317049641765 -5.0899868749231 hu.mlg non-clone AH2
KP0137_HU_SB05 KP0137 HU SB05 SB 5 31522.0737979891 5.37606835943541 -4.95624256804498 clone 30_AH3 AH3
KP0138_HU_SB05 KP0138 HU SB05 SB 5 31521.9989169553 5.35748913869074 -4.97709159713303 hu.mlg 30_AH3 AH3
KP0139_HU_SB05 KP0139 HU SB05 SB 5 31521.3916395005 5.23538573990808 -5.04765049333409 clone 1_AH2 AH2
KP0140_HU_SB05 KP0140 HU SB05 SB 5 31521.4556893385 5.20911776352825 -5.05607038691549 hu.mlg 1_AH2 AH2
KP0141_HU_SB05 KP0141 HU SB05 SB 5 31521.5068175697 5.21392598046215 -5.0565875623644 clone 1_AH2 AH2
KP0142_HU_SB05 KP0142 HU SB05 SB 5 31522.7626086055 3.93292564747358 -4.87584404696656 hu.mlg non-clone AH2
KP0143_HU_SB05 KP0143 HU SB05 SB 5 31530.1806171141 0.310408221675829 -3.99170121029851 hu.mlg non-clone AH3
KP0145_HU_SB05 KP0145 HU SB05 SB 5 31526.229920306 1.22667237730911 -4.46544437789319 hu.mlg non-clone AH2
KP0146_HU_SB05 KP0146 HU SB05 SB 5 31527.4407513569 0.847030439807984 -3.93864550790299 hu.mlg non-clone AH2
KP0147_HU_SB05 KP0147 HU SB05 SB 5 31527.4113240762 0.790426253787661 -3.88166373231365 hu.mlg non-clone AH2
KP0148_HU_SB05 KP0148 HU SB05 SB 5 31527.2438076839 1.16389248367655 -3.88187965300092 hu.mlg non-clone AH2
KP0149_HU_SB05 KP0149 HU SB05 SB 5 31530.1169061426 0 -3.93061970123118 hu.mlg non-clone AH2
KP0046_AC_SB10 KP0046 AC SB10 SB 10 31510.9863910583 -28.4880162815695 -10.1053635952887 ac.mlg non-clone AA2
KP0049_HU_SB10 KP0049 HU SB10 SB 10 31509 -28.678888278466 -10.106739553057 hu.mlg non-clone AH1
KP0050_AC_SB10 KP0050 AC SB10 SB 10 31513.0230191625 -30 -10.3785791469728 ac.mlg non-clone AA2
KP0052_AC_SB10 KP0052 AC SB10 SB 10 31518.0280682582 -28.5555023163497 -10.0582112513495 clone 48_AA2 AA2
KP0053_AC_SB10 KP0053 AC SB10 SB 10 31517.9380920942 -28.3334026300159 -9.97785175337508 clone 48_AA2 AA2
KP0054_AC_SB10 KP0054 AC SB10 SB 10 31517.8088858617 -28.2966744501096 -9.90966199194595 clone 48_AA2 AA2
KP0055_AC_SB10 KP0055 AC SB10 SB 10 31517.7600444585 -28.2045262024559 -10.0300479526872 ac.mlg 48_AA2 AA2
KP0056_AC_SB10 KP0056 AC SB10 SB 10 31517.9134087149 -28.2404623458953 -10.0844874945351 clone 48_AA2 AA2
KP0057_AC_SB10 KP0057 AC SB10 SB 10 31517.9575423288 -28.085273522272 -10.1145832757884 ac.mlg non-clone AA2
KP0058_AC_SB10 KP0058 AC SB10 SB 10 31517.0565610605 -28.5822047544901 -9.82497732169825 ac.mlg 42_AA2 AA2
KP0059_AC_SB10 KP0059 AC SB10 SB 10 31517.0170413807 -28.5554491971128 -10.0350187610595 clone 42_AA2 AA2
KP0060_AC_SB10 KP0060 AC SB10 SB 10 31516.9491586198 -28.3895784545622 -9.95124294442956 ac.mlg non-clone AA2
KP0061_AC_SB10 KP0061 AC SB10 SB 10 31516.8043989723 -28.0289346549337 -9.80471338351038 ac.mlg 90_AA2 AA2
KP0062_AC_SB10 KP0062 AC SB10 SB 10 31516.78098149 -27.9297669292368 -9.89743066832981 clone 90_AA2 AA2
KP0063_AC_SB10 KP0063 AC SB10 SB 10 31515.9691612696 -28.8753733551801 -9.88948365445612 clone 91_AA2 AA2
KP0064_AC_SB10 KP0064 AC SB10 SB 10 31515.8422579022 -29.0027352952943 -9.84684794762935 clone 91_AA2 AA2
KP0065_AC_SB10 KP0065 AC SB10 SB 10 31515.5612653082 -29.0955478354994 -9.95681531595214 clone 91_AA2 AA2
KP0069_AC_SB10 KP0069 AC SB10 SB 10 31515.8380679106 -29.2514515315221 -10.0375300238912 clone 91_AA2 AA2
KP0070_AC_SB10 KP0070 AC SB10 SB 10 31515.5747332367 -29.621022770214 -10.4422278468309 clone 57_AA2 AA2
KP0072_AC_SB10 KP0072 AC SB10 SB 10 31515.8171560915 -29.752675555881 -10.1029457969286 ac.mlg 57_AA2 AA2
KP0073_HU_SB10 KP0073 HU SB10 SB 10 31516.1581143404 -29.8607136107265 -9.79638012605609 hu.mlg non-clone AH1
KP0074_AC_SB10 KP0074 AC SB10 SB 10 31516.1192402328 -29.2114612576016 -9.84450579729747 ac.mlg 91_AA2 AA2
KP0075_HU_SB10 KP0075 HU SB10 SB 10 31516.3639946129 -29.538191668536 -9.62733254518456 clone non-clone AH1
KP0077_AC_SB10 KP0077 AC SB10 SB 10 31516.2463871352 -29.1286779714674 -9.85132958854379 clone 91_AA2 AA2
KP0078_AC_SB10 KP0078 AC SB10 SB 10 31516.4147273519 -29.4377139474323 -9.72527681047421 ac.mlg non-clone AA2
KP0080_AC_SB10 KP0080 AC SB10 SB 10 31516.6146317967 -29.374957373011 -9.63374924589086 clone 40_AA2 AA2
KP0081_AC_SB10 KP0081 AC SB10 SB 10 31516.9092447466 -29.3417866060555 -9.46393663743367 ac.mlg 40_AA2 AA2
KP0084_AC_SB10 KP0084 AC SB10 SB 10 31517.0809748212 -29.1550881742154 -9.80584567608282 hu.mlg non-clone AH2
KP0086_LM_SB10 KP0086 LM SB10 SB 10 31516.8394567971 -28.9339126362161 -9.84989286381656 lm.mlg non-clone AL2
KP0088_AC_SB10 KP0088 AC SB10 SB 10 31517.0808092726 -28.6392360338714 -9.75052116077804 clone 42_AA2 AA2
KP0089_AC_SB10 KP0089 AC SB10 SB 10 31517.6099121748 -29.2935421724438 -9.63637692266166 ac.mlg non-clone AA2
KP0090_AC_SB10 KP0090 AC SB10 SB 10 31517.52200506 -29.1118296535121 -9.71689656924441 hu.mlg non-clone AH1
KP0095_AC_SB10 KP0095 AC SB10 SB 10 31517.7808547467 -29.1995482087177 -9.76477818091471 ac.mlg non-clone AA2
KP0098_AC_SB10 KP0098 AC SB10 SB 10 31517.7901794491 -29.0110361492673 -9.61660107631254 clone 70_AH1 AH1
KP0099_AC_SB10 KP0099 AC SB10 SB 10 31520.7425328614 -26.8738262671639 -10.0012608239115 hu.mlg non-clone AH1
KP0100_AC_SB10 KP0100 AC SB10 SB 10 31520.8379464966 -27.6932380966808 -10.1177516535554 ac.mlg 92_AA2 AA2
KP0101_AC_SB10 KP0101 AC SB10 SB 10 31519.8833190393 -27.2404142040851 -9.67661681188651 ac.mlg non-clone AA2
KP0102_AC_SB10 KP0102 AC SB10 SB 10 31519.2997724876 -28.0089783178483 -9.87596282971631 ac.mlg 62_AA2 AA2
KP0103_AC_SB10 KP0103 AC SB10 SB 10 31519.2014073536 -28.1437953343371 -10.0237458343826 clone 62_AA2 AA2
KP0104_AC_SB10 KP0104 AC SB10 SB 10 31519.0477279802 -27.9522839417315 -9.85067411552293 ac.mlg 83_AA2 AA2
KP0105_AC_SB10 KP0105 AC SB10 SB 10 31519.0758210464 -27.7458266146987 -9.8842895367601 clone 62_AA2 AA2
KP0108_AC_SB10 KP0108 AC SB10 SB 10 31518.7232002742 -28.6031396253154 -10.3474543891999 lm.mlg non-clone AL2
KP0109_LM_SB10 KP0109 LM SB10 SB 10 31518.6649568316 -28.5902960393379 -10.5077197621739 ac.mlg non-clone AA2
KP0110_AC_SB10 KP0110 AC SB10 SB 10 31518.9394378717 -28.3980412932872 -9.96754006826744 clone 70_AH1 AH1
KP0111_AC_SB10 KP0111 AC SB10 SB 10 31518.8823192679 -28.3963901692462 -10.0069029259576 hu.mlg 70_AH1 AH1
KP0112_AC_SB10 KP0112 AC SB10 SB 10 31519.0913733602 -28.6024982592585 -10.2848114147654 ac.mlg non-clone AA2
KP0115_AC_SB10 KP0115 AC SB10 SB 10 31520.7163665463 -27.8055459230061 -10.3130677548757 clone 92_AA2 AA2
KP0116_AC_SB10 KP0116 AC SB10 SB 10 31521.6160076746 -27.7068776650248 -10.3445826964339 ac.mlg non-clone AA2
KP0117_AC_SB10 KP0117 AC SB10 SB 10 31527.5923091504 -27.5435726519842 -10.4622685191509 clone 81_AA2 AA2
KP0118_AC_SB10 KP0118 AC SB10 SB 10 31527.3584438448 -27.0269130001635 -10.321838610045 clone 56_AA2 AA2
KP0119_AC_SB10 KP0119 AC SB10 SB 10 31527.0013019188 -26.5369656458842 -9.92160370795404 clone 56_AA2 AA2
KP0120_AC_SB10 KP0120 AC SB10 SB 10 31527.3775972749 -26.9635798472234 -10.0020553784089 ac.mlg 56_AA2 AA2
KP0121_AC_SB10 KP0121 AC SB10 SB 10 31527.3270194539 -27.4453306936324 -10.3278135396298 ac.mlg non-clone AA2
KP0122_AC_SB10 KP0122 AC SB10 SB 10 31525.1495758657 -26.3550360960688 -9.85297926092325 ac.mlg non-clone AA2
KP0123_AC_SB10 KP0123 AC SB10 SB 10 31525.4428341808 -28.0763178117829 -10.1412795992128 ac.mlg non-clone AA2
KP0125_AC_SB10 KP0125 AC SB10 SB 10 31525.5926347282 -27.4323725972263 -10.2837110009536 ac.mlg non-clone AA2
KP0127_AC_SB10 KP0127 AC SB10 SB 10 31527.6808152408 -27.8190276209121 -10.4151347424447 ac.mlg 81_AA2 AA2
KP0129_AC_SB10 KP0129 AC SB10 SB 10 31527.267854203 -28.3770426247784 -10.7146414891157 ac.mlg non-clone AA2
KP0166_AC_SQ12 KP0166 AC SQ12 SQ 10 42881.9954486244 -28.9023731813062 -11.525593130249 clone 76_AA2 AA2
KP0181_AC_SQ12 KP0181 AC SQ12 SQ 10 42882.0966464025 -29.6937421320548 -11.3938611480534 ac.mlg non-clone AA2
KP0182_AC_SQ12 KP0182 AC SQ12 SQ 10 42882.0813964721 -29.6814251474337 -11.4449796659252 clone 35_AA2 AA2
KP0183_AC_SQ12 KP0183 AC SQ12 SQ 10 42881.9899541261 -29.5217786210813 -11.5591822717189 clone 71_AH1 AH1
KP0184_AC_SQ12 KP0184 AC SQ12 SQ 10 42881.9840227403 -29.5537717449091 -11.5294089680939 hu.mlg 71_AH1 AH1
KP0185_AC_SQ12 KP0185 AC SQ12 SQ 10 42882.0823402429 -29.5334640513203 -11.6823785021638 clone 35_AA2 AA2
KP0187_AC_SQ12 KP0187 AC SQ12 SQ 10 42882.5817831459 -29.2370812565455 -11.3887372296113 ac.mlg 51_AA2 AA2
KP0188_AC_SQ12 KP0188 AC SQ12 SQ 10 42882.6235539435 -29.1235755706024 -11.468241382509 clone 51_AA2 AA2
KP0189_AC_SQ12 KP0189 AC SQ12 SQ 10 42888.7496129795 -28.5185352167942 -12.5026248859588 ac.mlg non-clone AA2
KP0190_AC_SQ12 KP0190 AC SQ12 SQ 10 42888.7719895775 -28.8685526539165 -12.6616948977142 ac.mlg non-clone AA2
KP0192_AC_SQ12 KP0192 AC SQ12 SQ 10 42893.298973937 -26.8508450967355 -13.3823119054428 lm.mlg non-clone AL2
KP0193_AC_SQ12 KP0193 AC SQ12 SQ 10 42891.6333013958 -26.6946000625822 -12.8750762749961 clone 72_AA2 AA2
KP0196_AC_SQ12 KP0196 AC SQ12 SQ 10 42891.6953016915 -26.5045498122513 -12.5492243897016 clone 66_AA2 AA2
KP0197_AC_SQ12 KP0197 AC SQ12 SQ 10 42891.5479851797 -26.6107817730693 -12.4396338031431 ac.mlg 66_AA2 AA2
KP0198_AC_SQ12 KP0198 AC SQ12 SQ 10 42891.4536283792 -26.5995222781402 -12.3314619492719 clone 66_AA2 AA2
KP0199_AC_SQ12 KP0199 AC SQ12 SQ 10 42891.5659135115 -26.2430593701342 -12.5341698078471 clone 66_AA2 AA2
