Individual,Site,Loc,Depth,x,y,z
KP0613_LM_SB20,SB20,SB,20,31512.5781215569,-44.278938496246,-20.1521381939976
KP0614_LM_SB20,SB20,SB,20,31511.1853827687,-44.5549238941438,-20.3033459523516
KP0615_AC_SB20,SB20,SB,20,31511.9478567471,-45.0992887996852,-20.1707811030236
KP0616_LM_SB20,SB20,SB,20,31510.8078337817,-44.1668086201622,-20.3968949706113
KP0617_LM_SB20,SB20,SB,20,31511.5969598447,-45.3341097896297,-20.1751901819878
KP0618_LM_SB20,SB20,SB,20,31510.3503403988,-43.8404358316774,-19.7874258948923
KP0619_AC_SB20,SB20,SB,20,31511.3720977038,-45.1804988488453,-20.1283665678341
KP0620_LM_SB20,SB20,SB,20,31510.2235087313,-43.7215361701246,-19.9526575207502
KP0621_LM_SB20,SB20,SB,20,31511.2224874885,-44.943792819757,-20.2254428558716
KP0622_AC_SB20_X,SB20,SB,20,31509.9914098865,-43.9602553638374,-19.6415586519307
KP0623_LM_SB20,SB20,SB,20,31510.7621052189,-45.44,-20.3092282697706
KP0624_AC_SB20,SB20,SB,20,31510.0815953514,-43.4307852932448,-19.6679762215193
KP0625_AC_SB20_X,SB20,SB,20,31510.5966232317,-44.8177907051043,-19.732851654995
KP0626_AC_SB20,SB20,SB,20,31510.021413713,-43.2900010900822,-19.6452755625441
KP0627_AC_SB20_X,SB20,SB,20,31509.9940458737,-44.2613154585271,-19.6394079742694
KP0628_AC_SB20,SB20,SB,20,31509.8181325165,-43.1405166110514,-19.7123298476963
KP0629_LM_SB20,SB20,SB,20,31509.505091995,-43.9978605017077,-19.6116049727688
KP0630_AC_SB20,SB20,SB,20,31509.7529627743,-43.5320614765705,-19.6199112724963
KP0631_LM_SB20,SB20,SB,20,31509.2485462175,-44.4381029283517,-19.9498030882703
KP0632_AC_SB20,SB20,SB,20,31509.890112107,-43.2299875346816,-19.5737914250483
KP0633_AC_SB20,SB20,SB,20,31518.5584942797,-41.8430592563677,-19.972018754345
KP0634_LM_SB20_X,SB20,SB,20,31509,-43.5090001405808,-19.8510007676895
KP0635_AC_SB20,SB20,SB,20,31518.4702987693,-42.5121913203631,-20.1240966356492
KP0636_AC_SB20,SB20,SB,20,31518.7271650686,-41.3817061372218,-19.8235408374771
KP0637_LM_SB20,SB20,SB,20,31517.6921050969,-43.0279930823006,-20.2166969345577
KP0638_AC_SB20,SB20,SB,20,31518.4158304928,-41.3062897682205,-20.1043192937864
KP0639_LM_SB20,SB20,SB,20,31517.37430119,-42.9815978622868,-20.1239432154391
KP0640_AC_SB20,SB20,SB,20,31518.6238038574,-41.0295381043684,-20.295971636949
KP0641_LM_SB20,SB20,SB,20,31517.294155937,-43.2545800024156,-20.2209910830111
KP0642_AC_SB20,SB20,SB,20,31518.1421221543,-41.3434592192267,-20.0971977561925
KP0643_AC_SB20,SB20,SB,20,31517.1019714615,-43.6408646732013,-20.1655451473629
KP0644_AC_SB20,SB20,SB,20,31518.0256895597,-41.5561721853745,-20.2422863010747
KP0645_AC_SB20_X,SB20,SB,20,31515.6167662826,-43.4483173225498,-19.7311189201105
KP0646_AC_SB20,SB20,SB,20,31517.8428906665,-41.7788578367447,-20.0604893561319
KP0647_AC_SB20,SB20,SB,20,31515.2812947623,-44.1877789375503,-19.7041747386694
KP0648_AC_SB20,SB20,SB,20,31517.6805207577,-41.752854550974,-20.1658268886854
KP0649_AC_SB20,SB20,SB,20,31514.7599216928,-43.7530096247612,-19.9688992193252
KP0650_LM_SB20,SB20,SB,20,31516.597535174,-41.4618597464972,-20.0447162806885
KP0651_AC_SB20,SB20,SB,20,31514.6654198984,-43.9983612533509,-19.9098469019233
KP0652_AC_SB20,SB20,SB,20,31516.2486687117,-42.1662833531719,-19.9962857212554
KP0653_GR_X,X,X,,5.28818724377788,-0.153606889508577,1.78184113646293
KP0654_AC_SB20,SB20,SB,20,31516.007691399,-42.4415507655732,-19.9080011921599
KP0655_LM_SB20,SB20,SB,20,31514.6480997456,-44.998621473357,-20.0185858411377
KP0656_AC_SB20,SB20,SB,20,31516.0360641863,-42.1790383496564,-19.9778765645475
KP0657_LM_SB20,SB20,SB,20,31522.9898234152,-40.4033409935193,-20.2395809227119
KP0658_AC_SB20,SB20,SB,20,31515.8757015659,-41.9687190242873,-20.1879449271017
KP0659_LM_SB20,SB20,SB,20,31522.9605954559,-40.7034870355218,-20.1250261803284
KP0660_AC_SB20,SB20,SB,20,31516.1398699971,-41.7621267869752,-20.1352809475929
KP0661_AC_SB20,SB20,SB,20,31522.3901561007,-41.3876268034148,-20.3257072117473
KP0662_AC_SB20,SB20,SB,20,31515.0497105841,-41.916474979015,-19.4538342391538
KP0663_AC_SB20,SB20,SB,20,31522.058919059,-41.1269971868213,-20.0802780885792
KP0664_LM_SB20,SB20,SB,20,31515.0399771921,-43.1392300410228,-20.1566102047241
KP0665_AC_SB20,SB20,SB,20,31521.5604506106,-40.9359703152249,-19.9503669733647
KP0666_LM_SB20,SB20,SB,20,31514.6856384894,-43.1089823714784,-20.0921560950901
KP0667_AC_SB20_X,SB20,SB,20,31521.4120990811,-41.2410894274324,-19.9116157397811
KP0668_AC_SB20,SB20,SB,20,31514.2474906693,-43.0402995547515,-20.0176422444952
KP0669_AC_SB20_X,SB20,SB,20,31521.3184448412,-41.1495345160403,-19.8920894915974
KP0670_LM_SB20,SB20,SB,20,31514.0489295296,-43.1024115301915,-20.1272309979871
KP0671_AC_SB20_X,SB20,SB,20,31521.1560800575,-41.0424271730189,-19.9541752957497
KP0672_AC_SB20,SB20,SB,20,31514.1914328984,-43.5820412162875,-19.7943409719279
KP0673_AC_SB20_X,SB20,SB,20,31521.2250820705,-41.1709884151499,-19.9897345761304
KP0674_AC_SB20,SB20,SB,20,31514.0037611759,-43.5195152894262,-19.8028532352902
KP0676_LM_SB20,SB20,SB,20,31522.4970812984,-39.4438993428814,-20.2665266837549
KP0678_AC_SB20,SB20,SB,20,31522.3709858361,-40.1332715985926,-20.3270284588862
KP0679_AC_SB20,SB20,SB,20,31526.097475472,-37.9216667873518,-19.9220207222944
KP0680_LM_SB20,SB20,SB,20,31521.7630127408,-40.5452043378865,-20.3059065666673
KP0681_AC_SB20,SB20,SB,20,31526.047089089,-38.1630386503621,-19.959570434282
KP0682_LM_SB20,SB20,SB,20,31521.8264903371,-40.0468935761036,-20.2275069095633
KP0683_AC_SB20,SB20,SB,20,31525.7211897288,-37.9839684772032,-20.0967839983493
KP0684_LM_SB20,SB20,SB,20,31522.6846645501,-40.4415593036759,-20.2244344312978
KP0685_AC_SB20,SB20,SB,20,31526.055122743,-39.1003777419226,-20.0064879673223
KP0686_AC_SB20,SB20,SB,20,31519.7951461203,-40.0004013855604,-19.9861369604237
KP0687_AC_SB20,SB20,SB,20,31525.8981049423,-38.8745270040087,-20.1065268767891
KP0688_AC_SB20,SB20,SB,20,31519.7947897593,-40.759497045737,-19.8586482627836
KP0689_AC_SB20,SB20,SB,20,31525.5790830191,-39.0848222015932,-19.9389201584551
KP0690_AC_SB20,SB20,SB,20,31519.5540101643,-41.1872598531613,-19.7908924334204
KP0691_AC_SB20,SB20,SB,20,31525.4045930299,-39.0786182971038,-19.8589937131927
KP0692_AC_SB20,SB20,SB,20,31520.3436957411,-41.0753865410067,-19.9252504136353
KP0693_AC_SB20,SB20,SB,20,31525.4198781123,-39.2930240468436,-20.0567139519358
KP0694_LM_SB20,SB20,SB,20,31520.9482200496,-41.9147648933594,-20.5613490140251
KP0695_AC_SB20,SB20,SB,20,31525.3001777331,-38.9867876042639,-19.9847110293816
KP0696_AC_SB20,SB20,SB,20,31520.5069657741,-41.5437365700559,-19.9383936111549
KP0697_AC_SB20,SB20,SB,20,31525.1051281076,-39.0156427870181,-20.0975627141354
KP0698_AC_SB20,SB20,SB,20,31519.7188218896,-41.4258544962934,-19.9523781115575
KP0699_AC_SB20,SB20,SB,20,31525.0237299166,-39.1292916790573,-20.125894350712
KP0700_LM_SB20,SB20,SB,20,31519.7057994858,-41.7505301358014,-20.2298063482167
KP0702_AC_SB20,SB20,SB,20,31527.5558955276,-39.3105041974241,-19.8710920163467
KP0703_AC_SB20,SB20,SB,20,31524.6155028506,-38.8860776964392,-20.21741849184
KP0704_AC_SB20,SB20,SB,20,31527.0729607858,-39.2427863558747,-20.0353765235851
KP0705_AC_SB20_X,SB20,SB,20,31524.5786530724,-39.1751488995072,-20.1210275639585
KP0706_LM_SB20,SB20,SB,20,31526.4613346926,-39.2260470100357,-20.2767079920242
KP0707_LM_SB20,SB20,SB,20,31524.4009092726,-38.6497766264636,-20.3956440632555
KP0708_AC_SB20,SB20,SB,20,31526.6512106538,-39.4890062193947,-20.0642951537374
KP0709_AC_SB20,SB20,SB,20,31524.2487293246,-38.5352470182658,-20.1540686991159
KP0710_AC_SB20,SB20,SB,20,31526.2759038463,-39.4118211645954,-20.1709220582189
KP0711_AC_SB20,SB20,SB,20,31523.8466231788,-38.4976626997118,-19.9754857045641
KP0712_AC_SB20,SB20,SB,20,31525.8641493909,-39.3859157577761,-20.0295715904017
KP0714_AC_SB20,SB20,SB,20,31525.6062888942,-40.1948399619619,-20.1261184079178
KP0715_LM_SB20,SB20,SB,20,31523.9627398853,-40.1385754072206,-20.4577289426749
KP0716_LM_SB20,SB20,SB,20,31524.372847432,-39.7853434158242,-20.042921829962
KP0717_AC_SB20,SB20,SB,20,31532.9644185726,-37.6470562321957,-19.4034867542525
KP0718_LM_SB20,SB20,SB,20,31523.9276015951,-40.3967761258469,-20.3752194858156
KP0719_AC_SB20,SB20,SB,20,31532.3101381902,-37.8316248219458,-19.4254901420394
KP0720_AC_SB20,SB20,SB,20,31532.8414060483,-36.9335241215891,-19.5833088761566
KP0721_AC_SB20,SB20,SB,20,31532.3644973493,-37.506540148225,-19.4479561913583
KP0722_AC_SB20,SB20,SB,20,31532.1365775444,-37.4131626759524,-19.5415227685876
KP0723_AC_SB20,SB20,SB,20,31531.8685152244,-37.8863272699426,-19.7578893550433
KP0724_AC_SB20,SB20,SB,20,31531.9374032378,-37.1026133658078,-19.8421651490736
KP0725_LM_SB20,SB20,SB,20,31531.9259858614,-38.6902469663289,-19.9751517988598
KP0726_AC_SB20,SB20,SB,20,31531.9323657313,-37.6555702819559,-19.8848376388632
KP0727_AC_SB20,SB20,SB,20,31531.5531489998,-38.6534629346749,-19.8215010696951
KP0728_AC_SB20,SB20,SB,20,31531.517966061,-37.1118995183892,-19.8363461451582
KP0729_LM_SB20,SB20,SB,20,31529.5580416753,-39.1240003855558,-20.2242543470708
KP0730_AC_SB20,SB20,SB,20,31531.675296816,-37.6569605795294,-19.9343180820253
KP0731_LM_SB20,SB20,SB,20,31529.2897104764,-39.3392972460693,-20.4482073523827
KP0732_LM_SB20,SB20,SB,20,31531.3065087731,-37.4771576853273,-19.9639764898281
KP0733_LM_SB20,SB20,SB,20,31529.4319796379,-39.6377767871777,-20.267155836047
KP0734_AC_SB20,SB20,SB,20,31530.8674578975,-37.3373387237624,-19.6188783450439
KP0736_AC_SB20,SB20,SB,20,31530.2331867731,-37.1899621435845,-19.6056304987089
KP0217_AC_SQ20,SQ20,SQ,20,42884.3111894366,-45.5686812068115,-20.0302711471273
KP0218_AC_SQ20,SQ20,SQ,20,42882.1406364513,-45.6761262061186,-20.068715666564
KP0219_AC_SQ20,SQ20,SQ,20,42881.7335831135,-45.7110251321153,-20.2172689278487
KP0220_AC_SQ20,SQ20,SQ,20,42881.6814546055,-45.5166754836736,-20.1409996898829
KP0221_AC_SQ20,SQ20,SQ,20,42881.6523701593,-45.4893912472622,-20.1650229883078
KP0222_AC_SQ20,SQ20,SQ,20,42881.433548201,-46.055412066448,-19.7328327547852
KP0224_AC_SQ20,SQ20,SQ,20,42880.030517432,-46.6152578580594,-20.2874872527351
KP0225_AC_SQ20,SQ20,SQ,20,42880,-46.9238507462399,-20.1708110344804
KP0226_AC_SQ20,SQ20,SQ,20,42880.1659997013,-46.8005556737841,-20.1462641734264
KP0227_AC_SQ20,SQ20,SQ,20,42880.3957472517,-46.8077096102909,-19.8631973443113
KP0228_AC_SQ20,SQ20,SQ,20,42880.6067532832,-46.5807276765008,-19.7500131717303
KP0229_AC_SQ20,SQ20,SQ,20,42880.6587623691,-46.4691386263781,-19.8793800357808
KP0230_AC_SQ20,SQ20,SQ,20,42880.905643935,-46.5613772544926,-19.7951661731634
KP0231_AC_SQ20,SQ20,SQ,20,42881.4295280249,-46.1287003973596,-19.6773481895172
KP0232_AC_SQ20,SQ20,SQ,20,42881.442044538,-46.2920068328086,-19.7198532249977
KP0233_AC_SQ20,SQ20,SQ,20,42881.5124882535,-46.2044366910151,-19.8141711238814
KP0234_LM_SQ20,SQ20,SQ,20,42882.6566297841,-47.0188292190053,-20.0315601275321
KP0235_AC_SQ20,SQ20,SQ,20,42883.5668326443,-46.8261348278145,-19.7288102331634
KP0236_AC_SQ20,SQ20,SQ,20,42883.6972983371,-46.2671924096877,-20.0487625738825
KP0237_AC_SQ20,SQ20,SQ,20,42890.3639358523,-46.1741355464472,-19.9149916820366
KP0238_AC_SQ20,SQ20,SQ,20,42890.3547493584,-46.3064638882958,-19.9055067275628
KP0239_AC_SQ20,SQ20,SQ,20,42890.3550548131,-46.3931172562823,-19.8739775423577
KP0240_AC_SQ20,SQ20,SQ,20,42890.2631280474,-46.1948131640021,-19.93475372755
KP0241_AC_SQ20,SQ20,SQ,20,42888.7670323761,-45.5552586886892,-20.1682676513771
KP0242_AC_SQ20,SQ20,SQ,20,42888.0522129077,-45.4584361118727,-20.2008185287235
KP0243_AC_SQ20,SQ20,SQ,20,42888.4167974,-46.7842823303673,-20.4592295197974
KP0223_AC_SQ20,SQ20,SQ,20,42881.37801796,-46.0763786035126,-19.8649093871404
KP0212_AC_SQ20_X,SQ20,SQ,20,42884.5567470424,-45.7553399279387,-20.0546870511398
KP0213_AC_SQ20,SQ20,SQ,20,42884.6164596404,-45.6039090393578,-19.9336632855416
KP0215_AC_SQ20,SQ20,SQ,20,42884.5276488983,-45.7573116938152,-19.9984337674649
KP0214_AC_SQ20,SQ20,SQ,20,42884.4415354957,-45.5023125910005,-19.9270947639641
KP0216_AC_SQ20,SQ20,SQ,20,42884.4271619913,-45.7100445055631,-19.9190207389936
KP0248_AC_SQ20,SQ20,SQ,20,42898.1634200479,-44.7700202564794,-19.9942986721426
KP0250_AC_SQ20,SQ20,SQ,20,42897.8379880972,-44.8831380697729,-19.8895898577292
KP0251_AC_SQ20,SQ20,SQ,20,42897.7696708729,-44.8349278036173,-19.9661116707577
KP0252_LM_SQ20,SQ20,SQ,20,42899.0449115205,-46.7802536723015,-20.2511387142456
KP0253_LM_SQ20,SQ20,SQ,20,42905.4762955032,-45.7847104438453,-19.9482051035636
KP0254_LM_SQ20,SQ20,SQ,20,42905.4012264061,-45.6334940083884,-19.9206724598184
KP0255_AC_SQ20,SQ20,SQ,20,42904.9689221089,-45.327935380757,-20.1611414988228
KP0256_AC_SQ20,SQ20,SQ,20,42904.8701895902,-45.2225220684906,-20.120896212393
KP0257_AC_SQ20,SQ20,SQ,20,42904.2036188479,-45.6052878045468,-20.3937399581053
KP0259_AC_SQ20,SQ20,SQ,20,42904.259368852,-45.2878964826519,-20.395157374775
KP0260_AC_SQ20,SQ20,SQ,20,42904.0675343385,-45.7433048304916,-20.2986889639844
KP0261_AC_SQ20,SQ20,SQ,20,42904.0223318316,-45.7245042818093,-20.2972396741048
KP0262_AC_SQ20,SQ20,SQ,20,42903.9336140267,-45.7283755067152,-20.3391549632312
KP0263_AC_SQ20,SQ20,SQ,20,42904.0353488032,-45.6768544909929,-20.340262715122
KP0265_AC_SQ20,SQ20,SQ,20,42901.9981101017,-45.9977407410073,-19.9356457836208
KP0266_AC_SQ20,SQ20,SQ,20,42901.8824325127,-45.9411475186301,-19.7535160194335
KP0267_AC_SQ20,SQ20,SQ,20,42901.8824795426,-45.8624325913625,-19.7881380969324
KP0268_AC_SQ20_X,SQ20,SQ,20,42901.8209481919,-45.9205815554589,-19.7431796134589
KP0271_AC_SQ20_X,SQ20,SQ,20,42901.7088491445,-45.9790813900726,-19.7609640851755
KP0270_AC_SQ20,SQ20,SQ,20,42901.7155878177,-45.9333119016951,-19.7595232569739
KP0272_AC_SQ20,SQ20,SQ,20,42901.5645851748,-45.2287267510346,-19.9064728992243
KP0273_AC_SQ20,SQ20,SQ,20,42901.5028214572,-45.2872550060242,-19.8438717215414
KP0274_AC_SQ20,SQ20,SQ,20,42901.284884051,-45.1170616441905,-19.8589261618949
KP0275_AC_SQ20,SQ20,SQ,20,42901.2175031141,-45.2081197769148,-19.8221945047347
KP0276_AC_SQ20,SQ20,SQ,20,42901.188269849,-45.3165284181866,-19.8391163362593
KP0277_AC_SQ20,SQ20,SQ,20,42901.1324554168,-45.152924779946,-19.8662248385873
KP0278_AC_SQ20,SQ20,SQ,20,42900.8565045746,-46.5281099129491,-19.8094365061273
KP0280_AC_SQ20,SQ20,SQ,20,42901.0332454842,-46.5768258255904,-19.6895748370661
KP0279_AC_SQ20,SQ20,SQ,20,42900.9147145394,-46.4063487772077,-19.7004017966119
KP0281_AC_SQ20,SQ20,SQ,20,42901.0866530445,-46.5538879145775,-19.7361682226037
KP0282_LM_SQ20,SQ20,SQ,20,42903.4848235716,-46.7946401149335,-20.3927229122856
KP0285_LM_SQ20,SQ20,SQ,20,42905.3998804854,-46.20578956652,-20.3367777868786
KP0286_AC_SQ20,SQ20,SQ,20,42905.8297703355,-46.6113276583331,-19.8296705278206
KP0283_AC_SQ20_X,SQ20,SQ,20,42904.1456226963,-47.1081382686703,-20.3032948542978
KP0284_AC_SQ20_X,SQ20,SQ,20,42904.1564957347,-47.155,-20.2752757908277
KP0264_AC_SQ20_X,SQ20,SQ,20,42901.9725605162,-46.0100212580268,-20.0155182088213
KP0269_AC_SQ20,SQ20,SQ,20,42901.7796128086,-45.9550059103687,-19.7396715154575
KP0249_LM_SQ20,SQ20,SQ,20,42898.0830111309,-44.6485476462114,-20.1308797250129
KP0258_AC_SQ20,SQ20,SQ,20,42904.146097405,-45.5997280403191,-20.4232459527893
KP0950_AC_WP05,WP05,WP,05,1.65262424301993,0.462670610585408,-4.92712602750216
KP0952_HU_WP05,WP05,WP,05,1.12888877305336,0.853845042782993,-4.80878018167351
KP0954_HU_WP05,WP05,WP,05,1.06607964255405,0.902563785029955,-4.73097116267977
KP0955_HU_WP05,WP05,WP,05,1.04599047875003,0.877410531383052,-4.71246288145594
KP0956_HU_WP05,WP05,WP,05,0.980617781701536,0.866560945745728,-4.67546860043091
KP0957_HU_WP05,WP05,WP,05,1.04619328550369,0.951884834252092,-4.73651948769638
KP0958_HU_WP05,WP05,WP,05,0.898669977319646,0.81088199527917,-4.69264781058956
KP0959_HU_WP05,WP05,WP,05,0.690975402553329,0.684223761456826,-4.79409570688928
KP0960_HU_WP05,WP05,WP,05,0.68811742612802,0.481916251836423,-4.7872603271253
KP0961_HU_WP05,WP05,WP,05,0.343015521358829,0.890731151786402,-4.91565446433572
KP0962_AC_WP05,WP05,WP,05,0.342478154720119,0.947639943441208,-4.86585004397219
KP0963_HU_WP05,WP05,WP,05,0,0.490103121620337,-5.01445390361339
KP0964_HU_WP05,WP05,WP,05,1.27701845162907,0.217429067341244,-4.85999513512354
KP0965_AC_WP05,WP05,WP,05,1.49629303124057,0.166902307357514,-4.86675573061743
KP0966_AC_WP05,WP05,WP,05,1.47044805579936,0,-4.97033266074311
KP0967_AC_WP05_X,WP05,WP,05,3.39817505292056,0.359438846609485,-5.1184252633894
KP0968_HU_WP05,WP05,WP,05,3.92160805082738,0.65732413347832,-5.16410621719071
KP0969_HU_WP05,WP05,WP,05,5.64713526145461,2.19577629364149,-5.22773844747492
KP0970_HU_WP05,WP05,WP,05,4.61522117417858,1.57425178233554,-5.19105810741334
KP0971_HU_WP05,WP05,WP,05,4.61344136181677,1.72479939543152,-5.13682425199081
KP0972_HU_WP05,WP05,WP,05,4.36793085511389,1.74954122342142,-5.15748564438062
KP0973_HU_WP05,WP05,WP,05,6.648807811945,1.80017768146034,-5.32753938190129
KP0974_AC_WP05,WP05,WP,05,9.31723256366048,2.63289532225671,-4.94999717483489
KP0975_AC_WP05,WP05,WP,05,9.16627682708528,2.97859424631889,-5.14240301951634
KP0976_AC_WP05,WP05,WP,05,8.94831631091752,2.97350153399006,-5.16231822385558
KP0977_AC_WP05,WP05,WP,05,9.05173865897491,2.90087349181796,-5.11705613680776
KP0978_AC_WP05,WP05,WP,05,12.1045385018251,1.71534926198632,-5.39330047312017
KP0979_HU_WP05,WP05,WP,05,18.353552185639,4.50601743905124,-4.97307467396045
KP0980_HU_WP05,WP05,WP,05,15.797784851353,3.64740804183769,-4.97267603972296
KP0981_AC_WP05,WP05,WP,05,15.7934118952198,3.46087743651954,-5.07237691176433
KP0982_AC_WP05,WP05,WP,05,16.4095520691252,3.22301001016752,-5.13023397875901
KP0983_AC_WP05,WP05,WP,05,19.2872493934393,3.90090218946753,-4.9054836325356
KP0984_HU_WP05,WP05,WP,05,19.5821121844634,3.95225277298188,-4.94719052887509
KP0985_HU_WP05,WP05,WP,05,19.607927139303,3.96317621127884,-5.04903390168407
KP0986_HU_WP05,WP05,WP,05,21.4586825917266,3.49771917044112,-5.10938040878881
KP0987_HU_WP05,WP05,WP,05,22.5871159567185,3.32094732318551,-5.0841185963523
KP0988_AC_WP05,WP05,WP,05,9.27326324486766,2.21927699999463,-5.00087381712886
KP0989_AC_WP05,WP05,WP,05,11.733399507576,1.75641167280106,-5.30893104410449
KP0739_HU_WP10,WP10,WP,10,6.00117721999922,-29.0812692557102,-9.8251029127717
KP0740_HU_WP10,WP10,WP,10,6.23178138395618,-28.1320595652388,-9.848602926615
KP0741_AC_WP10,WP10,WP,10,5.71905885686012,-29.3636465698941,-10.1957108694285
KP0742_AC_WP10,WP10,WP,10,5.0747331774554,-28.3059200557495,-10.398516971997
KP0743_AC_WP10,WP10,WP,10,5.48625516392944,-29.0970237390358,-10.0638326909961
KP0744_HU_WP10,WP10,WP,10,5.08829285683248,-27.5256654390564,-10.3662103624857
KP0745_AC_WP10_X,WP10,WP,10,5.49596558221845,-29.1707726681998,-10.4436249169339
KP0746_AC_WP10,WP10,WP,10,4.96287156265344,-27.716838638443,-10.6887538923619
KP0747_AC_WP10,WP10,WP,10,5.14626561871695,-29.2984617816368,-10.7910096222674
KP0748_AC_WP10,WP10,WP,10,3.67943419348146,-28.2681027964011,-10.4206540862708
KP0749_AC_WP10,WP10,WP,10,4.58451500340667,-29.0323840295215,-10.3242215237624
KP0750_AC_WP10,WP10,WP,10,3.41112388858903,-27.9981082809465,-10.0644502568451
KP0751_AC_WP10,WP10,WP,10,4.5908449111052,-29.4911007006976,-10.7196738750321
KP0752_AC_WP10,WP10,WP,10,3.43220574482168,-28.0022909867536,-10.2615434506807
KP0753_AC_WP10_X,WP10,WP,10,3.48202383154435,-29.8557894745244,-10.9114267894058
KP0754_LM_WP10,WP10,WP,10,1.58274147054968,-27.4143925057435,-11.1372038852828
KP0755_AC_WP10,WP10,WP,10,2.93170882724283,-29.9497233772644,-10.0718573463528
KP0756_AC_WP10,WP10,WP,10,1.94036548633876,-27.7089120822866,-10.5448127045843
KP0757_AC_WP10,WP10,WP,10,2.60343722119311,-30,-9.95535119708641
KP0758_AC_WP10,WP10,WP,10,1.71630939980194,-27.5630621854961,-10.0132497289107
KP0759_AC_WP10,WP10,WP,10,2.44020253181327,-29.4634252844096,-10.3678274037061
KP0760_AC_WP10,WP10,WP,10,1.456369768255,-27.5997755674896,-9.76020580150762
KP0761_AC_WP20,WP20,WP,20,13.1498961462048,-47.3603030233487,-24.3764169421945
KP0762_AC_WP10,WP10,WP,10,1.2106103424986,-27.6279723556891,-9.42392035324943
KP0763_LM_WP10,WP10,WP,10,0.573453547110757,-28.7178035341254,-10.8785439715157
KP0764_HU_WP10,WP10,WP,10,1.52697999772718,-27.1953489315931,-9.96766561817062
KP0765_AC_WP10,WP10,WP,10,1.14026463367882,-28.2726252016035,-9.55738235669931
KP0766_AC_WP10,WP10,WP,10,0.983344159452153,-27.4923598475659,-9.66460033501528
KP0767_AC_WP10,WP10,WP,10,0.866780522761896,-28.1467520175941,-9.43785488284962
KP0768_HU_WP10,WP10,WP,10,1.20216736342288,-27.1946092628643,-9.88377017182798
KP0769_AC_WP10,WP10,WP,10,0.782967196349907,-28.1218230993568,-9.21238241327636
KP0770_AC_WP10,WP10,WP,10,0.948626857482732,-27.687662541463,-9.27957292961999
KP0771_AC_WP10,WP10,WP,10,0.463082630455279,-28.1593513277149,-9.71655645785491
KP0772_AC_WP10,WP10,WP,10,0.749272398201017,-27.2765349634503,-9.57143131626532
KP0773_AC_WP10,WP10,WP,10,0,-28.4618839018615,-9.9547778565205
KP0774_AC_WP10,WP10,WP,10,0.856336022167297,-27.0847959320579,-9.81366204670907
KP0775_HU_WP10,WP10,WP,10,0.588539004744248,-28.3092042301107,-9.83667379421709
KP0777_AC_WP10,WP10,WP,10,2.04240055045394,-29.2490117093305,-10.4810278159696
KP0778_AC_WP10,WP10,WP,10,10.9920910923271,-27.2394025846156,-9.87131919383883
KP0779_AC_WP10,WP10,WP,10,1.74389083607185,-29.4644901494363,-10.5929043906299
KP0780_AC_WP10,WP10,WP,10,10.7844951715385,-27.3898271569394,-9.96445612561059
KP0781_AC_WP10,WP10,WP,10,1.79313694814119,-28.9732592318796,-10.7244122286485
KP0782_AC_WP10,WP10,WP,10,10.2724315093262,-27.442762213209,-9.74171277854298
KP0783_HU_WP10,WP10,WP,10,1.37451352396187,-28.0475311115254,-9.50433574299193
KP0784_AC_WP10,WP10,WP,10,10.5486572619725,-27.3667649412225,-9.92103395762928
KP0785_AC_WP10,WP10,WP,10,1.01339748204474,-27.8976095596695,-9.23292653160425
KP0786_HU_WP10,WP10,WP,10,10.6833802878435,-26.9562301477802,-10.0014337379628
KP0787_AC_WP10,WP10,WP,10,11.1395809539724,-27.5907292539588,-9.95046088415845
KP0788_AC_WP10,WP10,WP,10,10.3771576180024,-27.3116699347253,-9.78969783321372
KP0789_HU_WP10,WP10,WP,10,10.9243181336413,-27.521565506002,-9.90562446728684
KP0790_AC_WP10,WP10,WP,10,10.6353331415594,-27.1861744015952,-9.94708920395898
KP0791_AC_WP10,WP10,WP,10,10.6783221371108,-28.080460513247,-10.0495645491296
KP0792_AC_WP10,WP10,WP,10,10.0805203453732,-26.7885756762953,-9.71026228808496
KP0793_AC_WP10,WP10,WP,10,10.6626166808808,-28.0740593799687,-10.343643085912
KP0794_AC_WP10,WP10,WP,10,10.1011178867941,-27.1886128997833,-9.82846718197005
KP0795_LM_WP10,WP10,WP,10,10.3157198606352,-28.2537526847781,-10.5125763458274
KP0796_AC_WP10_X,WP10,WP,10,9.87334569422323,-27.3163986353544,-9.87714725606006
KP0797_AC_WP10,WP10,WP,10,10.3853140083446,-28.1013315141233,-10.3568998234455
KP0798_HU_WP10_X,WP10,WP,10,9.93752960801393,-27.3194378769602,-9.80809700554724
KP0799_AC_WP10,WP10,WP,10,10.2623763931385,-27.968119503735,-10.0435920189691
KP0800-X_AC_WP10,WP10,WP,10,9.83537704403528,-27.4696055042082,-9.75885191069058
KP0800_AC_WP10,WP10,WP,10,9.96753403683814,-27.3326248993699,-9.72985361669272
KP0801_AC_WP10,WP10,WP,10,10.0556606507772,-27.8110809432028,-9.94600081036564
KP0802_AC_WP10,WP10,WP,10,9.82155565891523,-27.5252804818561,-9.92310995878672
KP0803_HU_WP10,WP10,WP,10,10.1850690496335,-28.3244822213495,-10.4415666657785
KP0804_AC_WP10,WP10,WP,10,9.74291681340295,-27.5307084799087,-9.92289799172277
KP0805_HU_WP10,WP10,WP,10,9.71880489794061,-28.2481126342547,-10.1302706684675
