,x,y,z,p
KP0251_AC_SQ20,1.1327660988974015,1.4580933446130149,-1.3954726372363238,1.0
KP0252_LM_SQ20,-0.8125598255288575,0.182852782046074,-1.6804996807242185,1.0
KP0253_LM_SQ20,0.1829831218051689,-6.248531244154528,-1.3775660700422323,1.0
KP0254_LM_SQ20,0.3341995605433886,-6.173462153693947,-1.3500334262970424,1.0
KP0255_AC_SQ20,0.6397582070713015,-5.741157869850928,-1.5905024653014945,1.0
KP0256_AC_SQ20,0.7451715236533271,-5.642425355789237,-1.5502571788716704,1.0
KP0257_AC_SQ20,0.36240581673362976,-4.975854596753111,-1.8231009245839411,1.0
KP0259_AC_SQ20,0.6797971361916488,-5.031604614710205,-1.8245183412536894,1.0
KP0260_AC_SQ20,0.2243887967372583,-4.8397700812208635,-1.7280499304630474,1.0
KP0261_AC_SQ20,0.24318934739537748,-4.79456757521013,-1.7266006405834857,1.0
KP0262_AC_SQ20,0.2393181263674617,-4.705849770098002,-1.768515929709889,1.0
KP0263_AC_SQ20,0.29083913764279956,-4.807584548895705,-1.7696236816006081,1.0
KP0265_AC_SQ20,-0.030047023321877857,-2.7703458333730846,-1.3650067500994512,1.0
KP0266_AC_SQ20,0.026546204111696187,-2.6546682468520597,-1.1828769859121921,1.0
KP0267_AC_SQ20,0.1052611313772413,-2.6547152802064256,-1.2174990634111045,1.0
KP0268_AC_SQ20_X,0.04711216997043842,-2.5931839269169568,-1.172540579937585,1.0
KP0271_AC_SQ20_X,-0.011387659743237851,-2.481084876990558,-1.1903250516541761,1.0
KP0270_AC_SQ20,0.03438182833967722,-2.4878235522128738,-1.1888842234525205,1.0
KP0272_AC_SQ20,0.7389669856005968,-2.336820940061813,-1.33583386570296,1.0
KP0273_AC_SQ20,0.6804387333107437,-2.275057219882714,-1.2732326880200735,1.0
KP0274_AC_SQ20,0.8506321046707803,-2.0571198211154456,-1.2882871283735535,1.0
KP0275_AC_SQ20,0.7595739748916859,-1.9897388802996105,-1.2515554712133652,1.0
KP0276_AC_SQ20,0.6511653348977167,-1.9605056104217675,-1.2684773027379663,1.0
KP0277_AC_SQ20,0.8147689755780153,-1.904691185388852,-1.2955858050659057,1.0
KP0278_AC_SQ20,-0.5604161453629227,-1.6287402831057434,-1.2387974726059696,1.0
KP0280_AC_SQ20,-0.6091320657297525,-1.8054811905690429,-1.1189358035447872,1.0
KP0279_AC_SQ20,-0.4386550121659561,-1.6869502531861873,-1.1297627630905427,1.0
KP0281_AC_SQ20,-0.5861941570513907,-1.8588887517990977,-1.1655291890823094,1.0
KP0282_LM_SQ20,-0.8269464622338377,-4.257059268392715,-1.8220838787642144,1.0
KP0285_LM_SQ20,-0.238095997529364,-6.172116207910906,-1.766138753357226,1.0
KP0286_AC_SQ20,-0.6436341081333823,-6.602006040375624,-1.2590314942992336,1.0
KP0283_AC_SQ20_X,-1.1404446448548122,-4.917858379452918,-1.732655820776417,1.0
KP0284_AC_SQ20_X,-1.1873063766597682,-4.928731415801278,-1.7046367573063648,1.0
KP0264_AC_SQ20_X,-0.04232753922454666,-2.7447962473356133,-1.444879175299956,1.0
KP0269_AC_SQ20,0.012687816867508495,-2.5518485421337926,-1.1690324819361866,1.0
KP0249_LM_SQ20,1.31914624260693,1.1447530784460347,-1.56024069149154,1.0
KP0258_AC_SQ20,0.3679655834756398,-4.918333154102347,-1.8526069192679064,1.0
