Sample,Pop,Groups
KP0289_AC_WP20,AC_WP20,235
KP0291_AC_WP20,AC_WP20,283
KP0292_AC_WP20,AC_WP20,240
KP0294_AC_WP20,AC_WP20,155
KP0296_AC_WP20,AC_WP20,200
KP0299_AC_WP20,AC_WP20,200
KP0300_AC_WP20,AC_WP20,200
KP0301_AC_WP20,AC_WP20,171
KP0303_AC_WP20,AC_WP20,180
KP0304_AC_WP20,AC_WP20,180
KP0305_AC_WP20,AC_WP20,244
KP0311_AC_WP20,AC_WP20,22
KP0314_AC_WP20,AC_WP20,158
KP0317_AC_WP20,AC_WP20,156
KP0323_AC_WP20,AC_WP20,159
KP0324_AC_WP20,AC_WP20,159
KP0325_AC_WP20,AC_WP20,159
KP0326_AC_WP20,AC_WP20,208
KP0327_AC_WP20,AC_WP20,159
KP0329_AC_WP20,AC_WP20,211
KP0331_AC_WP20,AC_WP20,113
KP0332_AC_WP20,AC_WP20,113
KP0334_AC_WP20,AC_WP20,113
KP0335_AC_WP20,AC_WP20,185
KP0336_AC_WP20,AC_WP20,185
KP0337_AC_WP20,AC_WP20,185
KP0340_AC_WP20,AC_WP20,290
KP0346_AC_WP20,AC_WP20,225
KP0347_AC_WP20,AC_WP20,19
KP0349_LM_WP20,LM_WP20,164
KP0352_AC_WP20,AC_WP20,164
KP0354_AC_WP20,AC_WP20,164
KP0355_AC_WP20,AC_WP20,165
KP0360_AC_WP20,AC_WP20,201
KP0361_LM_WP20,LM_WP20,201
KP0362_AC_WP20,AC_WP20,201
KP0363_AC_WP20,AC_WP20,201
KP0365_AC_WP20,AC_WP20,117
KP0367_AC_WP20,AC_WP20,117
KP0368_AC_WP20,AC_WP20,278
KP0369_AC_WP20,AC_WP20,8
KP0372_AC_WP20,AC_WP20,186
KP0373_AC_WP20,AC_WP20,8
KP0374_AC_WP20,AC_WP20,130
KP0379_AC_WP20,AC_WP20,5
KP0382_AC_WP20,AC_WP20,141
KP0383_AC_WP20,AC_WP20,141
KP0384_AC_WP20,AC_WP20,159
KP0385_AC_WP20,AC_WP20,124
KP0386_AC_WP20,AC_WP20,124
KP0388_AC_WP20,AC_WP20,124
KP0389_AC_WP20,AC_WP20,124
KP0390_AC_WP20,AC_WP20,124
KP0392_AC_WP20,AC_WP20,4
KP0393_AC_WP20,AC_WP20,4
KP0394_AC_WP20,AC_WP20,4
KP0395_AC_WP20,AC_WP20,4
KP0396_AC_WP20,AC_WP20,4
KP0398_AC_WP20,AC_WP20,4
KP0399_LM_WP20,LM_WP20,20
KP0405_AC_WP20,AC_WP20,284
KP0406_NA_NANA,NA_NANA,118
KP0407_AC_CA05,AC_CA05,107
KP0408_AC_CA05,AC_CA05,306
KP0409_AC_CA05,AC_CA05,253
KP0424_AC_CA05,AC_CA05,279
KP0431_HU_CA05,HU_CA05,320
KP0441_AC_CA05,AC_CA05,266
KP0450_AC_WP20,AC_WP20,217
KP0452_AC_WP20,AC_WP20,18
KP0454_AC_WP20,AC_WP20,273
KP0457_AC_WP20,AC_WP20,203
KP0461_AC_WP20,AC_WP20,127
KP0462_AC_WP20,AC_WP20,127
KP0463_AC_WP20,AC_WP20,6
KP0464_AC_WP20,AC_WP20,197
KP0467_AC_WP20,AC_WP20,181
KP0468_AC_WP20,AC_WP20,181
KP0470_AC_WP20,AC_WP20,125
KP0471_AC_WP20,AC_WP20,182
KP0475_AC_WP20,AC_WP20,173
KP0477_AC_WP20,AC_WP20,173
KP0479_AC_WP20,AC_WP20,226
KP0481_AC_WP20,AC_WP20,124
KP0484_AC_WP20,AC_WP20,194
KP0485_AC_WP20,AC_WP20,212
KP0486_AC_WP20,AC_WP20,13
KP0487_AC_WP20,AC_WP20,161
KP0488_AC_WP20,AC_WP20,161
KP0489_AC_WP20,AC_WP20,204
KP0490_AC_WP20,AC_WP20,187
KP0491_AC_WP20,AC_WP20,160
KP0492_AC_WP20,AC_WP20,160
KP0493_AC_WP20,AC_WP20,160
KP0494_AC_WP20,AC_WP20,176
KP0495_AC_WP20,AC_WP20,176
KP0499_AC_WP20,AC_WP20,160
KP0500_AC_WP20,AC_WP20,160
KP0501_AC_WP20,AC_WP20,160
KP0505_AC_WP20,AC_WP20,280
KP0508_AC_WP20,AC_WP20,177
KP0510_AC_WP20,AC_WP20,184
KP0512_AC_WP20,AC_WP20,184
KP0513_AC_WP20,AC_WP20,184
KP0515_AC_WP20,AC_WP20,129
KP0516_AC_WP20,AC_WP20,129
KP0521_AC_WP20,AC_WP20,175
KP0522_AC_WP20,AC_WP20,175
KP0523_AC_WP20,AC_WP20,142
KP0524_AC_WP20,AC_WP20,142
KP0526_AC_WP20,AC_WP20,162
KP0528_AC_WP20,AC_WP20,179
KP0530_AC_WP20,AC_WP20,179
KP0532_AC_WP20,AC_WP20,162
KP0533_AC_WP20,AC_WP20,183
KP0535_AC_WP20,AC_WP20,112
KP0536_AC_WP20,AC_WP20,241
KP0537_AC_WP20,AC_WP20,163
KP0538_AC_WP20,AC_WP20,112
KP0539_AC_WP20,AC_WP20,178
KP0543_AC_WP20,AC_WP20,202
KP0545_AC_WP20,AC_WP20,202
KP0546_AC_WP20,AC_WP20,178
KP0549_AC_WP20,AC_WP20,202
KP0554_AC_WP20,AC_WP20,209
KP0559_AC_WP20,AC_WP20,16
KP0563_AC_WP20,AC_WP20,17
KP0565_LM_WP20,LM_WP20,7
KP0568_AC_WP20,AC_WP20,137
KP0569_AC_WP20,AC_WP20,15
KP0571_AC_WP20,AC_WP20,152
KP0572_AC_WP20,AC_WP20,153
KP0575_AC_WP20,AC_WP20,14
KP0576_AC_WP20,AC_WP20,11
KP0577_AC_WP20,AC_WP20,11
KP0579_AC_WP20,AC_WP20,210
KP0581_AC_WP20,AC_WP20,9
KP0583_LM_WP20,LM_WP20,46
KP0584_AC_WP20,AC_WP20,10
KP0590_AC_WP20,AC_WP20,7
KP0591_AC_WP20,AC_WP20,7
KP0593_AC_SB20,AC_SB20,60
KP0595_AC_SB20,AC_SB20,94
KP0596_AC_SB20,AC_SB20,61
KP0600_AC_SB20,AC_SB20,94
KP0604_AC_SB20,AC_SB20,80
KP0607_AC_SB20,AC_SB20,29
KP0608_AC_SB20,AC_SB20,218
KP0611_LM_SB20,LM_SB20,330
KP0625_AC_SB20,AC_SB20,329
KP0626_AC_SB20,AC_SB20,68
KP0636_AC_SB20,AC_SB20,333
KP0638_AC_SB20,AC_SB20,328
KP0640_AC_SB20,AC_SB20,97
KP0643_AC_SB20,AC_SB20,316
KP0645_AC_SB20,AC_SB20,295
KP0646_AC_SB20,AC_SB20,307
KP0647_AC_SB20,AC_SB20,86
KP0648_AC_SB20,AC_SB20,323
KP0649_AC_SB20,AC_SB20,293
KP0652_AC_SB20,AC_SB20,331
KP0654_AC_SB20,AC_SB20,325
KP0658_AC_SB20,AC_SB20,95
KP0660_AC_SB20,AC_SB20,95
KP0661_AC_SB20,AC_SB20,302
KP0662_AC_SB20,AC_SB20,326
KP0665_AC_SB20,AC_SB20,317
KP0667_AC_SB20,AC_SB20,46
KP0668_AC_SB20,AC_SB20,303
KP0669_AC_SB20,AC_SB20,314
KP0673_NA_NANA,NA_NANA,46
KP0678_AC_SB20,AC_SB20,33
KP0679_AC_SB20,AC_SB20,37
KP0681_AC_SB20,AC_SB20,37
KP0686_AC_SB20,AC_SB20,304
KP0688_AC_SB20,AC_SB20,43
KP0690_AC_SB20,AC_SB20,30
KP0691_AC_SB20,AC_SB20,96
KP0693_AC_SB20,AC_SB20,96
KP0696_AC_SB20,AC_SB20,21
KP0698_AC_SB20,AC_SB20,44
KP0699_AC_SB20,AC_SB20,96
KP0701_AC_SB20,AC_SB20,96
KP0703_AC_SB20,AC_SB20,49
KP0704_AC_SB20,AC_SB20,82
KP0708_AC_SB20,AC_SB20,296
KP0709_AC_SB20,AC_SB20,49
KP0711_AC_SB20,AC_SB20,308
KP0712_AC_SB20,AC_SB20,236
KP0714_AC_SB20,AC_SB20,332
KP0717_AC_SB20,AC_SB20,312
KP0720_AC_SB20,AC_SB20,87
KP0724_AC_SB20,AC_SB20,315
KP0727_AC_SB20,AC_SB20,64
KP0730_AC_SB20,AC_SB20,286
KP0734_AC_SB20,AC_SB20,297
KP0741_AC_WP10,AC_WP10,151
KP0742_AC_WP10,AC_WP10,188
KP0743_AC_WP10,AC_WP10,151
KP0745_AC_WP10,AC_WP10,151
KP0746_AC_WP10,AC_WP10,143
KP0747_AC_WP20,AC_WP20,189
KP0748_AC_WP10,AC_WP10,138
KP0749_AC_WP20,AC_WP20,172
KP0751_AC_WP10,AC_WP10,223
KP0753_AC_WP10,AC_WP10,227
KP0757_AC_WP10,AC_WP10,205
KP0758_AC_WP10,AC_WP10,120
KP0760_AC_WP10,AC_WP10,220
KP0761_AC_WP10,AC_WP10,121
KP0767_AC_WP10,AC_WP10,271
KP0769_AC_WP10,AC_WP10,23
KP0771_AC_WP10,AC_WP10,213
KP0773_AC_WP10,AC_WP10,228
KP0777_AC_WP10,AC_WP10,287
KP0779_AC_WP10,AC_WP10,237
KP0782_AC_WP10,AC_WP10,135
KP0787_AC_WP10,AC_WP10,234
KP0788_AC_WP10,AC_WP10,135
KP0790_AC_WP10,AC_WP10,191
KP0792_AC_WP10,AC_WP10,191
KP0793_AC_WP10,AC_WP10,157
KP0794_AC_WP10,AC_WP10,135
KP0796_AC_WP10,AC_WP10,135
KP0797_AC_WP10,AC_WP10,206
KP0799_AC_WP10,AC_WP10,116
KP0800_AC_WP10,AC_WP10,135
KP0801_AC_WP10,AC_WP10,92
KP0802_AC_WP10,AC_WP10,150
KP0804_AC_WP10,AC_WP10,135
KP0808_AC_WP10,AC_WP10,109
KP0810_AC_WP10,AC_WP10,150
KP0811_AC_WP10,AC_WP10,198
KP0812_AC_WP10,AC_WP10,115
KP0815_AC_WP10,AC_WP10,229
KP0816_AC_WP10,AC_WP10,115
KP0822_AC_WP10,AC_WP10,139
KP0823_AC_WP10,AC_WP10,140
KP0824_AC_WP10,AC_WP10,144
KP0828_AC_WP10,AC_WP10,144
KP0830_AC_WP10,AC_WP10,154
KP0832_AC_WP10,AC_WP10,154
KP0833_AC_WP10,AC_WP10,128
KP0835_AC_WP10,AC_WP10,128
KP0837_AC_WP10,AC_WP10,309
KP0844_UN_NANA,UN_NANA,131
KP0846_AC_WP10,AC_WP10,131
KP0852_AC_WP10,AC_WP10,131
KP0857_AC_WP10,AC_WP10,242
KP0861_AC_WP10,AC_WP10,132
KP0866_AC_WP10,AC_WP10,133
KP0867_AC_WP10,AC_WP10,174
KP0871_AC_WP10,AC_WP10,174
KP0879_AC_WP10,AC_WP10,148
KP0880_HU_WP10,HU_WP10,136
KP0881_AC_WP10,AC_WP10,243
KP0882_AC_WP10,AC_WP10,147
KP0883_AC_WP10,AC_WP10,166
KP0884_AC_WP10,AC_WP10,119
KP0885_AC_WP10,AC_WP10,114
KP0887_AC_WP10,AC_WP10,114
KP0895_AC_WP10,AC_WP10,239
KP0897_AC_WP10,AC_WP10,192
KP0898_AC_WP10,AC_WP10,193
KP0900_AC_WP10,AC_WP10,167
KP0909_AC_WP10,AC_WP10,221
KP0912_AC_WP10,AC_WP10,224
KP0913_AC_WP10,AC_WP10,110
KP0915_AC_WP10,AC_WP10,214
KP0916_AC_WP10,AC_WP10,285
KP0917_AC_WP10,AC_WP10,167
KP0918_AC_WP10,AC_WP10,199
KP0919_AC_WP10,AC_WP10,190
KP0925_AC_WP10,AC_WP10,111
KP0926_AC_WP10,AC_WP10,215
KP0928_AC_WP10,AC_WP10,170
KP0929_AC_WP10,AC_WP10,111
KP0930_AC_WP10,AC_WP10,168
KP0931_AC_WP10,AC_WP10,111
KP0932_AC_WP10,AC_WP10,169
KP0933_AC_WP10,AC_WP10,207
KP0934_AC_WP10,AC_WP10,126
KP0936_AC_WP10,AC_WP10,231
KP0937_AC_WP10,AC_WP10,219
KP0938_HU_WP10,HU_WP10,12
KP0940_AC_WP10,AC_WP10,134
KP0942_AC_WP10,AC_WP10,145
KP0945_AC_WP10,AC_WP10,232
KP0947_AC_WP10,AC_WP10,222
KP0950_AC_WP05,AC_WP05,281
KP0953_AC_WP10,AC_WP10,146
KP0962_AC_WP05,AC_WP05,230
KP0965_AC_WP05,AC_WP05,122
KP0966_AC_WP05,AC_WP05,123
KP0967_HU_WP05,HU_WP05,195
KP0974_AC_WP05,AC_WP05,233
KP0977_AC_WP05,AC_WP05,149
KP0978_AC_WP05,AC_WP05,272
KP0981_AC_WP05,AC_WP05,196
KP0982_AC_WP05,AC_WP05,216
KP0983_AC_WP05,AC_WP05,80
KP0992_AC_CA10,AC_CA10,93
KP0993_AC_CA10,AC_CA10,267
KP0994_AC_CA10,AC_CA10,93
KP0998_AC_CA10,AC_CA10,93
KP0999_AC_CA10,AC_CA10,269
KP1002_AC_WP10,AC_WP10,327
KP1007_AC_WP10,AC_WP10,263
KP1009_AC_CA10,AC_CA10,263
KP1011_AC_CA10,AC_CA10,264
KP1012_AC_CA10,AC_CA10,268
KP1013_AC_CA10,AC_CA10,59
KP1014_AC_CA10,AC_CA10,268
KP1015_AC_CA10,AC_CA10,59
KP1016_AC_CA10,AC_CA10,268
KP1019_AC_CA10,AC_CA10,288
KP1021_AC_CA10,AC_CA10,274
KP1022_AC_CA10,AC_CA10,262
KP1026_AC_CA10,AC_CA10,248
KP1027_AC_CA10,AC_CA10,261
KP1028_AC_CA10,AC_CA10,248
KP1029_AC_CA10,AC_CA10,275
KP1030_AC_CA10,AC_CA10,321
KP1032_AC_CA10,AC_CA10,261
KP1045_AC_CA10,AC_CA10,25
KP1046_AC_CA10,AC_CA10,249
KP1047_AC_CA10,AC_CA10,258
KP1048_AC_CA10,AC_CA10,249
KP1051_AC_CA10,AC_CA10,258
KP1052_AC_CA10,AC_CA10,276
KP1053_AC_CA10,AC_CA10,324
KP1062_AC_CA20,AC_CA20,301
KP1066_AC_CA20,AC_CA20,108
KP1067_AC_CA20,AC_CA20,254
KP1068_AC_CA20,AC_CA20,247
KP1069_AC_CA20,AC_CA20,98
KP1070_AC_CA20,AC_CA20,247
KP1071_AC_CA20,AC_CA20,98
KP1076_AC_CA20,AC_CA20,257
KP1077_AC_CA20,AC_CA20,298
KP1079_AC_CA20,AC_CA20,102
KP1081_AC_CA20,AC_CA20,102
KP1088_AC_CA20,AC_CA20,65
KP1089_AC_CA20,AC_CA20,255
KP1097_AC_CA20,AC_CA20,282
KP1104_AC_CA20,AC_CA20,101
KP1106_AC_CA20,AC_CA20,101
KP1107_AC_CA20,AC_CA20,256
KP1109_AC_CA20,AC_CA20,65
KP1111_AC_CA20,AC_CA20,65
KP1115_AC_CA20,AC_CA20,99
KP1120_AC_CA20,AC_CA20,265
KP1121_AC_CA20,AC_CA20,26
KP1125_AC_CA20,AC_CA20,245
KP1128_AC_CA20,AC_CA20,250
KP1129_AC_CA20,AC_CA20,101
KP1132_AC_CA20,AC_CA20,24
KP1134_AC_CA20,AC_CA20,251
KP1135_AC_CA20,AC_CA20,259
KP1137_AC_CA20,AC_CA20,246
KP1139_LM_CA20,LM_CA20,100
KP1140_AC_CA20,AC_CA20,277
KP1141_AC_CA20,AC_CA20,252
KP1143_AC_CA20,AC_CA20,260
KP1146_LM_CA20,LM_CA20,103
KP1147_AC_CA20,AC_CA20,32
KP1148_AC_CA20,AC_CA20,103
KP1149_AC_CA20,AC_CA20,270
KP1150_AC_CA20,AC_CA20,105
KP1151_AC_CA20,AC_CA20,106
KP1156_UN_CA20,UN_CA20,104
KP1165_AC_CA20,AC_CA20,104
KX0394_AC_WP20,AC_WP20,4
KX0396_AC_WP20,AC_WP20,4
KX0604_AC_SB20,AC_SB20,80
KX0743_AC_WP10,AC_WP10,151
KZ0578_AC_WP20,AC_WP20,11
