country,locality,yearCollected,materialSampleID,principalInvestigator,collectorList,continentOcean,locationID,decimalLatitude,decimalLongitude,depthOfBottomInMeters,eventEnteredBy,habitat,island,georeferenceProtocol,microHabitat,fieldNotes,associatedMedia,identificationRemarks,class,family,genus,identifiedBy,kingdom,order,phylum,scientificName,bioProjectAccession,tissueID
Curacao,Playa Kalki,2019,KP0881_AC_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | 19.7550729446024 | -29.009758231228 | -11.8425587174002,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,movies 08- 09- 10 missing. worked out from photos | NA,NA,AA2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0881_AC_WP10
Curacao,Playa Kalki,2019,KP0882_AC_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,NA | NA,NA,AA2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0882_AC_WP10
Curacao,Playa Kalki,2019,KP0883_AC_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | 19.6074948618175 | -28.7838262890556 | -11.6069966018016,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,in mov011 but also worked out from photos | NA,NA,AA2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0883_AC_WP10
Curacao,Playa Kalki,2019,KP0884_AC_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,NA | NA,NA,AA2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0884_AC_WP10
Curacao,Playa Kalki,2019,KP0885_AC_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | 19.405330887091 | -28.5365078626774 | -11.3121157036598,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AA2 | 114_AA2,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0885_AC_WP10
Curacao,Playa Kalki,2019,KP0886_AC_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,NA | NA,NA,AH2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia humilis,NA,KP0886_AC_WP10
Curacao,Playa Kalki,2019,KP0887_AC_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | 19.1782621669684 | -28.7097501329508 | -11.7204406768779,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AA2 | 114_AA2,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0887_AC_WP10
Curacao,Playa Kalki,2019,KP0888_AC_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,NA | NA,NA,AH3 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia humilis,NA,KP0888_AC_WP10
Curacao,Playa Kalki,2019,KP0889_LM_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,LM with weird orange mouths | NA,NA,NA | NA,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia lamarcki,NA,KP0889_LM_WP10
Curacao,Playa Kalki,2019,KP0891_AC_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,NA | NA,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0891_AC_WP10
Curacao,Playa Kalki,2019,KP0893_LM_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | 17.6237431574919 | -29.0423901212174 | -11.072574892238,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AL2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia lamarcki,NA,KP0893_LM_WP10
Curacao,Playa Kalki,2019,KP0895_AC_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | 17.728344178772 | -29.1231388827099 | -11.1309968544001,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AA2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0895_AC_WP10
Curacao,Playa Kalki,2019,KP0897_AC_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | 17.8857955664981 | -28.6503701533316 | -10.8720043304209,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AA2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0897_AC_WP10
Curacao,Playa Kalki,2019,KP0898_AC_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,NA | NA,NA,AA2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0898_AC_WP10
Curacao,Playa Kalki,2019,KP0899_HU_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,NA | NA,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia humilis,NA,KP0899_HU_WP10
Curacao,Playa Kalki,2019,KP0899_LM_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,NA | mislabelled- assigns to A. humilis,NA,AH3 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia humilis,NA,KP0899_LM_WP10
Curacao,Playa Kalki,2019,KP0900_AC_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,NA | NA,NA,AA2 | 167_AA2,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0900_AC_WP10
Curacao,Playa Kalki,2019,KP0901_HU_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | 18.0602640876288 | -28.2786816019727 | -10.3319334467155,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,dead/gone | NA,NA,AH3 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia humilis,NA,KP0901_HU_WP10
Curacao,Playa Kalki,2019,KP0902_AC_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,NA | NA,NA,NA | NA,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0902_AC_WP10
Curacao,Playa Kalki,2019,KP0903_HU_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | 17.953431303374 | -28.1092797377334 | -10.3520902031609,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AH3 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia humilis,NA,KP0903_HU_WP10
Curacao,Playa Kalki,2019,KP0906_AC_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,NA | NA,NA,AH2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia humilis,NA,KP0906_AC_WP10
Curacao,Playa Kalki,2019,KP0907_AC_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,NA | NA,NA,NA | NA,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0907_AC_WP10
Curacao,Playa Kalki,2019,KP0908_AC_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,NA | NA,NA,NA | NA,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0908_AC_WP10
Curacao,Playa Kalki,2019,KP0909_AC_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,NA | NA,NA,AA2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0909_AC_WP10
Curacao,Playa Kalki,2019,KP0911_AC_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,NA | NA,NA,NA | NA,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0911_AC_WP10
Curacao,Playa Kalki,2019,KP0912_AC_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,NA | NA,NA,AA2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0912_AC_WP10
Curacao,Playa Kalki,2019,KP0913_AC_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,NA | NA,NA,AA2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0913_AC_WP10
Curacao,Playa Kalki,2019,KP0915_AC_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,NA | NA,NA,AA2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0915_AC_WP10
Curacao,Playa Kalki,2019,KP0916_AC_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,NA | NA,NA,AA2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0916_AC_WP10
Curacao,Playa Kalki,2019,KP0917_AC_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,NA | NA,NA,AA2 | 167_AA2,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0917_AC_WP10
Curacao,Playa Kalki,2019,KP0918_AC_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,NA | NA,NA,AA2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0918_AC_WP10
Curacao,Playa Kalki,2019,KP0919_AC_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,NA | NA,NA,AA2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0919_AC_WP10
Curacao,Playa Kalki,2019,KP0920_HU_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,NA | NA,NA,AH1 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia humilis,NA,KP0920_HU_WP10
Curacao,Playa Kalki,2019,KP0922_AC_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,NA | NA,NA,AH1 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia humilis,NA,KP0922_AC_WP10
Curacao,Playa Kalki,2019,KP0923_AC_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,NA | NA,NA,NA | NA,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0923_AC_WP10
Curacao,Playa Kalki,2019,KP0924_AC_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,NA | NA,NA,NA | NA,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0924_AC_WP10
Curacao,Playa Kalki,2019,KP0925_AC_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,NA | NA,NA,AA2 | 111_AA2,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0925_AC_WP10
Curacao,Playa Kalki,2019,KP0926_AC_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,NA | NA,NA,AA2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0926_AC_WP10
Curacao,Playa Kalki,2019,KP0927_AC_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,NA | NA,NA,NA | NA,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0927_AC_WP10
Curacao,Playa Kalki,2019,KP0928_AC_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,NA | NA,NA,AA2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0928_AC_WP10
Curacao,Playa Kalki,2019,KP0929_AC_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,NA | NA,NA,AA2 | 111_AA2,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0929_AC_WP10
Curacao,Playa Kalki,2019,KP0930_AC_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,NA | NA,NA,AA2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0930_AC_WP10
Curacao,Playa Kalki,2019,KP0931_AC_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,NA | NA,NA,AA2 | 111_AA2,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0931_AC_WP10
Curacao,Playa Kalki,2019,KP0932_AC_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,NA | NA,NA,AA2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0932_AC_WP10
Curacao,Playa Kalki,2019,KP0933_AC_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,NA | NA,NA,AA2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0933_AC_WP10
Curacao,Playa Kalki,2019,KP0934_AC_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,NA | NA,NA,AA2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0934_AC_WP10
Curacao,Playa Kalki,2019,KP0935_AC_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,NA | NA,NA,AH1 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia humilis,NA,KP0935_AC_WP10
Curacao,Playa Kalki,2019,KP0936_AC_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,NA | NA,NA,AA2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0936_AC_WP10
Curacao,Playa Kalki,2019,KP0937_AC_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,NA | NA,NA,AA2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0937_AC_WP10
Curacao,Playa Kalki,2019,KP0938_HU_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,NA | NA,NA,AA1 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0938_HU_WP10
Curacao,Playa Kalki,2019,KP0940_AC_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,NA | NA,NA,AA2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0940_AC_WP10
Curacao,Playa Kalki,2019,KP0941_HU_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,NA | NA,NA,AH1 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia humilis,NA,KP0941_HU_WP10
Curacao,Playa Kalki,2019,KP0942_AC_WP10,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,10,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,NA | NA,NA,AA2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0942_AC_WP10
