country,locality,yearCollected,materialSampleID,principalInvestigator,collectorList,continentOcean,locationID,decimalLatitude,decimalLongitude,depthOfBottomInMeters,eventEnteredBy,habitat,island,georeferenceProtocol,microHabitat,fieldNotes,associatedMedia,identificationRemarks,class,family,genus,identifiedBy,kingdom,order,phylum,scientificName,bioProjectAccession,tissueID
Curacao,Playa Kalki,2019,KP0299_AC_WP20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | 2.63616972563761 | -48.0911017562087 | -20.2421212471318,12.375418,-69.157746,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AA2 | 200_AA2,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0299_AC_WP20
Curacao,Playa Kalki,2019,KP0300_AC_WP20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | 2.58482664153182 | -48.0458209428733 | -20.3054641765844,12.375418,-69.157746,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AA2 | 200_AA2,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0300_AC_WP20
Curacao,Playa Kalki,2019,KP0301_AC_WP20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | 2.60427051262871 | -47.7706240152456 | -20.3871935198012,12.375418,-69.157746,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AA2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0301_AC_WP20
Curacao,Playa Kalki,2019,KP0303_AC_WP20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | 2.41653294554405 | -47.7695450912677 | -20.3922812978616,12.375418,-69.157746,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AA2 | 180_AA2,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0303_AC_WP20
Curacao,Playa Kalki,2019,KP0304_AC_WP20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | 2.36461356832712 | -47.8379625621843 | -20.3635857780844,12.375418,-69.157746,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AA2 | 180_AA2,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0304_AC_WP20
Curacao,Playa Kalki,2019,KP0305_AC_WP20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | 0.319317911466353 | -46.5527792091113 | -19.1220591070129,12.375418,-69.157746,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AA2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0305_AC_WP20
Curacao,Playa Kalki,2019,KP0307_LM_WP20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,Where it used to be but not probably dead! | NA,NA,NA | NA,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia lamarcki,NA,KP0307_LM_WP20
Curacao,Playa Kalki,2019,KP0308_LM_WP20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | 1.01151066278985 | -48.6439213817173 | -20.4826529587633,12.375418,-69.157746,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,Forgot to turn camera on but pointed after. | NA,NA,AL2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia lamarcki,NA,KP0308_LM_WP20
Curacao,Playa Kalki,2019,KP0310_AC_WP20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,Forgot to turn camera on but pointed after. | NA,NA,NA | NA,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0310_AC_WP20
Curacao,Playa Kalki,2019,KP0311_AC_WP20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | 2.02583720796408 | -48.6604799455862 | -20.0900713649983,12.375418,-69.157746,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,Clusters with deep clade??? | NA,NA,AA1 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0311_AC_WP20
Curacao,Playa Kalki,2019,KP0312_AC_WP20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,NA | NA,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0312_AC_WP20
Curacao,Playa Kalki,2019,KP0314_AC_WP20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | 2.66616636690011 | -48.2104368437802 | -20.451562458159,12.375418,-69.157746,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,Hard to see (very near previoulsy sampled upper) - colony maybe dead! | NA,NA,AA2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0314_AC_WP20
Curacao,Playa Kalki,2019,KP0316_AC_WP20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,NA | NA,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0316_AC_WP20
Curacao,Playa Kalki,2019,KP0317_AC_WP20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | 3.28144850372569 | -48.2575574394691 | -20.6588342669391,12.375418,-69.157746,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AA2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0317_AC_WP20
Curacao,Playa Kalki,2019,KP0318_LM_WP20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | 3.69590015391792 | -48.0450299155426 | -20.8111992469352,12.375418,-69.157746,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,Great hand signal chat with Livia about previously sampled larger lamarcki | NA,NA,AL2 | 3_AL2,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia lamarcki,NA,KP0318_LM_WP20
Curacao,Playa Kalki,2019,KP0319_LM_WP20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | 4.47704660939838 | -48.3669207587881 | -20.8485156721693,12.375418,-69.157746,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AL2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia lamarcki,NA,KP0319_LM_WP20
Curacao,Playa Kalki,2019,KP0320_LM_WP20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,NA | NA,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia lamarcki,NA,KP0320_LM_WP20
Curacao,Playa Kalki,2019,KP0321_LM_WP20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,NA | NA,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia lamarcki,NA,KP0321_LM_WP20
Curacao,Playa Kalki,2019,KP0322_LM_WP20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | 5.32070185066748 | -47.53437579629 | -20.6180416194037,12.375418,-69.157746,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AL1 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia lamarcki,NA,KP0322_LM_WP20
Curacao,Playa Kalki,2019,KP0323_AC_WP20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | 9.59409499919165 | -46.3718833487805 | -19.0732927136893,12.375418,-69.157746,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AA2 | 159_AA2,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0323_AC_WP20
Curacao,Playa Kalki,2019,KP0324_AC_WP20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | 9.63179675596897 | -46.3041480902632 | -19.0356154903033,12.375418,-69.157746,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AA2 | 159_AA2,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0324_AC_WP20
Curacao,Playa Kalki,2019,KP0325_AC_WP20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | 9.43538864110658 | -45.9323614532727 | -19.0829702746555,12.375418,-69.157746,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AA2 | 159_AA2,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0325_AC_WP20
Curacao,Playa Kalki,2019,KP0326_AC_WP20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | 9.35402867213522 | -45.676375842071 | -18.9750985715418,12.375418,-69.157746,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AA2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0326_AC_WP20
Curacao,Playa Kalki,2019,KP0327_AC_WP20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | 9.46431193847989 | -46.1714074154579 | -19.1859280415227,12.375418,-69.157746,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AA2 | 159_AA2,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0327_AC_WP20
Curacao,Playa Kalki,2019,KP0328_LM_WP20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | 9.19192626705829 | -45.6039068384255 | -19.3437003021357,12.375418,-69.157746,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AL1 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia lamarcki,NA,KP0328_LM_WP20
Curacao,Playa Kalki,2019,KP0329_AC_WP20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | 9.02941096087448 | -45.5706270861978 | -19.3807568492618,12.375418,-69.157746,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AA2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0329_AC_WP20
Curacao,Playa Kalki,2019,KP0330_LM_WP20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | 8.84459420067984 | -45.9409274012256 | -19.5449830821043,12.375418,-69.157746,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AL1 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia lamarcki,NA,KP0330_LM_WP20
Curacao,Playa Kalki,2019,KP0331_AC_WP20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | 8.87233983035289 | -46.3580515805944 | -19.8059997229138,12.375418,-69.157746,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AA2 | 113_AA2,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0331_AC_WP20
Curacao,Playa Kalki,2019,KP0332_AC_WP20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | 8.73784200710616 | -46.3610581212905 | -19.7125208226653,12.375418,-69.157746,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AA2 | 113_AA2,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0332_AC_WP20
Curacao,Playa Kalki,2019,KP0333_AC_WP20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,NA | NA,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0333_AC_WP20
Curacao,Playa Kalki,2019,KP0334_AC_WP20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | 8.69951342191909 | -46.4815330206253 | -19.7484029881375,12.375418,-69.157746,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AA2 | 113_AA2,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0334_AC_WP20
Curacao,Playa Kalki,2019,KP0335_AC_WP20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | 8.48633601529862 | -46.0688978648707 | -19.3297450290237,12.375418,-69.157746,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,From 335 to 343 - forgot to turn paralenz on so had to work backwards and figure out colonies. | NA,NA,AA2 | 185_AA2,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0335_AC_WP20
Curacao,Playa Kalki,2019,KP0336_AC_WP20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | 8.45898025460855 | -46.0016959197224 | -19.3323195911211,12.375418,-69.157746,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,Not sure if correct. | NA,NA,AA2 | 185_AA2,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0336_AC_WP20
Curacao,Playa Kalki,2019,KP0337_AC_WP20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | 8.35319449649654 | -46.0265937987336 | -19.3569801900192,12.375418,-69.157746,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,Not sure if correct. | NA,NA,AA2 | 185_AA2,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0337_AC_WP20
Curacao,Playa Kalki,2019,KP0338_AC_WP20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,Streches across lower level to top. Maybe partially dead now. | NA,NA,NA | NA,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0338_AC_WP20
Curacao,Playa Kalki,2019,KP0339_AC_WP20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,covered in sponge? | NA,NA,NA | NA,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0339_AC_WP20
Curacao,Playa Kalki,2019,KP0340_AC_WP20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | 8.26209871076327 | -46.4088014165667 | -19.712235341913,12.375418,-69.157746,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AA2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0340_AC_WP20
Curacao,Playa Kalki,2019,KP0341_LM_WP20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | 8.35098968223083 | -46.2952708027846 | -20.2020365378862,12.375418,-69.157746,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AL2 | 7_AL2,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia lamarcki,NA,KP0341_LM_WP20
Curacao,Playa Kalki,2019,KP0342_LM_WP20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | 8.32542742918556 | -46.4200412054373 | -20.2417192865856,12.375418,-69.157746,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AL2 | 7_AL2,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia lamarcki,NA,KP0342_LM_WP20
Curacao,Playa Kalki,2019,KP0343_LM_WP20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | 8.22893757002838 | -46.4704705523874 | -20.1165693920259,12.375418,-69.157746,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AL2 | 7_AL2,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia lamarcki,NA,KP0343_LM_WP20
Curacao,Playa Kalki,2019,KP0344_LM_WP20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,NA | NA,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia lamarcki,NA,KP0344_LM_WP20
Curacao,Playa Kalki,2019,KP0345_LM_WP20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | 7.82297005521551 | -46.4074314061401 | -20.1436194682038,12.375418,-69.157746,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AL2 | 7_AL2,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia lamarcki,NA,KP0345_LM_WP20
Curacao,Playa Kalki,2019,KP0346_AC_WP20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | 7.84725065650486 | -46.6581607922305 | -20.1184238328403,12.375418,-69.157746,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AA2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0346_AC_WP20
Curacao,Playa Kalki,2019,KP0347_AC_WP20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | 7.85744085327119 | -47.106083760744 | -20.4112658441124,12.375418,-69.157746,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AA1 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0347_AC_WP20
Curacao,Playa Kalki,2019,KP0348_LM_WP20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | 7.66690745377005 | -46.9479377773503 | -20.428868700071,12.375418,-69.157746,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,large intertwined plates | NA,NA,AL2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia lamarcki,NA,KP0348_LM_WP20
Curacao,Playa Kalki,2019,KP0349_LM_WP20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | 7.43908063238133 | -46.8994229564224 | -20.3609881449197,12.375418,-69.157746,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,large intertwined plates | mislabelled- assigns to A. agaricites,NA,AA2 | 164_AA2,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0349_LM_WP20
Curacao,Playa Kalki,2019,KP0350_LM_WP20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | 7.08171518584771 | -47.4797046551222 | -20.5812946728873,12.375418,-69.157746,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,large intertwined plates | NA,NA,AL2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia lamarcki,NA,KP0350_LM_WP20
Curacao,Playa Kalki,2019,KP0351_AC_WP20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,NA | NA,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0351_AC_WP20
Curacao,Playa Kalki,2019,KP0352_AC_WP20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | 6.83971522707308 | -47.3588274872372 | -20.0106312109659,12.375418,-69.157746,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AA2 | 164_AA2,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0352_AC_WP20
Curacao,Playa Kalki,2019,KP0353_AC_WP20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,WP | NA | NA | NA,12.375418,-69.157746,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,NA | NA,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0353_AC_WP20
